1545.5175.7 <|> 17578.8
-110.5 <|> -13365.3
54.3 <|> 6567.76
83.8 <|> 10135.9
0 <|> 0
-45.6 <|> -5515.47
-5.9 <|> -713.624
50.1 <|> 6059.76
20.4 <|> 2467.45
-59.2 <|> -7160.43
-54.7 <|> -6616.14
25.8 <|> 3120.59
65.1 <|> 7874.06
27 <|> 3265.74
-33.4 <|> -4039.84
-49.1 <|> -5938.81
-1.3 <|> -157.239
35.5 <|> 4293.84
6.7 <|> 810.387
-27.9 <|> -3374.6
-5.7 <|> -689.434
48.1 <|> 5817.85
35 <|> 4233.36
-62.8 <|> -7595.87
-89.3 <|> -10801.1
26.1 <|> 3156.88
119.6 <|> 14466
47.8 <|> 5781.57
-89.7 <|> -10849.5
-96.4 <|> -11659.9
18.9 <|> 2286.02
77.1 <|> 9325.5
32.7 <|> 3955.17
-17 <|> -2056.21
-30.7 <|> -3713.27
-22.5 <|> -2721.45
1.1 <|> 133.049
13.1 <|> 1584.49
5.7 <|> 689.434
7.9 <|> 955.531
20.9 <|> 2527.92
7.6 <|> 919.245
-43.2 <|> -5225.18
-55.9 <|> -6761.29
28 <|> 3386.69
86.7 <|> 10486.6
19.4 <|> 2346.49
-65.3 <|> -7898.25
-65.4 <|> -7910.34
-0.4 <|> -48.3813
73.4 <|> 8877.97
71.2 <|> 8611.87
-27.2 <|> -3289.93
-99.2 <|> -11998.6
-46.2 <|> -5588.04
57 <|> 6894.34
88.5 <|> 10704.4
22.6 <|> 2733.54
-64.8 <|> -7837.77
-72.2 <|> -8732.83
0.1 <|> 12.0953
57.4 <|> 6942.72
45.6 <|> 5515.47
-9.5 <|> -1149.06
-42.6 <|> -5152.61
-20.1 <|> -2431.16
10.5 <|> 1270.01
11.1 <|> 1342.58
9.6 <|> 1161.15
17.7 <|> 2140.87
-2.3 <|> -278.193
-36.6 <|> -4426.89
-21.6 <|> -2612.59
31.3 <|> 3785.84
42.9 <|> 5188.9
-5.4 <|> -653.148
-49.8 <|> -6023.47
-27.4 <|> -3314.12
34.2 <|> 4136.6
47.7 <|> 5769.47
-0.6 <|> -72.572
-40.6 <|> -4910.7
-29.6 <|> -3580.22
12 <|> 1451.44
34.6 <|> 4184.98
17.3 <|> 2092.49
-15.8 <|> -1911.06
-35.5 <|> -4293.84
-13.5 <|> -1632.87
37.4 <|> 4523.65
46 <|> 5563.85
-7.8 <|> -943.436
-64.4 <|> -7789.39
-51.7 <|> -6253.28
33.7 <|> 4076.13
87.1 <|> 10535
39.8 <|> 4813.94
-42.4 <|> -5128.42
-83.4 <|> -10087.5
-53 <|> -6410.52
34.3 <|> 4148.7
96.9 <|> 11720.4
67.5 <|> 8164.35
-35.6 <|> -4305.94
-116.8 <|> -14127.3
-70.6 <|> -8539.3
59.4 <|> 7184.62
121.2 <|> 14659.5
48.8 <|> 5902.52
-79.7 <|> -9639.98
-111.9 <|> -13534.7
-5.1 <|> -616.862
91.5 <|> 11067.2
60.6 <|> 7329.77
-27.5 <|> -3326.22
-56.9 <|> -6882.24
-19.7 <|> -2382.78
20.6 <|> 2491.64
28.4 <|> 3435.07
9.4 <|> 1136.96
-19.6 <|> -2370.68
-24.9 <|> -3011.74
13.5 <|> 1632.87
38 <|> 4596.22
-6.7 <|> -810.387
-47 <|> -5684.8
-13.1 <|> -1584.49
36.9 <|> 4463.18
30.6 <|> 3701.17
-12.8 <|> -1548.2
-24.2 <|> -2927.07
2.9 <|> 350.765
6 <|> 725.72
-16.5 <|> -1995.73
-11.2 <|> -1354.68
25 <|> 3023.83
41.6 <|> 5031.66
1.2 <|> 145.144
-57.1 <|> -6906.43
-47 <|> -5684.8
30 <|> 3628.6
67.9 <|> 8212.73
15.5 <|> 1874.78
-46.9 <|> -5672.71
-41 <|> -4959.08
12.3 <|> 1487.73
36 <|> 4354.32
6 <|> 725.72
-16.1 <|> -1947.35
-7.4 <|> -895.054
-6.9 <|> -834.578
-3 <|> -362.86
22.2 <|> 2685.16
24.6 <|> 2975.45
-12.7 <|> -1536.11
-42.4 <|> -5128.42
-21.6 <|> -2612.59
27.6 <|> 3338.31
45.3 <|> 5479.18
14.3 <|> 1729.63
-26.6 <|> -3217.36
-41.5 <|> -5019.56
-17.9 <|> -2165.06
25.9 <|> 3132.69
41.5 <|> 5019.56
10.1 <|> 1221.63
-28.7 <|> -3471.36
-28 <|> -3386.69
1.3 <|> 157.239
17.6 <|> 2128.78
11.5 <|> 1390.96
5.3 <|> 641.052
0.3 <|> 36.286
-23.2 <|> -2806.12
-25.4 <|> -3072.21
21.5 <|> 2600.5
43.4 <|> 5249.37
2.7 <|> 326.574
-36 <|> -4354.32
-24.8 <|> -2999.64
7 <|> 846.673
12.5 <|> 1511.92
8.8 <|> 1064.39
21.9 <|> 2648.88
12.5 <|> 1511.92
-28.9 <|> -3495.55
-45.8 <|> -5539.66
-2.2 <|> -266.097
47.9 <|> 5793.66
26.8 <|> 3241.55
-21.1 <|> -2552.11
-16.8 <|> -2032.02
3.7 <|> 447.527
0.7 <|> 84.6673
-7 <|> -846.673
-8.8 <|> -1064.39
6.5 <|> 786.196
18.6 <|> 2249.73
4.9 <|> 592.671
-2.1 <|> -254.002
-4.9 <|> -592.671
-20.4 <|> -2467.45
-15.3 <|> -1850.59
8.3 <|> 1003.91
27.1 <|> 3277.83
28.9 <|> 3495.55
-6 <|> -725.72
-42.9 <|> -5188.9
-30.4 <|> -3676.98
13.5 <|> 1632.87
44.6 <|> 5394.52
28.3 <|> 3422.98
-25.6 <|> -3096.4
-49.3 <|> -5963
-7 <|> -846.673
43.5 <|> 5261.47
31.5 <|> 3810.03
-27 <|> -3265.74
-41 <|> -4959.08
10.3 <|> 1245.82
38.6 <|> 4668.8
2.4 <|> 290.288
-29.7 <|> -3592.31
-10.3 <|> -1245.82
20 <|> 2419.07
14.7 <|> 1778.01
-12.8 <|> -1548.2
-20 <|> -2419.07
4.8 <|> 580.576
26.2 <|> 3168.98
11.9 <|> 1439.34
-28.4 <|> -3435.07
-34.4 <|> -4160.79
13.1 <|> 1584.49
45.5 <|> 5503.37
16.9 <|> 2044.11
-26.5 <|> -3205.26
-34.6 <|> -4184.98
-11.2 <|> -1354.68
13.9 <|> 1681.25
31.1 <|> 3761.65
26.9 <|> 3253.64
-11.4 <|> -1378.87
-42.1 <|> -5092.13
-25 <|> -3023.83
17.8 <|> 2152.97
38.6 <|> 4668.8
13.9 <|> 1681.25
-18.1 <|> -2189.25
-21.7 <|> -2624.69
-12.2 <|> -1475.63
10.7 <|> 1294.2
27.4 <|> 3314.12
-0.2 <|> -24.1907
-24.4 <|> -2951.26
-5.4 <|> -653.148
17.9 <|> 2165.06
8 <|> 967.626
-16 <|> -1935.25
-8.1 <|> -979.722
15.7 <|> 1898.97
8.8 <|> 1064.39
-12.1 <|> -1463.53
-16.1 <|> -1947.35
1.7 <|> 205.621
22.1 <|> 2673.07
11.9 <|> 1439.34
-16.8 <|> -2032.02
-22.1 <|> -2673.07
1.8 <|> 217.716
21.9 <|> 2648.88
13.1 <|> 1584.49
-12.9 <|> -1560.3
-24.9 <|> -3011.74
-1.9 <|> -229.811
29.7 <|> 3592.31
16.7 <|> 2019.92
-22.8 <|> -2757.73
-25.3 <|> -3060.12
7.4 <|> 895.054
23.8 <|> 2878.69
3.7 <|> 447.527
-17 <|> -2056.21
-3.9 <|> -471.718
12.6 <|> 1524.01
-0.3 <|> -36.286
-16.2 <|> -1959.44
-2.1 <|> -254.002
22.4 <|> 2709.35
12.6 <|> 1524.01
-18.9 <|> -2286.02
-23.3 <|> -2818.21
1.4 <|> 169.335
24.3 <|> 2939.16
19.1 <|> 2310.21
-11.7 <|> -1415.15
-31.4 <|> -3797.93
-8.7 <|> -1052.29
30.1 <|> 3640.69
24.8 <|> 2999.64
-13.9 <|> -1681.25
-28.7 <|> -3471.36
-11.2 <|> -1354.68
21 <|> 2540.02
25.5 <|> 3084.31
-7.8 <|> -943.436
-19.1 <|> -2310.21
-5 <|> -604.766
-1.5 <|> -181.43
8.6 <|> 1040.2
19.3 <|> 2334.4
1.7 <|> 205.621
-22.5 <|> -2721.45
-18.1 <|> -2189.25
7.6 <|> 919.245
19.6 <|> 2370.68
11.6 <|> 1403.06
-3.4 <|> -411.241
-15 <|> -1814.3
-13.5 <|> -1632.87
-1 <|> -120.953
11.5 <|> 1390.96
15.5 <|> 1874.78
5.5 <|> 665.243
-11.8 <|> -1427.25
-18.7 <|> -2261.83
-4.3 <|> -520.099
15 <|> 1814.3
14.4 <|> 1741.73
-0.5 <|> -60.4766
-9.5 <|> -1149.06
-8.9 <|> -1076.48
-2.6 <|> -314.479
4.6 <|> 556.385
5.3 <|> 641.052
2.8 <|> 338.669
2.6 <|> 314.479
-1.7 <|> -205.621
-7 <|> -846.673
-3.9 <|> -471.718
1.5 <|> 181.43
0.2 <|> 24.1907
4.8 <|> 580.576
10.6 <|> 1282.1
-4 <|> -483.813
-13.4 <|> -1620.77
-0.4 <|> -48.3813
2.6 <|> 314.479
0.6 <|> 72.572
6.7 <|> 810.387
3.4 <|> 411.241
-2.9 <|> -350.765
-5.1 <|> -616.862
-7.3 <|> -882.959
1.1 <|> 133.049
8.1 <|> 979.722
2.1 <|> 254.002
-0.3 <|> -36.286
2.4 <|> 290.288
-2 <|> -241.907
-11.3 <|> -1366.77
-5.3 <|> -641.052
11.9 <|> 1439.34
12 <|> 1451.44
-1 <|> -120.953
265.1 <|> 32064.7
-148.8 <|> -17997.8
-267 <|> -32294.5
3.4 <|> 411.241
88.2 <|> 10668.1
-14.4 <|> -1741.73
87.5 <|> 10583.4
147.8 <|> 17876.9
-101.2 <|> -12240.5
-250.2 <|> -30262.5
-47.2 <|> -5708.99
204.2 <|> 24698.7
215 <|> 26005
-28.5 <|> -3447.17
-264 <|> -31931.7
-158.6 <|> -19183.2
177.3 <|> 21445
243.3 <|> 29427.9
-37.6 <|> -4547.84
-203.2 <|> -24577.7
-76.1 <|> -9204.54
106.9 <|> 12929.9
139.7 <|> 16897.2
-39.2 <|> -4741.37
-168.6 <|> -20392.7
27 <|> 3265.74
183.5 <|> 22194.9
-35.5 <|> -4293.84
-181.9 <|> -22001.4
15.8 <|> 1911.06
126.1 <|> 15252.2
27.1 <|> 3277.83
12.8 <|> 1548.2
-14.2 <|> -1717.54
-168.1 <|> -20332.2
-109.5 <|> -13244.4
188.5 <|> 22799.7
246.1 <|> 29766.6
-21.1 <|> -2552.11
-219.7 <|> -26573.4
-158 <|> -19110.6
16.3 <|> 1971.54
122.7 <|> 14841
134.9 <|> 16316.6
93.3 <|> 11284.9
-45.2 <|> -5467.09
-213.5 <|> -25823.5
-170.9 <|> -20670.9
82.4 <|> 9966.55
235.4 <|> 28472.4
126.5 <|> 15300.6
-81.4 <|> -9845.6
-165.5 <|> -20017.8
-77.9 <|> -9422.26
36.8 <|> 4451.08
57.9 <|> 7003.19
53.2 <|> 6434.71
69.9 <|> 8494.04
5.4 <|> 656.192
-118.8 <|> -14436.2
-120.8 <|> -14679.3
32.1 <|> 3900.7
159.6 <|> 19394.1
92 <|> 11179.6
-111.1 <|> -13500.5
-157.6 <|> -19151.1
47.7 <|> 5796.36
160.3 <|> 19479.2
-4.3 <|> -522.523
-134.1 <|> -16295.4
-40.4 <|> -4909.29
82.7 <|> 10049.5
92.5 <|> 11240.3
0.6 <|> 72.9102
-115.6 <|> -14047.4
-89 <|> -10815
94.2 <|> 11446.9
138.7 <|> 16854.4
-64.9 <|> -7886.46
-146.4 <|> -17790.1
65.9 <|> 8007.97
159.7 <|> 19406.3
-74 <|> -8992.26
-207.5 <|> -25214.8
34.6 <|> 4204.49
244.5 <|> 29710.9
53 <|> 6440.4
-197 <|> -23938.9
-111.8 <|> -13585.6
65.9 <|> 8007.97
66.6 <|> 8093.03
44.7 <|> 5431.81
54 <|> 6561.92
-33.2 <|> -4034.37
-131.8 <|> -16015.9
-79.9 <|> -9709.21
87.5 <|> 10632.7
163 <|> 19807.3
19.1 <|> 2320.98
-126.9 <|> -15420.5
-52.1 <|> -6331.04
31.3 <|> 3803.48
-45.5 <|> -5529.02
-10.8 <|> -1312.38
178.1 <|> 21642.2
104.8 <|> 12735
-210.2 <|> -25542.9
-219.1 <|> -26624.4
110.9 <|> 13476.2
247.1 <|> 30026.9
31 <|> 3767.03
-185.3 <|> -22517.1
-130.9 <|> -15906.6
97.8 <|> 11884.4
187.7 <|> 22808.7
-9 <|> -1093.65
-232.4 <|> -28240.6
-124.6 <|> -15141
222.5 <|> 27037.5
307.7 <|> 37390.8
-53.8 <|> -6537.62
-402.5 <|> -48910.6
-275.6 <|> -33490.1
208.8 <|> 25372.8
555.2 <|> 67466.3
292.3 <|> 35519.4
-517.2 <|> -62848.6
-834.7 <|> -101430
126.5 <|> 15371.9
1083.5 <|> 131664
353.1 <|> 42907.7
-947.5 <|> -115137
-625.1 <|> -75960.3
615.9 <|> 74842.3
643.4 <|> 78184.1
-306.8 <|> -37281.4
-582.8 <|> -70820.1
35.5 <|> 4313.85
549.3 <|> 66749.3
300.6 <|> 36528
-432.6 <|> -52568.3
-649.7 <|> -78949.6
121.9 <|> 14812.9
784.6 <|> 95342.3
240.1 <|> 29176.2
-619.4 <|> -75267.6
-407.5 <|> -49518.2
359.8 <|> 43721.8
381.3 <|> 46334.4
-185.2 <|> -22505
-358.4 <|> -43551.7
-6.2 <|> -753.406
340.3 <|> 41352.2
321.6 <|> 39079.9
-107.1 <|> -13014.5
-542.8 <|> -65959.4
-336.2 <|> -40854
375.5 <|> 45629.6
607.6 <|> 73833.7
58 <|> 7047.99
-438.9 <|> -53333.8
-308.1 <|> -37439.4
70.9 <|> 8615.56
184 <|> 22359.1
63.8 <|> 7752.79
29.1 <|> 3536.15
104.6 <|> 12710.7
-10.1 <|> -1227.32
-280.2 <|> -34049.1
-195.3 <|> -23732.3
243.4 <|> 29577.2
318.9 <|> 38751.8
-86.1 <|> -10462.6
-241.2 <|> -29309.9
9.7 <|> 1178.72
79.3 <|> 9636.3
-71.3 <|> -8664.16
-2.4 <|> -291.641
163.9 <|> 19916.6
54.9 <|> 6671.28
-162.5 <|> -19746.5
-148.5 <|> -18045.3
42.3 <|> 5140.17
163.4 <|> 19855.9
108.2 <|> 13148.1
-56.8 <|> -6902.17
-163.7 <|> -19892.3
-98.6 <|> -11981.6
70.7 <|> 8591.25
181 <|> 21994.6
98.4 <|> 11957.3
-127.1 <|> -15444.8
-203.1 <|> -24680.1
-7.1 <|> -862.771
164.5 <|> 19989.6
91.9 <|> 11167.4
-36.8 <|> -4471.83
-60.2 <|> -7315.33
-53 <|> -6440.4
-28.6 <|> -3475.39
40.5 <|> 4921.44
68.4 <|> 8311.76
24.9 <|> 3025.77
-32.1 <|> -3900.7
-61.9 <|> -7521.9
-19.5 <|> -2369.58
57.8 <|> 7023.68
40.9 <|> 4970.05
-56 <|> -6804.95
-63.8 <|> -7752.79
68 <|> 8263.16
127.6 <|> 15505.6
-44.1 <|> -5358.9
-191.8 <|> -23307
-43.6 <|> -5298.14
167.1 <|> 20305.5
130.8 <|> 15894.4
-42.8 <|> -5200.93
-127.3 <|> -15469.1
-73.8 <|> -8967.96
42.1 <|> 5115.87
76.8 <|> 9332.51
8 <|> 972.136
-2 <|> -243.034
53.1 <|> 6452.55
-11.4 <|> -1385.29
-153.5 <|> -18652.9
-102.8 <|> -12492
147.5 <|> 17923.8
243.4 <|> 29577.2
7.9 <|> 959.985
-252.5 <|> -30683
-197.1 <|> -23951
92.5 <|> 11240.3
256.6 <|> 31181.3
107.3 <|> 13038.8
-143.9 <|> -17486.3
-181.8 <|> -22091.8
-26.3 <|> -3195.9
86.9 <|> 10559.8
100.1 <|> 12163.9
71.2 <|> 8652.01
-26.7 <|> -3244.5
-154.3 <|> -18750.1
-110.5 <|> -13427.6
114.2 <|> 13877.2
190 <|> 23088.2
-8.8 <|> -1069.35
-161.4 <|> -19612.8
-75.8 <|> -9210.99
64.5 <|> 7837.85
91.9 <|> 11167.4
24.9 <|> 3025.77
-54.5 <|> -6622.68
-56.3 <|> -6841.41
19.2 <|> 2333.13
27 <|> 3280.96
-39.1 <|> -4751.32
11.7 <|> 1421.75
114.2 <|> 13877.2
11.9 <|> 1446.05
-176 <|> -21387
-113.7 <|> -13816.5
135.1 <|> 16417
208.2 <|> 25299.8
11.8 <|> 1433.9
-186.2 <|> -22626.5
-148.2 <|> -18008.8
42.5 <|> 5164.47
143 <|> 17376.9
93.9 <|> 11410.4
-0.2 <|> -24.3034
-88.1 <|> -10705.7
-129.2 <|> -15700
-46.6 <|> -5662.69
106.4 <|> 12929.4
151.8 <|> 18446.3
39.5 <|> 4799.92
-102.8 <|> -12492
-140.3 <|> -17048.8
-51 <|> -6197.37
78.4 <|> 9526.94
144.2 <|> 17522.8
77.9 <|> 9466.18
-87.8 <|> -10669.2
-160 <|> -19442.7
-34.6 <|> -4204.49
101.7 <|> 12358.3
74.6 <|> 9065.17
-13.2 <|> -1604.02
-1.2 <|> -145.82
28.8 <|> 3499.69
-60.5 <|> -7351.78
-121.7 <|> -14788.6
8.5 <|> 1032.89
134.9 <|> 16392.6
69.7 <|> 8469.74
-26.6 <|> -3232.35
-20.1 <|> -2442.49
-46 <|> -5589.78
-121.2 <|> -14727.9
-35 <|> -4253.1
153.7 <|> 18677.2
142.4 <|> 17304
-28 <|> -3402.48
-87.5 <|> -10632.7
-57.2 <|> -6950.77
-74.8 <|> -9089.47
-42.4 <|> -5152.32
120.2 <|> 14606.3
193.1 <|> 23464.9
14.7 <|> 1786.3
-186.7 <|> -22687.2
-155.7 <|> -18920.2
27.7 <|> 3366.02
142 <|> 17255.4
104 <|> 12637.8
-10.8 <|> -1312.38
-99 <|> -12030.2
-96.5 <|> -11726.4
3.9 <|> 473.916
101.1 <|> 12285.4
74.5 <|> 9053.02
-36.9 <|> -4483.98
-76.7 <|> -9320.36
-18.4 <|> -2235.91
20.9 <|> 2539.71
16.9 <|> 2053.64
28.3 <|> 3438.93
22.6 <|> 2746.28
-31 <|> -3767.03
-49.2 <|> -5978.64
4.3 <|> 522.523
39.3 <|> 4775.62
11 <|> 1336.69
-13.2 <|> -1604.02
4.3 <|> 522.523
1.7 <|> 206.579
-41.1 <|> -4994.35
-22 <|> -2673.37
74.7 <|> 9077.32
67.3 <|> 8178.1
-76.8 <|> -9332.51
-108.9 <|> -13233.2
39.7 <|> 4824.23
115.2 <|> 13998.8
3.4 <|> 413.158
-87.5 <|> -10632.7
-15.3 <|> -1859.21
59.3 <|> 7205.96
5.1 <|> 619.737
-54.8 <|> -6659.13
-15.5 <|> -1883.51
54.2 <|> 6586.22
56 <|> 6804.95
-23.5 <|> -2855.65
-88.2 <|> -10717.8
-35.7 <|> -4338.16
70.9 <|> 8615.56
83.1 <|> 10098.1
-12.7 <|> -1543.27
-78.3 <|> -9514.78
-40.5 <|> -4921.44
23.1 <|> 2807.04
49.4 <|> 6002.94
38 <|> 4617.65
-18.2 <|> -2211.61
-60 <|> -7291.02
-16.5 <|> -2005.03
39 <|> 4739.16
22.7 <|> 2758.44
-15.9 <|> -1932.12
-8.8 <|> -1069.35
23.4 <|> 2843.5
10.6 <|> 1288.08
-37 <|> -4496.13
-44.8 <|> -5443.96
6.1 <|> 741.254
74.9 <|> 9101.63
70.4 <|> 8554.8
-50.7 <|> -6160.91
-129.6 <|> -15748.6
-27 <|> -3280.96
112.7 <|> 13695
95.6 <|> 11617
-32.2 <|> -3912.85
-98.4 <|> -11957.3
-40.3 <|> -4897.14
39.1 <|> 4751.32
49.3 <|> 5990.79
22.2 <|> 2697.68
-7.4 <|> -899.226
-33.9 <|> -4119.43
-30 <|> -3645.51
6.5 <|> 789.861
24.5 <|> 2977.17
7.7 <|> 935.681
2.6 <|> 315.944
14.1 <|> 1713.39
-4.4 <|> -534.675
-35.6 <|> -4326.01
-23.3 <|> -2831.35
15.6 <|> 1895.67
31.3 <|> 3803.48
26.7 <|> 3244.5
7.7 <|> 935.681
-38.4 <|> -4666.25
-55.8 <|> -6780.65
3.2 <|> 388.854
63.1 <|> 7667.72
40 <|> 4860.68
-32.7 <|> -3973.61
-52.7 <|> -6403.95
3.1 <|> 376.703
36.9 <|> 4483.98
3.3 <|> 401.006
-19.3 <|> -2345.28
6.6 <|> 802.012
18.8 <|> 2284.52
-14.6 <|> -1774.15
-36.5 <|> -4435.37
0.5 <|> 60.7585
49.5 <|> 6015.09
36.4 <|> 4423.22
-28.5 <|> -3463.24
-65.4 <|> -7947.21
-22.3 <|> -2709.83
57.1 <|> 6938.62
60 <|> 7291.02
-26.3 <|> -3195.9
-60.5 <|> -7351.78
10.5 <|> 1275.93
48.4 <|> 5881.42
-7.5 <|> -911.378
-44.7 <|> -5431.81
-10.9 <|> -1324.54
28.3 <|> 3438.93
38.3 <|> 4654.1
16.7 <|> 2029.33
-30.7 <|> -3730.57
-58.1 <|> -7060.14
-24.6 <|> -2989.32
52.9 <|> 6428.25
77.5 <|> 9417.57
-6.2 <|> -753.406
-76.6 <|> -9308.2
-39 <|> -4739.16
26.3 <|> 3195.9
49.9 <|> 6063.7
30.7 <|> 3730.57
-22.8 <|> -2770.59
-62.4 <|> -7582.66
-28.2 <|> -3426.78
59.4 <|> 7218.11
73.8 <|> 8967.96
-24.2 <|> -2940.71
-84.8 <|> -10304.6
-22.1 <|> -2685.53
55.4 <|> 6732.04
45.2 <|> 5492.57
-15.1 <|> -1834.91
-34.6 <|> -4204.49
-5.9 <|> -716.95
12.4 <|> 1506.81
4.2 <|> 510.372
1.1 <|> 133.669
3.1 <|> 376.703
-7.8 <|> -947.833
-7.1 <|> -862.771
11.5 <|> 1397.45
8.2 <|> 996.44
-8.5 <|> -1032.89
-6.7 <|> -814.164
-2.2 <|> -267.337
2.1 <|> 255.186
13.9 <|> 1689.09
6.7 <|> 814.164
-20.2 <|> -2454.64
-23.5 <|> -2855.65
10.1 <|> 1227.32
40.1 <|> 4872.83
23.5 <|> 2855.65
-28.6 <|> -3475.39
-57.9 <|> -7035.84
-21.1 <|> -2564.01
50.3 <|> 6112.31
67.4 <|> 8190.25
8.6 <|> 1045.05
-57.3 <|> -6962.93
-66.3 <|> -8056.58
-1.1 <|> -133.669
66.5 <|> 8080.88
46 <|> 5589.78
-20.7 <|> -2515.4
-44 <|> -5346.75
-18.4 <|> -2235.91
14.1 <|> 1713.39
26.4 <|> 3208.05
20.1 <|> 2442.49
-18.6 <|> -2260.22
-52.7 <|> -6403.95
-2.6 <|> -315.944
69.7 <|> 8469.74
44 <|> 5346.75
-43.8 <|> -5322.45
-75.3 <|> -9150.23
-21.4 <|> -2600.46
44.7 <|> 5431.81
68.3 <|> 8299.61
38.7 <|> 4702.71
-42 <|> -5103.72
-96.5 <|> -11726.4
-35 <|> -4253.1
75.9 <|> 9223.14
86.4 <|> 10499.1
-9.7 <|> -1178.72
-74.8 <|> -9089.47
-41.5 <|> -5042.96
22 <|> 2673.37
52.1 <|> 6331.04
31.7 <|> 3852.09
-24 <|> -2916.41
-54.1 <|> -6574.07
-29.1 <|> -3536.15
25 <|> 3037.93
61.8 <|> 7509.75
34.1 <|> 4143.73
-30.5 <|> -3706.27
-59.4 <|> -7218.11
-38.1 <|> -4629.8
10.8 <|> 1312.38
55.9 <|> 6792.8
60.7 <|> 7376.08
9.4 <|> 1142.26
-66.3 <|> -8056.58
-86.2 <|> -10474.8
-8.7 <|> -1057.2
83.5 <|> 10146.7
80.2 <|> 9745.67
-4.9 <|> -595.433
-73.3 <|> -8907.2
-63.8 <|> -7752.79
7.4 <|> 899.226
63.5 <|> 7716.33
41.5 <|> 5042.96
-17 <|> -2065.79
-37.5 <|> -4556.89
-16.2 <|> -1968.58
6.1 <|> 741.254
9.5 <|> 1154.41
13.3 <|> 1616.18
18.2 <|> 2211.61
-7.8 <|> -947.833
-37.1 <|> -4508.28
-13.4 <|> -1628.33
33.5 <|> 4070.82
29.8 <|> 3621.21
-16.6 <|> -2017.18
-30.4 <|> -3694.12
2.9 <|> 352.399
24.2 <|> 2940.71
2 <|> 243.034
-26.5 <|> -3220.2
-8.8 <|> -1069.35
28.8 <|> 3499.69
21.8 <|> 2649.07
-12.5 <|> -1518.96
-29.3 <|> -3560.45
-16.9 <|> -2053.64
21.5 <|> 2612.62
30.6 <|> 3718.42
-5.9 <|> -716.95
-23 <|> -2794.89
-6.7 <|> -814.164
17.2 <|> 2090.09
16.9 <|> 2053.64
-20.6 <|> -2503.25
-28.8 <|> -3499.69
12.8 <|> 1555.42
34.9 <|> 4240.94
13.5 <|> 1640.48
-25.3 <|> -3074.38
-35.5 <|> -4313.85
2.3 <|> 279.489
32.5 <|> 3949.3
19.9 <|> 2418.19
-15.2 <|> -1847.06
-32 <|> -3888.54
-0.1 <|> -12.1517
36.9 <|> 4483.98
11.7 <|> 1421.75
-38.1 <|> -4629.8
-27.4 <|> -3329.57
27 <|> 3280.96
39.9 <|> 4848.53
2.4 <|> 291.641
-28.5 <|> -3463.24
-31.1 <|> -3779.18
-12.5 <|> -1518.96
22.5 <|> 2734.13
49 <|> 5954.33
25.5 <|> 3098.68
-40.6 <|> -4933.59
-68.8 <|> -8360.37
-11.2 <|> -1360.99
61.2 <|> 7436.84
58.7 <|> 7133.05
-9.2 <|> -1117.96
-54.3 <|> -6598.37
-34.1 <|> -4143.73
4 <|> 486.068
25.4 <|> 3086.53
28.6 <|> 3475.39
14.9 <|> 1810.6
-2.8 <|> -340.248
-26.8 <|> -3256.66
-38.3 <|> -4654.1
-10.8 <|> -1312.38
27.3 <|> 3317.41
45.6 <|> 5541.18
25.2 <|> 3062.23
-28.3 <|> -3438.93
-47.5 <|> -5772.06
-18.9 <|> -2296.67
12.4 <|> 1506.81
34 <|> 4131.58
26.5 <|> 3220.2
-4.7 <|> -571.13
-19.1 <|> -2320.98
-23.3 <|> -2831.35
-18 <|> -2187.31
14.5 <|> 1762
33.9 <|> 4119.43
14.7 <|> 1786.3
-14.6 <|> -1774.15
-28.9 <|> -3511.84
-10.1 <|> -1227.32
19.1 <|> 2320.98
11.4 <|> 1385.29
-4.5 <|> -546.827
2.2 <|> 267.337
6 <|> 729.102
-6.9 <|> -838.467
-19.6 <|> -2381.73
-8.7 <|> -1057.2
20.5 <|> 2491.1
27.7 <|> 3366.02
1.3 <|> 157.972
-27.3 <|> -3317.41
-26.6 <|> -3232.35
5 <|> 607.585
26.5 <|> 3220.2
15.1 <|> 1834.91
-4.3 <|> -522.523
-10.6 <|> -1288.08
-11.5 <|> -1397.45
-14.2 <|> -1725.54
-2 <|> -243.034
29.1 <|> 3536.15
37.2 <|> 4520.43
-9.1 <|> -1105.8
-60.3 <|> -7327.48
-38.3 <|> -4654.1
38.5 <|> 4678.41
73.9 <|> 8980.11
21.5 <|> 2612.62
-60.6 <|> -7363.93
-72.9 <|> -8858.59
1 <|> 121.517
74 <|> 8992.26
59.5 <|> 7230.26
-28.6 <|> -3475.39
-77.3 <|> -9393.27
-28.5 <|> -3463.24
46.4 <|> 5638.39
64.5 <|> 7837.85
5.2 <|> 631.889
-62.4 <|> -7582.66
-46.5 <|> -5650.54
24.4 <|> 2965.02
58 <|> 7047.99
25.3 <|> 3074.38
-37 <|> -4496.13
-51.4 <|> -6245.98
-0.2 <|> -24.3034
37.6 <|> 4569.04
21.5 <|> 2612.62
-6.6 <|> -802.012
-13.2 <|> -1604.02
-4.8 <|> -583.282
-2.9 <|> -352.399
-12.8 <|> -1555.42
-4 <|> -486.068
26.9 <|> 3268.81
31.6 <|> 3839.94
-7 <|> -850.619
-49.5 <|> -6015.09
-35.4 <|> -4301.7
34.9 <|> 4240.94
59.3 <|> 7205.96
3.6 <|> 437.461
-44.5 <|> -5407.51
-36.6 <|> -4447.52
6.6 <|> 802.012
39.5 <|> 4799.92
