1545.5175.7 <|> 17578.8
21.1 <|> 2564.01
-17.5 <|> -2126.55
-22.5 <|> -2734.13
-5.4 <|> -656.192
9.2 <|> 1117.96
10.9 <|> 1324.54
-2 <|> -243.034
0.2 <|> 24.3034
7.8 <|> 947.833
-12.4 <|> -1506.81
-19.8 <|> -2406.04
8 <|> 972.136
28 <|> 3402.48
11 <|> 1336.69
-24.2 <|> -2940.71
-26.7 <|> -3244.5
4.7 <|> 571.13
23.3 <|> 2831.35
20.9 <|> 2539.71
-3.1 <|> -376.703
-35.5 <|> -4313.85
-19.8 <|> -2406.04
26.9 <|> 3268.81
32.9 <|> 3997.91
-1.4 <|> -170.124
-31.1 <|> -3779.18
-23.2 <|> -2819.2
15.3 <|> 1859.21
29.1 <|> 3536.15
6 <|> 729.102
-13.5 <|> -1640.48
-20.2 <|> -2454.64
-9.8 <|> -1190.87
18 <|> 2187.31
23.4 <|> 2843.5
-2.3 <|> -279.489
-20.5 <|> -2491.1
-13.7 <|> -1664.78
9.4 <|> 1142.26
14.3 <|> 1737.69
0 <|> 0
-2.6 <|> -315.944
-2.7 <|> -328.096
-7 <|> -850.619
-1.5 <|> -182.276
6.4 <|> 777.709
7.2 <|> 874.923
-2.9 <|> -352.399
-11.7 <|> -1421.75
0.5 <|> 60.7585
15.5 <|> 1883.51
4.2 <|> 510.372
-17.3 <|> -2102.24
-13.5 <|> -1640.48
13 <|> 1579.72
20.8 <|> 2527.55
-1.8 <|> -218.731
-22 <|> -2673.37
-12.6 <|> -1531.11
14.9 <|> 1810.6
22.3 <|> 2709.83
-0.9 <|> -109.365
-22.3 <|> -2709.83
-11.1 <|> -1348.84
9.9 <|> 1203.02
10.8 <|> 1312.38
3.7 <|> 449.613
1.5 <|> 182.276
-4 <|> -486.068
-12.8 <|> -1555.42
-8.3 <|> -1008.59
10 <|> 1215.17
17.2 <|> 2090.09
4.3 <|> 522.523
-12.2 <|> -1482.51
-13.5 <|> -1640.48
-1.9 <|> -230.882
5.3 <|> 644.04
11.5 <|> 1397.45
12.7 <|> 1543.27
-6.9 <|> -838.467
-21.2 <|> -2576.16
-9.1 <|> -1105.8
10.3 <|> 1251.63
17.8 <|> 2163
6.3 <|> 765.557
-8.5 <|> -1032.89
-11 <|> -1336.69
-6.4 <|> -777.709
229.2 <|> 27851.7
156.2 <|> 18981
-199.5 <|> -24242.6
-216.4 <|> -26296.3
107.7 <|> 13087.4
222.3 <|> 27013.2
-24.2 <|> -2940.71
-167.5 <|> -20354.1
14.8 <|> 1798.45
121.8 <|> 14800.8
-71.7 <|> -8712.77
-148.9 <|> -18093.9
113.8 <|> 13828.6
225.7 <|> 27426.4
-71.6 <|> -8700.62
-246.6 <|> -29966.1
-14.3 <|> -1737.69
143.1 <|> 17389.1
18 <|> 2187.31
3.4 <|> 413.158
112.8 <|> 13707.1
-23.9 <|> -2904.26
-252.9 <|> -30731.7
-130 <|> -15797.2
221.1 <|> 26867.4
285.8 <|> 34729.6
-5.4 <|> -656.192
-228.4 <|> -27754.5
-198.8 <|> -24157.6
-48 <|> -5832.82
191.5 <|> 23270.5
318.2 <|> 38666.7
12 <|> 1458.2
-367.9 <|> -44706.1
-200.7 <|> -24388.5
213.3 <|> 25919.6
191.5 <|> 23270.5
-69.8 <|> -8481.89
-25.7 <|> -3122.99
104.7 <|> 12722.8
-81.8 <|> -9940.09
-255.1 <|> -30999
-12.8 <|> -1555.42
303.3 <|> 36856.1
211.4 <|> 25688.7
-138.2 <|> -16793.7
-292.7 <|> -35568
-113.5 <|> -13792.2
157.4 <|> 19126.8
239.1 <|> 29054.7
70.5 <|> 8566.95
-177.4 <|> -21557.1
-208.9 <|> -25384.9
53.1 <|> 6452.55
211.8 <|> 25737.3
-1.4 <|> -170.124
-172.9 <|> -21010.3
19 <|> 2308.82
169.7 <|> 20718
-12.8 <|> -1562.7
-175.7 <|> -21450.5
-59.5 <|> -7264.1
126.8 <|> 15480.5
140.7 <|> 17177.5
-15 <|> -1831.29
-149.2 <|> -18215.2
-103 <|> -12574.8
54.7 <|> 6678.09
146.7 <|> 17910
91.7 <|> 11195.3
-65.2 <|> -7959.99
-172.6 <|> -21072
-99.9 <|> -12196.4
89.5 <|> 10926.7
206.1 <|> 25161.9
108.7 <|> 13270.7
-133.7 <|> -16322.9
-235.5 <|> -28751.2
-65.5 <|> -7996.62
163 <|> 19900
202.8 <|> 24759
26.5 <|> 3235.27
-169.9 <|> -20742.4
-142.8 <|> -17433.8
57.4 <|> 7007.72
109.9 <|> 13417.2
-22.2 <|> -2710.3
-24 <|> -2930.06
93 <|> 11354
8.2 <|> 1001.1
-165.4 <|> -20193
-73 <|> -8912.26
139.5 <|> 17031
133 <|> 16237.4
-20.8 <|> -2539.38
-108.6 <|> -13258.5
-107.7 <|> -13148.6
-8.8 <|> -1074.35
156.6 <|> 19118.6
152.7 <|> 18642.5
-85.4 <|> -10426.1
-226.1 <|> -27603.6
-70.4 <|> -8594.84
165 <|> 20144.1
212.5 <|> 25943.2
5.2 <|> 634.846
-248 <|> -30277.3
-180.1 <|> -21987.6
161.3 <|> 19692.4
250.9 <|> 30631.3
-21.1 <|> -2576.01
-197.3 <|> -24087.5
-83.4 <|> -10182
88.7 <|> 10829
126.1 <|> 15395
5 <|> 610.429
-150.8 <|> -18410.5
-92.8 <|> -11329.6
170.8 <|> 20852.2
207.3 <|> 25308.4
-107.8 <|> -13160.8
-280.2 <|> -34208.4
-88.4 <|> -10792.4
138.6 <|> 16921.1
267.1 <|> 32609.1
272.1 <|> 33219.5
-153 <|> -18679.1
-705.2 <|> -86094.9
-320.6 <|> -39140.7
783.4 <|> 95642
834.7 <|> 101905
-426.3 <|> -52045.2
-985.2 <|> -120279
-19.7 <|> -2405.09
737.1 <|> 89989.4
192.1 <|> 23452.7
-421.5 <|> -51459.1
-134.1 <|> -16371.7
269.5 <|> 32902.1
133 <|> 16237.4
-158.1 <|> -19301.8
-255.4 <|> -31180.7
-85.7 <|> -10462.7
290.5 <|> 35465.9
347.1 <|> 42376
-142.3 <|> -17372.8
-404.3 <|> -49359.3
-6.9 <|> -842.392
294.6 <|> 35966.5
2 <|> 244.171
-262.7 <|> -32071.9
31.2 <|> 3809.08
370.1 <|> 45183.9
103.2 <|> 12599.2
-384.7 <|> -46966.4
-327.9 <|> -40031.9
128.7 <|> 15712.4
343.8 <|> 41973.1
209.9 <|> 25625.8
-45.1 <|> -5506.07
-276.8 <|> -33793.3
-278.5 <|> -34000.9
14.2 <|> 1733.62
273.9 <|> 33439.3
235.4 <|> 28739
29.6 <|> 3613.74
-150.9 <|> -18422.7
-255.9 <|> -31241.7
-175.2 <|> -21389.4
143.7 <|> 17543.7
361.6 <|> 44146.2
157 <|> 19167.5
-204.4 <|> -24954.3
-297 <|> -36259.5
-103.6 <|> -12648.1
141.4 <|> 17262.9
236.9 <|> 28922.1
109.4 <|> 13356.2
-110.7 <|> -13514.9
-189.2 <|> -23098.6
-76.3 <|> -9315.14
68.5 <|> 8362.87
116.5 <|> 14223
56.5 <|> 6897.84
-26.3 <|> -3210.86
-33.1 <|> -4041.04
-27.3 <|> -3332.94
-72.3 <|> -8826.8
-40.9 <|> -4993.31
88.2 <|> 10768
130.1 <|> 15883.4
26.1 <|> 3186.44
-97.5 <|> -11903.4
-138.1 <|> -16860
-45.3 <|> -5530.48
126.6 <|> 15456.1
146.9 <|> 17934.4
-34.4 <|> -4199.75
-116.2 <|> -14186.4
-8.9 <|> -1086.56
26 <|> 3174.23
-43.3 <|> -5286.31
-2.4 <|> -293.006
108.8 <|> 13282.9
66.3 <|> 8094.28
-86.2 <|> -10523.8
-125.6 <|> -15334
-19.9 <|> -2429.51
95.5 <|> 11659.2
102.9 <|> 12562.6
1 <|> 122.086
-84.1 <|> -10267.4
-62.3 <|> -7605.94
17.9 <|> 2185.33
34.5 <|> 4211.96
-17 <|> -2075.46
11 <|> 1342.94
95.3 <|> 11634.8
27.4 <|> 3345.15
-140.5 <|> -17153
-132.8 <|> -16213
66.4 <|> 8106.49
181.4 <|> 22146.4
66.3 <|> 8094.28
-106.4 <|> -12989.9
-126.6 <|> -15456.1
-15.2 <|> -1855.7
78.9 <|> 9632.57
71.7 <|> 8753.55
-10.9 <|> -1330.73
-54 <|> -6592.63
0.1 <|> 12.2086
38.8 <|> 4736.93
-22.5 <|> -2746.93
-69.5 <|> -8484.96
8.5 <|> 1037.73
104.5 <|> 12758
55.8 <|> 6812.38
-90.6 <|> -11061
-121.5 <|> -14833.4
30.2 <|> 3686.99
141.9 <|> 17324
32.6 <|> 3980
-115.2 <|> -14064.3
-72.6 <|> -8863.42
61.6 <|> 7520.48
80.6 <|> 9840.11
-1.8 <|> -219.754
-44.5 <|> -5432.82
-40.9 <|> -4993.31
-34.6 <|> -4224.17
28.4 <|> 3467.24
113.7 <|> 13881.1
48.5 <|> 5921.16
-128.4 <|> -15675.8
-137.1 <|> -16738
58.6 <|> 7154.22
153.4 <|> 18728
30.7 <|> 3748.03
-79.1 <|> -9656.98
-44.9 <|> -5481.65
-2 <|> -244.171
-32.8 <|> -4004.41
-10.7 <|> -1306.32
107.7 <|> 13148.6
111.7 <|> 13637
-77 <|> -9400.6
-190.8 <|> -23294
-50.5 <|> -6165.33
149.2 <|> 18215.2
162.6 <|> 19851.1
-1 <|> -122.086
-154.9 <|> -18911.1
-139.6 <|> -17043.2
28.4 <|> 3467.24
151.9 <|> 18544.8
99.9 <|> 12196.4
-31.4 <|> -3833.49
-103.5 <|> -12635.9
-88.8 <|> -10841.2
-16.9 <|> -2063.25
68.8 <|> 8399.5
115.3 <|> 14076.5
61 <|> 7447.23
-65.5 <|> -7996.62
-130.9 <|> -15981
-75.8 <|> -9254.1
43.4 <|> 5298.52
136 <|> 16603.7
96.7 <|> 11805.7
-50.2 <|> -6128.7
-128.7 <|> -15712.4
-62.7 <|> -7654.78
50.4 <|> 6153.12
87.7 <|> 10706.9
17.1 <|> 2087.67
-66.6 <|> -8130.91
-34.9 <|> -4260.79
76.2 <|> 9302.93
75.8 <|> 9254.1
-75.3 <|> -9193.06
-149.2 <|> -18215.2
1.5 <|> 183.129
158 <|> 19289.5
73.3 <|> 8948.88
-78.7 <|> -9608.15
-41.9 <|> -5115.39
32.6 <|> 3980
-45.7 <|> -5579.32
-93.8 <|> -11451.6
42.2 <|> 5152.02
155.2 <|> 18947.7
57.8 <|> 7056.56
-96.7 <|> -11805.7
-109.7 <|> -13392.8
-24.4 <|> -2978.89
42.8 <|> 5225.27
66.5 <|> 8118.7
44.9 <|> 5481.65
-11.7 <|> -1428.4
-53.5 <|> -6531.59
-40 <|> -4883.43
8.6 <|> 1049.94
32 <|> 3906.74
7.6 <|> 927.852
-8.2 <|> -1001.1
14.1 <|> 1721.41
18.7 <|> 2283
-22.4 <|> -2734.72
-48.7 <|> -5945.58
-7.8 <|> -952.269
56 <|> 6836.8
50.4 <|> 6153.12
-24.5 <|> -2991.1
-70.2 <|> -8570.42
-28.3 <|> -3455.03
48.8 <|> 5957.78
68.5 <|> 8362.87
6.8 <|> 830.183
-67.5 <|> -8240.79
-68.9 <|> -8411.71
18.4 <|> 2246.38
97.1 <|> 11854.5
57.6 <|> 7032.14
-67.6 <|> -8253
-119.6 <|> -14601.5
-11.2 <|> -1367.36
127.7 <|> 15590.3
99.1 <|> 12098.7
-66.4 <|> -8106.49
-142.8 <|> -17433.8
-28.2 <|> -3442.82
110.2 <|> 13453.8
91 <|> 11109.8
-21.8 <|> -2661.47
-83.3 <|> -10169.7
-61.4 <|> -7496.06
21.1 <|> 2576.01
84.8 <|> 10352.9
42.3 <|> 5164.23
-50.8 <|> -6201.96
-63.2 <|> -7715.82
8.7 <|> 1062.15
40.9 <|> 4993.31
4 <|> 488.343
-9.3 <|> -1135.4
1.8 <|> 219.754
-6 <|> -732.514
-0.2 <|> -24.4171
13.4 <|> 1635.95
-7.3 <|> -891.226
-32.6 <|> -3980
-2.7 <|> -329.632
55.8 <|> 6812.38
33.8 <|> 4126.5
-55.2 <|> -6739.13
-62.1 <|> -7581.52
24.4 <|> 2978.89
64 <|> 7813.49
9.1 <|> 1110.98
-43.9 <|> -5359.56
-24.9 <|> -3039.93
21.1 <|> 2576.01
28.8 <|> 3516.07
-9.3 <|> -1135.4
-31.9 <|> -3894.54
7.1 <|> 866.809
32.9 <|> 4016.62
-3.4 <|> -415.092
-28.2 <|> -3442.82
-11.5 <|> -1403.99
12 <|> 1465.03
29 <|> 3540.49
21.4 <|> 2612.63
-26.3 <|> -3210.86
-59.8 <|> -7300.73
-8.5 <|> -1037.73
66 <|> 8057.66
47.1 <|> 5750.24
-25.2 <|> -3076.56
-43.7 <|> -5335.15
-19.3 <|> -2356.25
-5.8 <|> -708.097
11.3 <|> 1379.57
47.7 <|> 5823.49
45.2 <|> 5518.28
-35.1 <|> -4285.21
-90.7 <|> -11073.2
-16 <|> -1953.37
84.3 <|> 10291.8
50.6 <|> 6177.54
-51.7 <|> -6311.83
-51.2 <|> -6250.79
30.2 <|> 3686.99
41.6 <|> 5078.77
-22.7 <|> -2771.35
-37.5 <|> -4578.22
7.6 <|> 927.852
22.3 <|> 2722.51
13.5 <|> 1648.16
18.4 <|> 2246.38
-12.6 <|> -1538.28
-68.5 <|> -8362.87
-29.8 <|> -3638.16
85.4 <|> 10426.1
89.2 <|> 10890
-43.3 <|> -5286.31
-103.1 <|> -12587
-24.8 <|> -3027.73
41.5 <|> 5066.56
38.6 <|> 4712.51
34.3 <|> 4187.54
31.1 <|> 3796.87
-31.1 <|> -3796.87
-105.4 <|> -12867.8
-57.4 <|> -7007.72
88.4 <|> 10792.4
126.2 <|> 15407.2
7.4 <|> 903.434
-87.3 <|> -10658.1
-77.6 <|> -9473.85
-22.4 <|> -2734.72
56.9 <|> 6946.68
90.3 <|> 11024.3
17.3 <|> 2112.08
-71.2 <|> -8692.5
-69.7 <|> -8509.38
13.6 <|> 1660.37
69.7 <|> 8509.38
27.5 <|> 3357.36
-36.7 <|> -4480.55
-44.3 <|> -5408.4
-1.9 <|> -231.963
40.8 <|> 4981.1
31.7 <|> 3870.12
-16.4 <|> -2002.21
-46.2 <|> -5640.36
-17.3 <|> -2112.08
40.5 <|> 4944.47
36.5 <|> 4456.13
-24 <|> -2930.06
-40.2 <|> -4907.85
10.4 <|> 1269.69
43.5 <|> 5310.73
1.7 <|> 207.546
-44.2 <|> -5396.19
-23.3 <|> -2844.6
19.3 <|> 2356.25
41.9 <|> 5115.39
29.4 <|> 3589.32
-28.7 <|> -3503.86
-65.3 <|> -7972.2
-14.6 <|> -1782.45
59.2 <|> 7227.48
47.8 <|> 5835.7
-24.9 <|> -3039.93
-43 <|> -5249.69
-4.6 <|> -561.594
13.2 <|> 1611.53
11.6 <|> 1416.19
9.5 <|> 1159.81
0.1 <|> 12.2086
-8.3 <|> -1013.31
-13.8 <|> -1684.78
-10.8 <|> -1318.53
10.6 <|> 1294.11
21.5 <|> 2624.84
6.6 <|> 805.766
-5.4 <|> -659.263
-11 <|> -1342.94
-21.1 <|> -2576.01
-16.6 <|> -2026.62
23.2 <|> 2832.39
53.5 <|> 6531.59
11.4 <|> 1391.78
-57.9 <|> -7068.76
-55.2 <|> -6739.13
20.2 <|> 2466.13
72.5 <|> 8851.22
26.3 <|> 3210.86
-52.9 <|> -6458.34
-49.3 <|> -6018.83
13.5 <|> 1648.16
44.5 <|> 5432.82
21.5 <|> 2624.84
-18.6 <|> -2270.79
-32 <|> -3906.74
-18.9 <|> -2307.42
8.9 <|> 1086.56
39.8 <|> 4859.01
31.1 <|> 3796.87
-20.9 <|> -2551.59
-50.6 <|> -6177.54
-23.2 <|> -2832.39
31.6 <|> 3857.91
48 <|> 5860.12
3.7 <|> 451.717
-40.2 <|> -4907.85
-29.3 <|> -3577.11
18.5 <|> 2258.59
45.4 <|> 5542.69
8.6 <|> 1049.94
-45 <|> -5493.86
-41 <|> -5005.52
10.1 <|> 1233.07
53 <|> 6470.54
40 <|> 4883.43
-22.4 <|> -2734.72
-49.4 <|> -6031.04
-12.5 <|> -1526.07
11 <|> 1342.94
-2.5 <|> -305.214
6.1 <|> 744.723
45.9 <|> 5603.74
38.7 <|> 4724.72
-40.4 <|> -4932.26
-84.6 <|> -10328.5
-28 <|> -3418.4
55 <|> 6714.72
79 <|> 9644.77
25.4 <|> 3100.98
-50.7 <|> -6189.75
-65 <|> -7935.57
-19.5 <|> -2380.67
29.4 <|> 3589.32
53.2 <|> 6494.96
27.6 <|> 3369.57
-32.5 <|> -3967.79
-50.4 <|> -6153.12
-2.3 <|> -280.797
39.8 <|> 4859.01
19.9 <|> 2429.51
-25.2 <|> -3076.56
-25.5 <|> -3113.19
14.6 <|> 1782.45
27 <|> 3296.32
-1.9 <|> -231.963
-20.9 <|> -2551.59
-8.8 <|> -1074.35
8 <|> 976.686
8.2 <|> 1001.1
-3.9 <|> -476.134
-5 <|> -610.429
15.2 <|> 1855.7
16.5 <|> 2014.41
-21.6 <|> -2637.05
-40.8 <|> -4981.1
-1.3 <|> -158.711
51.6 <|> 6299.62
41.5 <|> 5066.56
-31.1 <|> -3796.87
-62 <|> -7569.32
-7.1 <|> -866.809
44.6 <|> 5445.02
34.9 <|> 4260.79
-10 <|> -1220.86
-39.6 <|> -4834.6
-14.5 <|> -1770.24
25.8 <|> 3149.81
23.9 <|> 2917.85
-2.6 <|> -317.423
-22.5 <|> -2746.93
-20.8 <|> -2539.38
7.3 <|> 891.226
29.8 <|> 3638.16
19.3 <|> 2356.25
-12.7 <|> -1550.49
-36.3 <|> -4431.71
-21.2 <|> -2588.22
22.1 <|> 2698.09
39.4 <|> 4810.18
10.4 <|> 1269.69
-22 <|> -2685.89
-22.5 <|> -2746.93
-9.9 <|> -1208.65
-2.9 <|> -354.049
17.5 <|> 2136.5
36.7 <|> 4480.55
9.7 <|> 1184.23
-38.9 <|> -4749.14
-44.9 <|> -5481.65
5.7 <|> 695.889
51.7 <|> 6311.83
31.4 <|> 3833.49
-24 <|> -2930.06
-41.7 <|> -5090.98
-14.7 <|> -1794.66
20.5 <|> 2502.76
32.9 <|> 4016.62
15.1 <|> 1843.49
-15.8 <|> -1928.95
-34.7 <|> -4236.38
-24 <|> -2930.06
14.9 <|> 1819.08
47.4 <|> 5786.86
31.4 <|> 3833.49
-26.1 <|> -3186.44
-57.5 <|> -7019.93
-25.2 <|> -3076.56
29.7 <|> 3625.95
53.2 <|> 6494.96
24.8 <|> 3027.73
-24.9 <|> -3039.93
-48.8 <|> -5957.78
-30.3 <|> -3699.2
18.5 <|> 2258.59
54.3 <|> 6629.26
30.3 <|> 3699.2
-25.7 <|> -3137.6
-50.5 <|> -6165.33
-21.9 <|> -2673.68
31 <|> 3784.66
44.4 <|> 5420.61
2.1 <|> 256.38
-32.9 <|> -4016.62
-24.3 <|> -2966.68
6.2 <|> 756.932
24.2 <|> 2954.47
13.9 <|> 1696.99
-3.8 <|> -463.926
-13.9 <|> -1696.99
-20.3 <|> -2478.34
-5.7 <|> -695.889
24.3 <|> 2966.68
27.7 <|> 3381.78
-4.7 <|> -573.803
-32.9 <|> -4016.62
-16.2 <|> -1977.79
18.4 <|> 2246.38
16.4 <|> 2002.21
1.3 <|> 158.711
-0.2 <|> -24.4171
-11.2 <|> -1367.36
-16.3 <|> -1990
8.6 <|> 1049.94
26.4 <|> 3223.06
-1.1 <|> -134.294
-33.7 <|> -4114.29
-9.2 <|> -1123.19
37 <|> 4517.17
23.9 <|> 2917.85
-26.5 <|> -3235.27
-39.2 <|> -4785.76
-0.2 <|> -24.4171
43.4 <|> 5298.52
26.7 <|> 3259.69
-30.7 <|> -3748.03
-36.9 <|> -4504.96
4.1 <|> 500.552
30.2 <|> 3686.99
23.1 <|> 2820.18
-15.2 <|> -1855.7
-34.2 <|> -4175.33
-1 <|> -122.086
24.4 <|> 2978.89
15.9 <|> 1941.16
-8.2 <|> -1001.1
-22.4 <|> -2734.72
-1.5 <|> -183.129
12.4 <|> 1513.86
-0.1 <|> -12.2086
3.5 <|> 427.3
11.8 <|> 1440.61
-0.4 <|> -48.8343
-21.6 <|> -2637.05
-28 <|> -3418.4
7.1 <|> 866.809
49.1 <|> 5994.41
33.4 <|> 4077.66
-30.6 <|> -3735.82
-61.1 <|> -7459.44
-19 <|> -2319.63
40.9 <|> 4993.31
50.3 <|> 6140.91
8.7 <|> 1062.15
-33 <|> -4028.83
-36.8 <|> -4492.76
-11.2 <|> -1367.36
22.5 <|> 2746.93
32 <|> 3906.74
4.6 <|> 561.594
-14.6 <|> -1782.45
-12 <|> -1465.03
-13.5 <|> -1648.16
-2 <|> -244.171
20.6 <|> 2514.97
18.2 <|> 2221.96
-3.3 <|> -402.883
-22 <|> -2685.89
-17.2 <|> -2099.87
10.3 <|> 1257.48
20.3 <|> 2478.34
7.8 <|> 952.269
-6.4 <|> -781.349
-14.9 <|> -1819.08
-8.8 <|> -1074.35
4.8 <|> 586.012
10.4 <|> 1269.69
9.1 <|> 1110.98
-1.7 <|> -207.546
-14.4 <|> -1758.03
-9 <|> -1098.77
9.7 <|> 1184.23
16.9 <|> 2063.25
-0.5 <|> -61.0429
-19.4 <|> -2368.46
-7.4 <|> -903.434
11.8 <|> 1440.61
5.8 <|> 708.097
1.8 <|> 219.754
7.3 <|> 891.226
-4.2 <|> -512.76
-20.2 <|> -2466.13
-12.3 <|> -1501.65
17.4 <|> 2124.29
31.5 <|> 3845.7
-0.6 <|> -73.2514
-33.2 <|> -4053.25
-14.9 <|> -1819.08
18.2 <|> 2221.96
18.1 <|> 2209.75
-0.9 <|> -109.877
-11.7 <|> -1428.4
-9.8 <|> -1196.44
2.5 <|> 305.214
13.2 <|> 1611.53
7.7 <|> 940.06
-7 <|> -854.6
-20.7 <|> -2527.17
-7.3 <|> -891.226
27.1 <|> 3308.52
22.6 <|> 2759.14
-16.1 <|> -1965.58
-31.5 <|> -3845.7
-8.1 <|> -988.895
25.4 <|> 3100.98
27.2 <|> 3320.73
-5.8 <|> -708.097
-26.3 <|> -3210.86
-13.2 <|> -1611.53
5.2 <|> 634.846
12.2 <|> 1489.45
14.9 <|> 1819.08
7.9 <|> 964.477
-11.8 <|> -1440.61
-23.2 <|> -2832.39
-14.9 <|> -1819.08
12.5 <|> 1526.07
34 <|> 4150.92
14.4 <|> 1758.03
-21.7 <|> -2649.26
-28.3 <|> -3455.03
-7.6 <|> -927.852
14.8 <|> 1806.87
20.5 <|> 2502.76
7.8 <|> 952.269
-7.5 <|> -915.643
-17.1 <|> -2087.67
-9 <|> -1098.77
11.3 <|> 1379.57
13.3 <|> 1623.74
-3.4 <|> -415.092
-13.5 <|> -1648.16
-3.5 <|> -427.3
15.7 <|> 1916.75
11.7 <|> 1428.4
-9.1 <|> -1110.98
-15.5 <|> -1892.33
-7.7 <|> -940.06
8.3 <|> 1013.31
17.7 <|> 2160.92
6.6 <|> 805.766
-8.4 <|> -1025.52
-14.3 <|> -1745.83
288.9 <|> 35270.6
142.3 <|> 17372.8
-88.5 <|> -10804.6
-33.9 <|> -4138.71
-23.6 <|> -2881.22
-121.1 <|> -14784.6
-1.6 <|> -195.337
171.3 <|> 20913.3
66 <|> 8057.66
-84.6 <|> -10328.5
-49.7 <|> -6067.66
-35.4 <|> -4321.84
-59.7 <|> -7288.52
73 <|> 8912.26
164.4 <|> 20070.9
-13.7 <|> -1672.57
-181 <|> -22097.5
-67.2 <|> -8204.16
122.3 <|> 14931.1
100.8 <|> 12306.2
-55.3 <|> -6751.34
-82.4 <|> -10059.9
15.3 <|> 1867.91
42.8 <|> 5225.27
10.9 <|> 1330.73
4.4 <|> 537.177
-29.7 <|> -3625.95
-52.1 <|> -6360.67
23.1 <|> 2820.18
70.6 <|> 8619.25
7.5 <|> 915.643
-28.1 <|> -3430.61
-13.7 <|> -1672.57
-53.2 <|> -6494.96
-38 <|> -4639.26
103.6 <|> 12648.1
100.9 <|> 12318.5
-93.3 <|> -11390.6
-99.7 <|> -12171.9
73.1 <|> 8924.47
41 <|> 5005.52
-104.4 <|> -12745.8
-22.3 <|> -2722.51
164 <|> 20022.1
109.2 <|> 13331.8
-152.2 <|> -18581.4
-244.2 <|> -29813.3
11.9 <|> 1452.82
297.1 <|> 36271.7
179.3 <|> 21890
-205.1 <|> -25039.8
-279.1 <|> -34074.1
43.8 <|> 5347.36
229 <|> 27957.6
46.7 <|> 5701.4
-112.4 <|> -13722.4
-15.6 <|> -1904.54
49.7 <|> 6067.66
-44.7 <|> -5457.23
-59.8 <|> -7335.03
20.7 <|> 2539.05
48.2 <|> 5912.18
70.3 <|> 8622.95
66.2 <|> 8120.05
-99.6 <|> -12216.9
-243.2 <|> -29830.8
-16.6 <|> -2036.15
350.2 <|> 42955.3
212.8 <|> 26101.9
-296.5 <|> -36368.5
-343.2 <|> -42096.7
124.7 <|> 15295.6
312.6 <|> 38343.3
33.8 <|> 4145.89
-155.6 <|> -19085.8
-85.6 <|> -10499.6
-9 <|> -1103.93
43.6 <|> 5347.95
82.2 <|> 10082.6
19 <|> 2330.53
-52.7 <|> -6464.15
-50.7 <|> -6218.83
-28.2 <|> -3458.99
47 <|> 5764.99
111.6 <|> 13688.8
-25.8 <|> -3164.61
-172.7 <|> -21183.3
-1 <|> -122.659
187.2 <|> 22961.8
18.9 <|> 2318.26
-133.2 <|> -16338.2
6 <|> 735.956
25.6 <|> 3140.08
-105.4 <|> -12928.3
55.7 <|> 6832.13
252.5 <|> 30971.5
-24.4 <|> -2992.89
-349.7 <|> -42894
-111.5 <|> -13676.5
306.2 <|> 37558.3
234.8 <|> 28800.4
-145.1 <|> -17797.9
-234.7 <|> -28788.2
-5.2 <|> -637.829
114.8 <|> 14081.3
31 <|> 3802.44
18.7 <|> 2293.73
65.5 <|> 8034.19
-67.5 <|> -8279.51
-190.1 <|> -23317.5
16 <|> 1962.55
238.9 <|> 29303.3
73.3 <|> 8990.93
-179.9 <|> -22066.4
-106.8 <|> -13100
73.1 <|> 8966.4
31.8 <|> 3900.57
-40.2 <|> -4930.91
84.6 <|> 10377
146.1 <|> 17920.5
-70.3 <|> -8622.95
-265.1 <|> -32517
-165.1 <|> -20251.1
125.1 <|> 15344.7
416.2 <|> 51050.8
365.9 <|> 44881.1
-290.1 <|> -35583.5
-851.4 <|> -104432
-320.6 <|> -39324.6
797.6 <|> 97833.1
953.5 <|> 116956
-142.5 <|> -17479
-1026.1 <|> -125861
-538.8 <|> -66088.9
529.5 <|> 64948.1
675.5 <|> 82856.4
-31.5 <|> -3863.77
-338 <|> -41458.9
-42.2 <|> -5176.23
28.6 <|> 3508.06
-166.6 <|> -20435.1
-16 <|> -1962.55
279.5 <|> 34283.3
134.5 <|> 16497.7
-166.5 <|> -20422.8
-118.1 <|> -14486.1
-2.7 <|> -331.18
-94.6 <|> -11603.6
-13.9 <|> -1704.97
316.7 <|> 38846.2
286.5 <|> 35141.9
-277.7 <|> -34062.5
-590.7 <|> -72454.9
-77.5 <|> -9506.1
591.8 <|> 72589.8
438.8 <|> 53822.9
-263.2 <|> -32283.9
-461.6 <|> -56619.6
-39.7 <|> -4869.58
212.1 <|> 26016.1
40.7 <|> 4992.24
-65 <|> -7972.86
102 <|> 12511.3
171.5 <|> 21036.1
-75 <|> -9199.45
-282.9 <|> -34700.3
-130.9 <|> -16056.1
147.9 <|> 18141.3
244.9 <|> 30039.3
142.8 <|> 17515.8
-113.3 <|> -13897.3
-310.2 <|> -38048.9
-126.5 <|> -15516.4
239.7 <|> 29401.5
248.5 <|> 30480.9
-51.7 <|> -6341.49
-188.3 <|> -23096.8
-88.3 <|> -10830.8
40 <|> 4906.38
116.9 <|> 14338.9
80.7 <|> 9898.61
-61.4 <|> -7531.29
-120.9 <|> -14829.5
-22.4 <|> -2747.57
