,IDHM,IDHM Educação,IDHM Renda,IDHM Longevidade,municipio,codigo
4362,0.714,0.636,0.677,0.845,Campo Alegre,420330
4363,0.641,0.528,0.648,0.768,Campo Belo Do Sul,420340
4364,0.69,0.595,0.702,0.787,Campo Erê,420350
4365,0.742,0.658,0.721,0.861,Campos Novos,420360
4366,0.697,0.542,0.723,0.865,Canelinha,420370
4367,0.757,0.692,0.717,0.874,Canoinhas,420380
4368,0.752,0.659,0.742,0.869,Capinzal,420390
4369,0.767,0.716,0.724,0.87,Capivari De Baixo,420395
4370,0.714,0.625,0.723,0.806,Catanduvas,420400
4371,0.691,0.523,0.725,0.87,Caxambu Do Sul,420410
4372,0.719,0.692,0.651,0.826,Celso Ramos,420415
4373,0.621,0.455,0.634,0.829,Cerro Negro,420417
4374,0.704,0.616,0.68,0.833,Chapadão Do Lageado,420419
4375,0.79,0.727,0.779,0.871,Chapecó,420420
4376,0.78,0.74,0.747,0.859,Cocal Do Sul,420425
4377,0.8,0.756,0.777,0.872,Concórdia,420430
4378,0.747,0.662,0.735,0.855,Cordilheira Alta,420435
4379,0.744,0.653,0.732,0.86,Coronel Freitas,420440
4380,0.696,0.609,0.678,0.816,Coronel Martins,420445
4381,0.78,0.707,0.768,0.873,Corupá,420450
4382,0.702,0.614,0.701,0.804,Correia Pinto,420455
4383,0.788,0.737,0.786,0.846,Criciúma,420460
4384,0.742,0.682,0.744,0.804,Cunha Porã,420470
4385,0.754,0.623,0.777,0.886,Cunhataí,420475
4386,0.721,0.62,0.716,0.846,Curitibanos,420480
4387,0.743,0.647,0.741,0.854,Descanso,420490
4388,0.706,0.61,0.703,0.82,Dionísio Cerqueira,420500
4389,0.742,0.622,0.762,0.862,Dona Emma,420510
4390,0.716,0.609,0.714,0.843,Doutor Pedrinho,420515
4391,0.657,0.55,0.638,0.808,Entre Rios,420517
4392,0.726,0.67,0.708,0.808,Ermo,420519
4393,0.723,0.592,0.736,0.868,Erval Velho,420520
4394,0.758,0.676,0.746,0.863,Faxinal Dos Guedes,420530
4395,0.708,0.608,0.736,0.792,Flor Do Sertão,420535
4396,0.847,0.8,0.87,0.873,Florianópolis,420540
4397,0.715,0.593,0.728,0.845,Formosa Do Sul,420543
4398,0.753,0.657,0.754,0.861,Forquilhinha,420545
4399,0.731,0.637,0.712,0.86,Fraiburgo,420550
4400,0.682,0.588,0.664,0.812,Frei Rogério,420555
4401,0.708,0.618,0.704,0.815,Galvão,420560
4402,0.753,0.668,0.737,0.868,Garopaba,420570
4403,0.725,0.64,0.717,0.83,Garuva,420580
4404,0.765,0.655,0.77,0.889,Gaspar,420590
4405,0.747,0.651,0.737,0.87,Governador Celso Ramos,420600
4406,0.736,0.63,0.749,0.846,Grão Pará,420610
4407,0.757,0.681,0.726,0.877,Gravatal,420620
4408,0.754,0.653,0.75,0.876,Guabiruba,420630
4409,0.751,0.646,0.754,0.871,Guaraciaba,420640
4410,0.751,0.641,0.748,0.885,Guaramirim,420650
4411,0.73,0.639,0.732,0.833,Guarujá Do Sul,420660
4412,0.717,0.626,0.716,0.823,Guatambú,420665
4413,0.758,0.684,0.74,0.859,Herval D'Oeste,420670
4414,0.725,0.631,0.737,0.82,Ibiam,420675
4415,0.708,0.586,0.734,0.826,Ibicaré,420680
4416,0.737,0.63,0.749,0.848,Ibirama,420690
4417,0.741,0.645,0.732,0.861,Içara,420700
4418,0.738,0.607,0.75,0.883,Ilhota,420710
4419,0.667,0.53,0.67,0.834,Imaruí,420720
4420,0.765,0.703,0.734,0.868,Imbituba,420730
4421,0.713,0.602,0.716,0.84,Imbuia,420740
4422,0.777,0.701,0.767,0.873,Indaial,420750
4423,0.795,0.749,0.754,0.891,Iomerê,420757
4424,0.736,0.657,0.724,0.838,Ipira,420760
4425,0.759,0.695,0.743,0.847,Iporã Do Oeste,420765
4426,0.66,0.54,0.674,0.79,Ipuaçu,420768
4427,0.738,0.631,0.747,0.853,Ipumirim,420770
4428,0.722,0.628,0.71,0.845,Iraceminha,420775
4429,0.742,0.675,0.715,0.847,Irani,420780
4430,0.707,0.609,0.694,0.836,Irati,420785
4431,0.699,0.567,0.72,0.836,Irineópolis,420790
4432,0.771,0.698,0.747,0.879,Itá,420800
4433,0.708,0.606,0.7,0.836,Itaiópolis,420810
4434,0.795,0.73,0.778,0.884,Itajaí,420820
4435,0.796,0.727,0.788,0.881,Itapema,420830
4436,0.775,0.723,0.766,0.842,Itapiranga,420840
4437,0.761,0.682,0.739,0.874,Itapoá,420845
4438,0.748,0.638,0.749,0.876,Ituporanga,420850
4439,0.732,0.657,0.746,0.801,Jaborá,420860
4440,0.716,0.633,0.708,0.818,Jacinto Machado,420870
4441,0.721,0.628,0.719,0.83,Jaguaruna,420880
4442,0.803,0.755,0.793,0.865,Jaraguá Do Sul,420890
4443,0.709,0.611,0.708,0.823,Jardinópolis,420895
4444,0.827,0.771,0.823,0.891,Joaçaba,420900
4445,0.809,0.749,0.795,0.889,Joinville,420910
4446,0.694,0.578,0.689,0.841,José Boiteux,420915
4447,0.719,0.61,0.708,0.862,Jupiá,420917
4448,0.781,0.708,0.763,0.883,Lacerdópolis,420920
4449,0.77,0.697,0.755,0.867,Lages,420930
4450,0.752,0.682,0.715,0.871,Laguna,420940
4451,0.771,0.712,0.75,0.858,Lajeado Grande,420945
4452,0.749,0.662,0.742,0.855,Laurentino,420950
4453,0.735,0.677,0.714,0.822,Lauro Muller,420960
4454,0.649,0.537,0.632,0.806,Lebon Régis,420970
4455,0.686,0.533,0.74,0.818,Leoberto Leal,420980
4456,0.743,0.636,0.747,0.865,Lindóia Do Sul,420985
4457,0.704,0.579,0.735,0.82,Lontras,420990
4458,0.737,0.6,0.766,0.87,Luiz Alves,421000
4459,0.789,0.718,0.781,0.877,Luzerna,421003
4460,0.662,0.533,0.675,0.806,Macieira,421005
4461,0.777,0.723,0.738,0.88,Mafra,421010
4462,0.698,0.563,0.738,0.818,Major Gercino,421020
4463,0.69,0.617,0.653,0.817,Major Vieira,421030
4464,0.768,0.699,0.752,0.861,Maracajá,421040
4465,0.781,0.708,0.758,0.886,Maravilha,421050
4466,0.743,0.636,0.748,0.862,Marema,421055
4467,0.774,0.714,0.749,0.867,Massaranduba,421060
4468,0.657,0.541,0.63,0.831,Matos Costa,421070
4469,0.738,0.679,0.734,0.808,Meleiro,421080
4470,0.708,0.633,0.683,0.821,Mirim Doce,421085
4471,0.76,0.659,0.751,0.886,Modelo,421090
4472,0.748,0.657,0.728,0.875,Mondaí,421100
4473,0.643,0.511,0.648,0.804,Monte Carlo,421105
4474,0.675,0.581,0.641,0.826,Monte Castelo,421110
4475,0.738,0.665,0.732,0.825,Morro Da Fumaça,421120
4476,0.701,0.548,0.742,0.847,Morro Grande,421125
4477,0.736,0.624,0.731,0.873,Navegantes,421130
4478,0.765,0.686,0.767,0.851,Nova Erechim,421140
4479,0.736,0.605,0.753,0.876,Nova Itaberaba,421145
4480,0.748,0.628,0.749,0.891,Nova Trento,421150
4481,0.768,0.703,0.741,0.869,Nova Veneza,421160
4482,0.706,0.594,0.7,0.846,Novo Horizonte,421165
4483,0.755,0.657,0.749,0.873,Orleans,421170
4484,0.74,0.681,0.713,0.835,Otacílio Costa,421175
4485,0.774,0.677,0.774,0.884,Ouro,421180
4486,0.695,0.611,0.696,0.79,Ouro Verde,421185
4487,0.718,0.62,0.705,0.847,Paial,421187
4488,0.664,0.543,0.668,0.808,Painel,421189
4489,0.757,0.672,0.752,0.859,Palhoça,421190
4490,0.704,0.622,0.7,0.8,Palma Sola,421200
4491,0.671,0.557,0.655,0.827,Palmeira,421205
4492,0.737,0.632,0.757,0.836,Palmitos,421210
4493,0.704,0.603,0.691,0.836,Papanduva,421220
4494,0.7,0.565,0.728,0.833,Paraíso,421223
4495,0.72,0.618,0.695,0.869,Passo De Torres,421225
4496,0.659,0.547,0.648,0.808,Passos Maia,421227
4497,0.716,0.6,0.707,0.865,Paulo Lopes,421230
4498,0.728,0.621,0.715,0.87,Pedras Grandes,421240
4499,0.743,0.64,0.739,0.867,Penha,421250
4500,0.766,0.669,0.762,0.882,Peritiba,421260
4501,0.716,0.618,0.74,0.802,Petrolândia,421270
4502,0.756,0.668,0.745,0.869,Balneário Piçarras,421280
4503,0.783,0.716,0.758,0.886,Pinhalzinho,421290
4504,0.777,0.712,0.762,0.866,Pinheiro Preto,421300
4505,0.758,0.714,0.736,0.829,Piratuba,421310
4506,0.751,0.659,0.731,0.881,Planalto Alegre,421315
4507,0.78,0.687,0.78,0.886,Pomerode,421320
4508,0.673,0.568,0.666,0.804,Ponte Alta,421330
4509,0.689,0.605,0.661,0.819,Ponte Alta Do Norte,421335
4510,0.693,0.61,0.69,0.79,Ponte Serrada,421340
4511,0.76,0.66,0.75,0.886,Porto Belo,421350
4512,0.786,0.724,0.752,0.891,Porto União,421360
4513,0.72,0.598,0.728,0.857,Pouso Redondo,421370
4514,0.718,0.636,0.692,0.84,Praia Grande,421380
4515,0.77,0.637,0.813,0.883,Presidente Castello Branco,421390
4516,0.759,0.654,0.764,0.874,Presidente Getúlio,421400
4517,0.737,0.609,0.765,0.861,Presidente Nereu,421410
4518,0.706,0.611,0.701,0.82,Princesa,421415
4519,0.73,0.656,0.712,0.832,Quilombo,421420
4520,0.753,0.644,0.743,0.893,Rancho Queimado,421430
4521,0.697,0.569,0.727,0.82,Rio Das Antas,421440
4522,0.729,0.65,0.741,0.803,Rio Do Campo,421450
4523,0.754,0.625,0.769,0.892,Rio Do Oeste,421460
4524,0.729,0.634,0.739,0.827,Rio Dos Cedros,421470
4525,0.802,0.727,0.793,0.894,Rio Do Sul,421480
4526,0.806,0.727,0.848,0.85,Rio Fortuna,421490
4527,0.738,0.668,0.71,0.848,Rio Negrinho,421500
4528,0.653,0.53,0.652,0.806,Rio Rufino,421505
4529,0.714,0.624,0.702,0.83,Riqueza,421507
4530,0.754,0.626,0.769,0.889,Rodeio,421510
4531,0.692,0.561,0.738,0.8,Romelândia,421520
4532,0.744,0.695,0.737,0.803,Salete,421530
4533,0.654,0.551,0.639,0.795,Saltinho,421535
4534,0.784,0.705,0.778,0.88,Salto Veloso,421540
4535,0.7,0.554,0.725,0.853,Sangão,421545
4536,0.698,0.597,0.697,0.819,Santa Cecília,421550
4537,0.727,0.653,0.705,0.833,Santa Helena,421555
4538,0.757,0.71,0.726,0.843,Santa Rosa De Lima,421560
4539,0.705,0.618,0.702,0.806,Santa Rosa Do Sul,421565
4540,0.669,0.575,0.637,0.817,Santa Terezinha,421567
4541,0.682,0.585,0.686,0.791,Santa Terezinha Do Progresso,421568
4542,0.728,0.652,0.731,0.811,Santiago Do Sul,421569
4543,0.781,0.71,0.753,0.89,Santo Amaro Da Imperatriz,421570
4544,0.677,0.577,0.653,0.822,São Bernardino,421575
4545,0.782,0.719,0.763,0.871,São Bento Do Sul,421580
4546,0.731,0.622,0.729,0.86,São Bonifácio,421590
4547,0.769,0.688,0.763,0.867,São Carlos,421600
4548,0.665,0.543,0.667,0.812,São Cristovão Do Sul,421605
4549,0.765,0.675,0.769,0.861,São Domingos,421610
4550,0.762,0.699,0.74,0.856,São Francisco Do Sul,421620
4551,0.761,0.668,0.756,0.873,São João Do Oeste,421625
4552,0.74,0.634,0.739,0.865,São João Batista,421630
4553,0.738,0.645,0.714,0.873,São João Do Itaperiú,421635
4554,0.695,0.587,0.682,0.84,São João Do Sul,421640
4555,0.687,0.562,0.705,0.817,São Joaquim,421650
4556,0.809,0.752,0.799,0.88,São José,421660
4557,0.731,0.625,0.753,0.83,São José Do Cedro,421670
4558,0.636,0.503,0.618,0.827,São José Do Cerrito,421680
4559,0.749,0.695,0.748,0.807,São Lourenço Do Oeste,421690
4560,0.755,0.683,0.756,0.834,São Ludgero,421700
4561,0.742,0.654,0.754,0.83,São Martinho,421710
4562,0.71,0.615,0.733,0.795,São Miguel Da Boa Vista,421715
4563,0.801,0.739,0.787,0.884,São Miguel Do Oeste,421720
4564,0.734,0.618,0.757,0.846,São Pedro De Alcântara,421725
4565,0.755,0.7,0.723,0.85,Saudades,421730
4566,0.769,0.71,0.75,0.855,Schroeder,421740
4567,0.779,0.674,0.804,0.872,Seara,421750
4568,0.773,0.694,0.758,0.879,Serra Alta,421755
4569,0.774,0.701,0.751,0.88,Siderópolis,421760
4570,0.728,0.617,0.729,0.858,Sombrio,421770
4571,0.707,0.595,0.713,0.832,Sul Brasil,421775
4572,0.761,0.67,0.749,0.879,Taió,421780
4573,0.737,0.617,0.748,0.867,Tangará,421790
4574,0.717,0.633,0.688,0.846,Tigrinhos,421795
4575,0.76,0.672,0.747,0.873,Tijucas,421800
4576,0.72,0.606,0.721,0.856,Timbé Do Sul,421810
4577,0.784,0.697,0.807,0.856,Timbó,421820
4578,0.659,0.565,0.634,0.798,Timbó Grande,421825
4579,0.706,0.639,0.677,0.814,Três Barras,421830
4580,0.774,0.714,0.737,0.882,Treviso,421835
4581,0.729,0.602,0.729,0.881,Treze De Maio,421840
4582,0.795,0.685,0.838,0.874,Treze Tílias,421850
4583,0.775,0.696,0.76,0.88,Trombudo Central,421860
4584,0.796,0.74,0.788,0.866,Tubarão,421870
4585,0.752,0.704,0.728,0.83,Tunápolis,421875
4586,0.74,0.631,0.742,0.867,Turvo,421880
4587,0.705,0.606,0.703,0.823,União Do Oeste,421885
4588,0.694,0.562,0.722,0.823,Urubici,421890
4589,0.699,0.622,0.667,0.823,Urupema,421895
4590,0.772,0.695,0.756,0.876,Urussanga,421900
4591,0.686,0.551,0.708,0.827,Vargeão,421910
4592,0.629,0.495,0.636,0.79,Vargem,421915
4593,0.718,0.656,0.705,0.801,Vargem Bonita,421917
4594,0.7,0.588,0.728,0.802,Vidal Ramos,421920
4595,0.764,0.675,0.772,0.857,Videira,421930
4596,0.673,0.522,0.694,0.841,Vitor Meireles,421935
4597,0.71,0.557,0.739,0.87,Witmarsum,421940
4598,0.775,0.711,0.76,0.861,Xanxerê,421950
4599,0.749,0.632,0.772,0.861,Xavantina,421960
4600,0.752,0.662,0.737,0.871,Xaxim,421970
4601,0.761,0.661,0.752,0.885,Zortéa,421985
4602,0.687,0.541,0.703,0.852,Aceguá,430003
4603,0.75,0.59,0.84,0.85,Água Santa,430005
4604,0.694,0.524,0.752,0.847,Agudo,430010
4605,0.753,0.658,0.763,0.85,Ajuricaba,430020
4606,0.672,0.522,0.683,0.852,Alecrim,430030
4607,0.74,0.664,0.72,0.849,Alegrete,430040
4608,0.695,0.572,0.717,0.818,Alegria,430045
4609,0.74,0.669,0.732,0.828,Almirante Tamandaré Do Sul,430047
4610,0.671,0.543,0.7,0.795,Alpestre,430050
4611,0.747,0.642,0.756,0.859,Alto Alegre,430055
4612,0.734,0.603,0.74,0.886,Alto Feliz,430057
4613,0.699,0.564,0.694,0.874,Alvorada,430060
4614,0.624,0.457,0.664,0.802,Amaral Ferrador,430063
4615,0.682,0.562,0.697,0.809,Ametista Do Sul,430064
4616,0.72,0.605,0.738,0.837,André Da Rocha,430066
4617,0.74,0.63,0.742,0.868,Anta Gorda,430070
4618,0.758,0.671,0.777,0.835,Antônio Prado,430080
4619,0.691,0.57,0.694,0.833,Arambaré,430085
4620,0.679,0.547,0.696,0.824,Araricá,430087
4621,0.772,0.67,0.801,0.856,Aratiba,430090
4622,0.769,0.706,0.75,0.86,Arroio Do Meio,430100
4623,0.74,0.649,0.74,0.844,Arroio Do Sal,430105
4624,0.669,0.461,0.756,0.86,Arroio Do Padre,430107
4625,0.698,0.583,0.7,0.833,Arroio Dos Ratos,430110
4626,0.707,0.589,0.708,0.848,Arroio Do Tigre,430120
4627,0.657,0.522,0.673,0.807,Arroio Grande,430130
4628,0.694,0.575,0.713,0.817,Arvorezinha,430140
4629,0.743,0.621,0.779,0.847,Augusto Pestana,430150
4630,0.707,0.588,0.715,0.841,Áurea,430155
4631,0.74,0.647,0.739,0.848,Bagé,430160
4632,0.696,0.567,0.71,0.836,Balneário Pinhal,430163
4633,0.748,0.652,0.767,0.836,Barão,430165
4634,0.719,0.593,0.745,0.842,Barão De Cotegipe,430170
4635,0.61,0.428,0.645,0.821,Barão Do Triunfo,430175
4636,0.71,0.568,0.711,0.885,Barracão,430180
4637,0.734,0.672,0.696,0.845,Barra Do Guarita,430185
4638,0.662,0.548,0.659,0.802,Barra Do Quaraí,430187
4639,0.67,0.529,0.691,0.822,Barra Do Ribeiro,430190
4640,0.723,0.638,0.703,0.842,Barra Do Rio Azul,430192
4641,0.763,0.71,0.731,0.856,Barra Funda,430195
4642,0.65,0.5,0.69,0.795,Barros Cassal,430200
4643,0.619,0.492,0.601,0.801,Benjamin Constant Do Sul,430205
4644,0.778,0.695,0.805,0.842,Bento Gonçalves,430210
4645,0.676,0.561,0.666,0.825,Boa Vista Das Missões,430215
4646,0.762,0.697,0.761,0.834,Boa Vista Do Buricá,430220
4647,0.703,0.59,0.692,0.851,Boa Vista Do Cadeado,430222
4648,0.731,0.641,0.703,0.867,Boa Vista Do Incra,430223
4649,0.728,0.587,0.77,0.852,Boa Vista Do Sul,430225
4650,0.666,0.51,0.697,0.832,Bom Jesus,430230
4651,0.746,0.661,0.751,0.836,Bom Princípio,430235
4652,0.723,0.643,0.7,0.84,Bom Progresso,430237
4653,0.739,0.649,0.725,0.857,Bom Retiro Do Sul,430240
4654,0.7,0.562,0.725,0.843,Boqueirão Do Leão,430245
4655,0.692,0.608,0.665,0.821,Bossoroca,430250
4656,0.745,0.628,0.773,0.853,Bozano,430258
4657,0.674,0.563,0.656,0.83,Braga,430260
4658,0.699,0.554,0.723,0.851,Brochier,430265
4659,0.689,0.558,0.691,0.848,Butiá,430270
4660,0.704,0.585,0.699,0.855,Caçapava Do Sul,430280
4661,0.7,0.626,0.68,0.807,Cacequi,430290
4662,0.742,0.648,0.739,0.854,Cachoeira Do Sul,430300
4663,0.757,0.675,0.749,0.857,Cachoeirinha,430310
4664,0.662,0.528,0.677,0.81,Cacique Doble,430320
4665,0.719,0.611,0.709,0.857,Caibaté,430330
4666,0.699,0.58,0.721,0.817,Caiçara,430340
4667,0.697,0.578,0.715,0.819,Camaquã,430350
4668,0.736,0.612,0.762,0.854,Camargo,430355
4669,0.697,0.574,0.705,0.838,Cambará Do Sul,430360
4670,0.706,0.557,0.713,0.886,Campestre Da Serra,430367
4671,0.738,0.677,0.698,0.849,Campina Das Missões,430370
4672,0.76,0.691,0.753,0.842,Campinas Do Sul,430380
4673,0.745,0.643,0.755,0.852,Campo Bom,430390
4674,0.703,0.593,0.677,0.866,Campo Novo,430400
4675,0.708,0.616,0.704,0.819,Campos Borges,430410
4676,0.674,0.521,0.699,0.842,Candelária,430420
4677,0.728,0.627,0.72,0.853,Cândido Godói,430430
4678,0.698,0.562,0.704,0.86,Candiota,430435
4679,0.748,0.667,0.738,0.849,Canela,430440
4680,0.65,0.491,0.683,0.819,Canguçu,430450
4681,0.75,0.636,0.768,0.864,Canoas,430460
4682,0.713,0.574,0.751,0.84,Canudos Do Vale,430461
4683,0.637,0.507,0.654,0.779,Capão Bonito Do Sul,430462
4684,0.743,0.637,0.756,0.852,Capão Da Canoa,430463
4685,0.672,0.552,0.639,0.86,Capão Do Cipó,430465
4686,0.637,0.48,0.662,0.814,Capão Do Leão,430466
4687,0.766,0.668,0.805,0.836,Capivari Do Sul,430467
4688,0.661,0.525,0.675,0.816,Capela De Santana,430468
4689,0.746,0.661,0.747,0.842,Capitão,430469
4690,0.766,0.707,0.756,0.84,Carazinho,430470
4691,0.652,0.505,0.661,0.83,Caraá,430471
4692,0.796,0.724,0.835,0.835,Carlos Barbosa,430480
4693,0.739,0.622,0.732,0.886,Carlos Gomes,430485
4694,0.785,0.733,0.778,0.847,Casca,430490
4695,0.703,0.6,0.696,0.833,Caseiros,430495
4696,0.739,0.627,0.763,0.842,Catuípe,430500
4697,0.782,0.686,0.812,0.86,Caxias Do Sul,430510
4698,0.701,0.569,0.707,0.856,Centenário,430511
4699,0.649,0.504,0.657,0.824,Cerrito,430512
4700,0.661,0.527,0.671,0.816,Cerro Branco,430513
4701,0.674,0.563,0.676,0.803,Cerro Grande,430515
4702,0.66,0.499,0.673,0.855,Cerro Grande Do Sul,430517
4703,0.764,0.698,0.752,0.849,Cerro Largo,430520
4704,0.757,0.679,0.752,0.849,Chapada,430530
4705,0.747,0.659,0.726,0.87,Charqueadas,430535
4706,0.62,0.385,0.699,0.885,Charrua,430537
4707,0.732,0.657,0.702,0.85,Chiapetta,430540
4708,0.706,0.658,0.676,0.792,Chuí,430543
4709,0.616,0.437,0.655,0.818,Chuvisca,430544
4710,0.729,0.625,0.73,0.848,Cidreira,430545
4711,0.719,0.6,0.724,0.855,Ciríaco,430550
4712,0.765,0.678,0.786,0.84,Colinas,430558
4713,0.758,0.674,0.775,0.835,Colorado,430560
4714,0.747,0.666,0.735,0.852,Condor,430570
4715,0.754,0.668,0.726,0.885,Constantina,430580
4716,0.692,0.532,0.703,0.886,Coqueiro Baixo,430583
4717,0.746,0.614,0.806,0.84,Coqueiros Do Sul,430585
4718,0.744,0.61,0.793,0.852,Coronel Barros,430587
4719,0.665,0.55,0.667,0.803,Coronel Bicaco,430590
4720,0.727,0.6,0.766,0.835,Coronel Pilar,430593
4721,0.741,0.636,0.767,0.835,Cotiporã,430595
4722,0.706,0.586,0.693,0.866,Coxilha,430597
4723,0.712,0.616,0.702,0.835,Crissiumal,430600
4724,0.644,0.471,0.687,0.826,Cristal,430605
4725,0.66,0.542,0.641,0.826,Cristal Do Sul,430607
4726,0.75,0.653,0.754,0.858,Cruz Alta,430610
4727,0.719,0.605,0.724,0.849,Cruzaltense,430613
4728,0.723,0.607,0.746,0.833,Cruzeiro Do Sul,430620
4729,0.762,0.688,0.74,0.87,David Canabarro,430630
4730,0.707,0.628,0.664,0.846,Derrubadas,430632
4731,0.654,0.553,0.625,0.809,Dezesseis De Novembro,430635
4732,0.648,0.463,0.681,0.864,Dilermando De Aguiar,430637
4733,0.743,0.633,0.763,0.848,Dois Irmãos,430640
4734,0.67,0.585,0.646,0.797,Dois Irmãos Das Missões,430642
4735,0.757,0.67,0.775,0.837,Dois Lajeados,430645
4736,0.587,0.39,0.633,0.818,Dom Feliciano,430650
4737,0.691,0.577,0.697,0.82,Dom Pedro De Alcântara,430655
4738,0.708,0.585,0.715,0.848,Dom Pedrito,430660
4739,0.697,0.568,0.718,0.831,Dona Francisca,430670
4740,0.706,0.593,0.707,0.84,Doutor Maurício Cardoso,430673
4741,0.724,0.593,0.749,0.855,Doutor Ricardo,430675
4742,0.717,0.609,0.717,0.844,Eldorado Do Sul,430676
4743,0.767,0.687,0.764,0.858,Encantado,430680
4744,0.657,0.478,0.677,0.875,Encruzilhada Do Sul,430690
4745,0.717,0.611,0.735,0.821,Engenho Velho,430692
4746,0.68,0.548,0.692,0.829,Entre-Ijuís,430693
4747,0.703,0.572,0.709,0.857,Entre Rios Do Sul,430695
4748,0.712,0.626,0.689,0.837,Erebango,430697
4749,0.776,0.716,0.782,0.833,Erechim,430700
4750,0.716,0.612,0.703,0.854,Ernestina,430705
4751,0.687,0.527,0.73,0.843,Herval,430710
4752,0.681,0.501,0.713,0.885,Erval Grande,430720
4753,0.685,0.589,0.666,0.821,Erval Seco,430730
4754,0.68,0.569,0.669,0.827,Esmeralda,430740
4755,0.661,0.55,0.665,0.788,Esperança Do Sul,430745
4756,0.765,0.677,0.747,0.884,Espumoso,430750
4757,0.753,0.674,0.752,0.843,Estação,430755
4758,0.757,0.652,0.749,0.887,Estância Velha,430760
4759,0.754,0.662,0.769,0.843,Esteio,430770
4760,0.767,0.684,0.776,0.85,Estrela,430780
4761,0.679,0.56,0.707,0.792,Estrela Velha,430781
4762,0.712,0.584,0.697,0.885,Eugênio De Castro,430783
4763,0.763,0.674,0.773,0.852,Fagundes Varela,430786
4764,0.777,0.696,0.783,0.861,Farroupilha,430790
4765,0.72,0.597,0.732,0.854,Faxinal Do Soturno,430800
4766,0.666,0.571,0.646,0.801,Faxinalzinho,430805
4767,0.698,0.557,0.726,0.841,Fazenda Vilanova,430807
4768,0.75,0.658,0.758,0.847,Feliz,430810
4769,0.754,0.642,0.786,0.849,Flores Da Cunha,430820
4770,0.663,0.486,0.701,0.854,Floriano Peixoto,430825
4771,0.661,0.532,0.668,0.812,Fontoura Xavier,430830
4772,0.682,0.549,0.69,0.838,Formigueiro,430840
4773,0.683,0.484,0.743,0.886,Forquetinha,430843
4774,0.756,0.663,0.779,0.837,Fortaleza Dos Valos,430845
4775,0.76,0.688,0.754,0.846,Frederico Westphalen,430850
4776,0.786,0.688,0.825,0.856,Garibaldi,430860
4777,0.671,0.553,0.657,0.833,Garruchos,430865
4778,0.738,0.643,0.733,0.852,Gaurama,430870
4779,0.686,0.552,0.704,0.832,General Câmara,430880
4780,0.733,0.643,0.71,0.863,Gentil,430885
4781,0.746,0.658,0.747,0.843,Getúlio Vargas,430890
4782,0.721,0.629,0.707,0.842,Giruá,430900
4783,0.714,0.593,0.716,0.859,Glorinha,430905
4784,0.764,0.662,0.783,0.861,Gramado,430910
4785,0.685,0.584,0.662,0.832,Gramado Dos Loureiros,430912
4786,0.634,0.473,0.681,0.792,Gramado Xavier,430915
4787,0.736,0.636,0.727,0.862,Gravataí,430920
4788,0.758,0.612,0.831,0.857,Guabiju,430925
4789,0.73,0.639,0.732,0.833,Guaíba,430930
4790,0.765,0.685,0.781,0.837,Guaporé,430940
4791,0.737,0.665,0.698,0.863,Guarani Das Missões,430950
4792,0.749,0.668,0.748,0.841,Harmonia,430955
4793,0.616,0.441,0.67,0.792,Herveiras,430957
4794,0.783,0.716,0.782,0.858,Horizontina,430960
4795,0.643,0.512,0.653,0.796,Hulha Negra,430965
4796,0.738,0.657,0.732,0.837,Humaitá,430970
4797,0.652,0.511,0.686,0.792,Ibarama,430975
4798,0.739,0.593,0.766,0.888,Ibiaçá,430980
4799,0.724,0.615,0.739,0.835,Ibiraiaras,430990
4800,0.638,0.463,0.678,0.828,Ibirapuitã,430995
4801,0.765,0.671,0.786,0.848,Ibirubá,431000
4802,0.721,0.571,0.749,0.876,Igrejinha,431010
4803,0.781,0.707,0.786,0.858,Ijuí,431020
4804,0.73,0.595,0.756,0.866,Ilópolis,431030
4805,0.764,0.638,0.825,0.847,Imbé,431033
4806,0.743,0.635,0.764,0.844,Imigrante,431036
4807,0.693,0.576,0.711,0.813,Independência,431040
4808,0.673,0.585,0.647,0.807,Inhacorá,431041
4809,0.728,0.618,0.751,0.831,Ipê,431043
4810,0.791,0.698,0.818,0.866,Ipiranga Do Sul,431046
4811,0.691,0.59,0.684,0.819,Iraí,431050
4812,0.76,0.687,0.761,0.841,Itaara,431053
4813,0.657,0.509,0.692,0.804,Itacurubi,431055
4814,0.664,0.495,0.709,0.834,Itapuca,431057
4815,0.713,0.626,0.687,0.843,Itaqui,431060
4816,0.669,0.524,0.692,0.827,Itati,431065
4817,0.681,0.567,0.696,0.801,Itatiba Do Sul,431070
4818,0.724,0.602,0.712,0.886,Ivorá,431075
4819,0.784,0.729,0.78,0.848,Ivoti,431080
4820,0.658,0.547,0.636,0.82,Jaboticaba,431085
4821,0.662,0.487,0.73,0.817,Jacuizinho,431087
4822,0.726,0.636,0.703,0.855,Jacutinga,431090
4823,0.707,0.608,0.698,0.832,Jaguarão,431100
4824,0.712,0.567,0.734,0.866,Jaguari,431110
4825,0.614,0.475,0.626,0.779,Jaquirana,431112
4826,0.631,0.473,0.636,0.836,Jari,431113
4827,0.686,0.572,0.671,0.841,Jóia,431115
4828,0.716,0.602,0.733,0.833,Júlio De Castilhos,431120
4829,0.67,0.539,0.696,0.801,Lagoa Bonita Do Sul,431123
4830,0.643,0.505,0.641,0.822,Lagoão,431125
