,municipio,PIB,codigo
52994,Riacho dos Machados,34456.91,3154507
52995,Ribeirão das Neves,12976.52,3154606
52996,Ribeirão Vermelho,29914.7,3154705
52997,Rio Acima,20367.02,3154804
52998,Rio Casca,15634.61,3154903
52999,Rio Doce,19245.24,3155009
53000,Rio do Prado,8853.93,3155108
53001,Rio Espera,9094.56,3155207
53002,Rio Manso,17646.22,3155306
53003,Rio Novo,12398.59,3155405
53004,Rio Paranaíba,46519.72,3155504
53005,Rio Pardo de Minas,8765.34,3155603
53006,Rio Piracicaba,53987.53,3155702
53007,Rio Pomba,19906.06,3155801
53008,Rio Preto,11225.82,3155900
53009,Rio Vermelho,9018.67,3156007
53010,Ritápolis,14581.84,3156106
53011,Rochedo de Minas,27613.47,3156205
53012,Rodeiro,49598.29,3156304
53013,Romaria,34332.13,3156403
53014,Rosário da Limeira,10049.52,3156452
53015,Rubelita,9972.43,3156502
53016,Rubim,8979.66,3156601
53017,Sabará,22428.04,3156700
53018,Sabinópolis,12059.97,3156809
53019,Sacramento,50362.19,3156908
53020,Salinas,13741.53,3157005
53021,Salto da Divisa,14313.96,3157104
53022,Santa Bárbara,27712.54,3157203
53023,Santa Bárbara do Leste,11738.84,3157252
53024,Santa Bárbara do Monte Verde,16391.53,3157278
53025,Santa Bárbara do Tugúrio,13633.85,3157302
53026,Santa Cruz de Minas,11092.53,3157336
53027,Santa Cruz de Salinas,9826.75,3157377
53028,Santa Cruz do Escalvado,11581.18,3157401
53029,Santa Efigênia de Minas,10362.94,3157500
53030,Santa Fé de Minas,11040.61,3157609
53031,Santa Helena de Minas,7707.78,3157658
53032,Santa Juliana,53225.39,3157708
53033,Santa Luzia,18854.93,3157807
53034,Santa Margarida,13325.11,3157906
53035,Santa Maria de Itabira,16668.06,3158003
53036,Santa Maria do Salto,8234.86,3158102
53037,Santa Maria do Suaçuí,9802.7,3158201
53038,Santana da Vargem,17858.65,3158300
53039,Santana de Cataguases,10944.85,3158409
53040,Santana de Pirapama,12525.37,3158508
53041,Santana do Deserto,10428.5,3158607
53042,Santana do Garambéu,12539.43,3158706
53043,Santana do Jacaré,17577.07,3158805
53044,Santana do Manhuaçu,11647.77,3158904
53045,Santana do Paraíso,21494.56,3158953
53046,Santana do Riacho,18783.31,3159001
53047,Santana dos Montes,10741.4,3159100
53048,Santa Rita de Caldas,18797.23,3159209
53049,Santa Rita de Jacutinga,12821.99,3159308
53050,Santa Rita de Minas,12354.83,3159357
53051,Santa Rita de Ibitipoca,19667.5,3159407
53052,Santa Rita do Itueto,15099.83,3159506
53053,Santa Rita do Sapucaí,38141.29,3159605
53054,Santa Rosa da Serra,14877.97,3159704
53055,Santa Vitória,33838.32,3159803
53056,Santo Antônio do Amparo,14747.23,3159902
53057,Santo Antônio do Aventureiro,13796.38,3160009
53058,Santo Antônio do Grama,18351.55,3160108
53059,Santo Antônio do Itambé,10197.7,3160207
53060,Santo Antônio do Jacinto,8306.49,3160306
53061,Santo Antônio do Monte,21652.42,3160405
53062,Santo Antônio do Retiro,7667.0,3160454
53063,Santo Antônio do Rio Abaixo,13568.68,3160504
53064,Santo Hipólito,11735.43,3160603
53065,Santos Dumont,21692.51,3160702
53066,São Bento Abade,12689.81,3160801
53067,São Brás do Suaçuí,16899.52,3160900
53068,São Domingos das Dores,11918.78,3160959
53069,São Domingos do Prata,15060.99,3161007
53070,São Félix de Minas,11466.86,3161056
53071,São Francisco,9445.53,3161106
53072,São Francisco de Paula,13988.93,3161205
53073,São Francisco de Sales,22383.15,3161304
53074,São Francisco do Glória,10839.82,3161403
53075,São Geraldo,17862.8,3161502
53076,São Geraldo da Piedade,9171.13,3161601
53077,São Geraldo do Baixio,10454.58,3161650
53078,São Gonçalo do Abaeté,27586.67,3161700
53079,São Gonçalo do Pará,19321.65,3161809
53080,São Gonçalo do Rio Abaixo,313035.0,3161908
53081,São Gonçalo do Sapucaí,25557.6,3162005
53082,São Gotardo,26648.35,3162104
53083,São João Batista do Glória,21551.26,3162203
53084,São João da Lagoa,9856.03,3162252
53085,São João da Mata,15426.78,3162302
53086,São João da Ponte,8547.63,3162401
53087,São João das Missões,6428.57,3162450
53088,São João del Rei,27087.89,3162500
53089,São João do Manhuaçu,11019.86,3162559
53090,São João do Manteninha,11422.38,3162575
53091,São João do Oriente,12555.96,3162609
53092,São João do Pacuí,8032.14,3162658
53093,São João do Paraíso,9952.7,3162708
53094,São João Evangelista,13057.7,3162807
53095,São João Nepomuceno,16279.56,3162906
53096,São Joaquim de Bicas,18361.96,3162922
53097,São José da Barra,106626.01,3162948
53098,São José da Lapa,21782.85,3162955
53099,São José da Safira,9891.69,3163003
53100,São José da Varginha,18526.03,3163102
53101,São José do Alegre,11833.47,3163201
53102,São José do Divino,10182.31,3163300
53103,São José do Goiabal,10294.65,3163409
53104,São José do Jacuri,12039.01,3163508
53105,São José do Mantimento,11411.42,3163607
53106,São Lourenço,24402.52,3163706
53107,São Miguel do Anta,11560.9,3163805
53108,São Pedro da União,17703.93,3163904
53109,São Pedro dos Ferros,14631.97,3164001
53110,São Pedro do Suaçuí,12720.02,3164100
53111,São Romão,12314.1,3164209
53112,São Roque de Minas,33840.02,3164308
53113,São Sebastião da Bela Vista,81626.52,3164407
53114,São Sebastião da Vargem Alegre,17481.37,3164431
53115,São Sebastião do Anta,10079.81,3164472
53116,São Sebastião do Maranhão,8074.12,3164506
53117,São Sebastião do Oeste,53726.35,3164605
53118,São Sebastião do Paraíso,27604.51,3164704
53119,São Sebastião do Rio Preto,13788.93,3164803
53120,São Sebastião do Rio Verde,14242.61,3164902
53121,São Tiago,16151.97,3165008
53122,São Tomás de Aquino,16718.04,3165107
53123,São Tomé das Letras,14787.36,3165206
53124,São Vicente de Minas,21378.89,3165305
53125,Sapucaí-Mirim,16069.25,3165404
53126,Sardoá,9715.4,3165503
53127,Sarzedo,32646.9,3165537
53128,Setubinha,7350.15,3165552
53129,Sem-Peixe,12032.64,3165560
53130,Senador Amaral,12686.0,3165578
53131,Senador Cortes,16464.27,3165602
53132,Senador Firmino,12255.39,3165701
53133,Senador José Bento,15029.46,3165800
53134,Senador Modestino Gonçalves,22926.21,3165909
53135,Senhora de Oliveira,12187.98,3166006
53136,Senhora do Porto,10318.43,3166105
53137,Senhora dos Remédios,8516.24,3166204
53138,Sericita,8857.4,3166303
53139,Seritinga,21639.4,3166402
53140,Serra Azul de Minas,8067.38,3166501
53141,Serra da Saudade,24465.21,3166600
53142,Serra dos Aimorés,8657.12,3166709
53143,Serra do Salitre,49483.29,3166808
53144,Serrania,16069.08,3166907
53145,Serranópolis de Minas,7784.98,3166956
53146,Serranos,14924.81,3167004
53147,Serro,12377.03,3167103
53148,Sete Lagoas,39862.74,3167202
53149,Silveirânia,12388.82,3167301
53150,Silvianópolis,19450.06,3167400
53151,Simão Pereira,27994.09,3167509
53152,Simonésia,9979.31,3167608
53153,Sobrália,10044.3,3167707
53154,Soledade de Minas,10904.66,3167806
53155,Tabuleiro,15071.69,3167905
53156,Taiobeiras,13843.51,3168002
53157,Taparuba,12325.01,3168051
53158,Tapira,95435.06,3168101
53159,Tapiraí,19407.96,3168200
53160,Taquaraçu de Minas,12208.98,3168309
53161,Tarumirim,10570.69,3168408
53162,Teixeiras,12751.77,3168507
53163,Teófilo Otoni,19191.15,3168606
53164,Timóteo,35238.51,3168705
53165,Tiradentes,23103.54,3168804
53166,Tiros,34589.86,3168903
53167,Tocantins,17744.17,3169000
53168,Tocos do Moji,12921.98,3169059
53169,Toledo,13034.69,3169109
53170,Tombos,12130.28,3169208
53171,Três Corações,30888.91,3169307
53172,Três Marias,76373.56,3169356
53173,Três Pontas,22235.8,3169406
53174,Tumiritinga,9475.85,3169505
53175,Tupaciguara,27340.03,3169604
53176,Turmalina,18682.31,3169703
53177,Turvolândia,19820.72,3169802
53178,Ubá,26420.58,3169901
53179,Ubaí,8084.97,3170008
53180,Ubaporanga,10886.24,3170057
53181,Uberaba,46561.66,3170107
53182,Uberlândia,54430.68,3170206
53183,Umburatiba,12646.78,3170305
53184,Unaí,34785.32,3170404
53185,União de Minas,24591.67,3170438
53186,Uruana de Minas,15928.38,3170479
53187,Urucânia,19891.42,3170503
53188,Urucuia,7949.17,3170529
53189,Vargem Alegre,10870.3,3170578
53190,Vargem Bonita,22948.36,3170602
53191,Vargem Grande do Rio Pardo,10155.15,3170651
53192,Varginha,46457.4,3170701
53193,Varjão de Minas,21313.67,3170750
53194,Várzea da Palma,20562.46,3170800
53195,Varzelândia,8654.34,3170909
53196,Vazante,38803.02,3171006
53197,Verdelândia,9179.42,3171030
53198,Veredinha,17153.32,3171071
53199,Veríssimo,28114.07,3171105
53200,Vermelho Novo,8554.2,3171154
53201,Vespasiano,19642.48,3171204
53202,Viçosa,22183.13,3171303
53203,Vieiras,10376.07,3171402
53204,Mathias Lobato,11700.03,3171501
53205,Virgem da Lapa,8668.19,3171600
53206,Virgínia,14987.91,3171709
53207,Virginópolis,15298.65,3171808
53208,Virgolândia,9493.98,3171907
53209,Visconde do Rio Branco,30159.48,3172004
53210,Volta Grande,12871.4,3172103
53211,Wenceslau Braz,11019.42,3172202
53212,Afonso Cláudio,14487.2,3200102
53213,Águia Branca,17162.69,3200136
53214,Água Doce do Norte,12553.23,3200169
53215,Alegre,15854.35,3200201
53216,Alfredo Chaves,24625.87,3200300
53217,Alto Rio Novo,11168.13,3200359
53218,Anchieta,34359.12,3200409
53219,Apiacá,13116.61,3200508
53220,Aracruz,53513.72,3200607
53221,Atílio Vivacqua,22441.66,3200706
53222,Baixo Guandu,21340.63,3200805
53223,Barra de São Francisco,18296.73,3200904
53224,Boa Esperança,15301.17,3201001
53225,Bom Jesus do Norte,17799.83,3201100
53226,Brejetuba,14818.75,3201159
53227,Cachoeiro de Itapemirim,23516.87,3201209
53228,Cariacica,26704.95,3201308
53229,Castelo,23799.44,3201407
53230,Colatina,29750.9,3201506
53231,Conceição da Barra,15230.35,3201605
53232,Conceição do Castelo,16017.68,3201704
53233,Divino de São Lourenço,14842.3,3201803
53234,Domingos Martins,22419.95,3201902
53235,Dores do Rio Preto,18255.2,3202009
53236,Ecoporanga,12776.75,3202108
53237,Fundão,18271.86,3202207
53238,Governador Lindenberg,21599.5,3202256
53239,Guaçuí,17345.82,3202306
53240,Guarapari,18600.78,3202405
53241,Ibatiba,11849.32,3202454
53242,Ibiraçu,22545.78,3202504
53243,Ibitirama,12127.65,3202553
53244,Iconha,23115.94,3202603
53245,Irupi,12583.2,3202652
53246,Itaguaçu,18432.53,3202702
53247,Itapemirim,140287.91,3202801
53248,Itarana,19891.46,3202900
53249,Iúna,14723.38,3203007
53250,Jaguaré,20731.51,3203056
53251,Jerônimo Monteiro,11358.85,3203106
53252,João Neiva,25012.53,3203130
53253,Laranja da Terra,12709.11,3203163
53254,Linhares,36577.1,3203205
53255,Mantenópolis,9789.94,3203304
53256,Marataízes,137000.71,3203320
53257,Marechal Floriano,23913.14,3203346
53258,Marilândia,21893.49,3203353
53259,Mimoso do Sul,17219.76,3203403
53260,Montanha,18125.28,3203502
53261,Mucurici,13965.55,3203601
53262,Muniz Freire,15543.02,3203700
53263,Muqui,13130.06,3203809
53264,Nova Venécia,20090.18,3203908
53265,Pancas,10717.5,3204005
53266,Pedro Canário,12005.97,3204054
53267,Pinheiros,22282.8,3204104
53268,Piúma,30640.6,3204203
53269,Ponto Belo,10630.58,3204252
53270,Presidente Kennedy,464883.49,3204302
53271,Rio Bananal,20090.13,3204351
53272,Rio Novo do Sul,16849.34,3204401
53273,Santa Leopoldina,16526.03,3204500
53274,Santa Maria de Jetibá,36561.24,3204559
53275,Santa Teresa,19963.23,3204609
53276,São Domingos do Norte,52865.03,3204658
53277,São Gabriel da Palha,16681.91,3204708
53278,São José do Calçado,16329.19,3204807
53279,São Mateus,18117.25,3204906
53280,São Roque do Canaã,14346.18,3204955
53281,Serra,49980.16,3205002
53282,Sooretama,17350.68,3205010
53283,Vargem Alta,14411.1,3205036
53284,Venda Nova do Imigrante,24073.15,3205069
53285,Viana,34372.62,3205101
53286,Vila Pavão,12605.26,3205150
53287,Vila Valério,20648.95,3205176
53288,Vila Velha,26040.2,3205200
53289,Vitória,59693.66,3205309
53290,Angra dos Reis,48212.88,3300100
53291,Aperibé,16603.31,3300159
53292,Araruama,27785.33,3300209
53293,Areal,28174.84,3300225
53294,Armação dos Búzios,77577.13,3300233
53295,Arraial do Cabo,84241.59,3300258
53296,Barra do Piraí,21048.89,3300308
53297,Barra Mansa,29754.56,3300407
53298,Belford Roxo,15785.96,3300456
53299,Bom Jardim,25406.04,3300506
53300,Bom Jesus do Itabapoana,19644.43,3300605
53301,Cabo Frio,50871.17,3300704
53302,Cachoeiras de Macacu,19321.87,3300803
53303,Cambuci,22802.39,3300902
53304,Carapebus,27798.02,3300936
53305,Comendador Levy Gasparian,49515.11,3300951
53306,Campos dos Goytacazes,57329.81,3301009
53307,Cantagalo,36184.9,3301108
53308,Cardoso Moreira,22923.99,3301157
53309,Carmo,24928.31,3301207
53310,Casimiro de Abreu,46662.46,3301306
53311,Conceição de Macabu,16185.92,3301405
53312,Cordeiro,18159.7,3301504
53313,Duas Barras,18671.45,3301603
53314,Duque de Caxias,49295.96,3301702
53315,Engenheiro Paulo de Frontin,17968.78,3301801
53316,Guapimirim,17538.51,3301850
53317,Iguaba Grande,18939.5,3301876
53318,Itaboraí,20484.24,3301900
53319,Itaguaí,59757.5,3302007
53320,Italva,21791.11,3302056
53321,Itaocara,23817.93,3302106
53322,Itaperuna,30000.24,3302205
53323,Itatiaia,140696.25,3302254
53324,Japeri,13711.95,3302270
53325,Laje do Muriaé,19810.21,3302304
53326,Macaé,58803.47,3302403
53327,Macuco,30308.74,3302452
53328,Magé,17355.94,3302502
53329,Mangaratiba,55538.31,3302601
53330,Maricá,232761.15,3302700
53331,Mendes,18813.5,3302809
53332,Mesquita,13166.48,3302858
53333,Miguel Pereira,24067.58,3302908
53334,Miracema,20973.65,3303005
53335,Natividade,19417.17,3303104
53336,Nilópolis,17875.04,3303203
53337,Niterói,90643.8,3303302
53338,Nova Friburgo,28107.56,3303401
53339,Nova Iguaçu,21220.42,3303500
53340,Paracambi,18798.44,3303609
53341,Paraíba do Sul,22678.15,3303708
53342,Paraty,63920.14,3303807
53343,Paty do Alferes,20065.93,3303856
53344,Petrópolis,44559.04,3303906
53345,Pinheiral,28471.64,3303955
53346,Piraí,76140.12,3304003
53347,Porciúncula,18484.49,3304102
53348,Porto Real,123194.69,3304110
53349,Quatis,19430.48,3304128
53350,Queimados,25782.11,3304144
53351,Quissamã,154726.99,3304151
53352,Resende,65208.31,3304201
53353,Rio Bonito,25822.81,3304300
53354,Rio Claro,21065.58,3304409
53355,Rio das Flores,23495.0,3304508
53356,Rio das Ostras,51379.2,3304524
53357,Rio de Janeiro,52833.25,3304557
53358,Santa Maria Madalena,18163.48,3304607
53359,Santo Antônio de Pádua,27256.95,3304706
53360,São Francisco de Itabapoana,24265.57,3304755
53361,São Fidélis,19002.34,3304805
53362,São Gonçalo,16916.33,3304904
53363,São João da Barra,220707.37,3305000
53364,São João de Meriti,20736.22,3305109
53365,São José de Ubá,24995.97,3305133
53366,São José do Vale do Rio Preto,24797.89,3305158
53367,São Pedro da Aldeia,23326.65,3305208
53368,São Sebastião do Alto,21688.85,3305307
53369,Sapucaia,41360.86,3305406
53370,Saquarema,120175.92,3305505
53371,Seropédica,50521.23,3305554
53372,Silva Jardim,22724.23,3305604
53373,Sumidouro,28031.26,3305703
53374,Tanguá,16878.1,3305752
53375,Teresópolis,29174.07,3305802
53376,Trajano de Moraes,19459.23,3305901
53377,Três Rios,53338.23,3306008
53378,Valença,26803.4,3306107
53379,Varre-Sai,17872.64,3306156
53380,Vassouras,29585.01,3306206
53381,Volta Redonda,40355.98,3306305
53382,Adamantina,32400.51,3500105
53383,Adolfo,31265.58,3500204
53384,Aguaí,28249.47,3500303
53385,Águas da Prata,20835.97,3500402
53386,Águas de Lindóia,28385.89,3500501
53387,Águas de Santa Bárbara,28759.37,3500550
53388,Águas de São Pedro,42279.55,3500600
53389,Agudos,61650.21,3500709
53390,Alambari,17145.55,3500758
53391,Alfredo Marcondes,20861.37,3500808
53392,Altair,21796.89,3500907
53393,Altinópolis,33073.73,3501004
53394,Alto Alegre,29423.18,3501103
53395,Alumínio,115258.2,3501152
53396,Álvares Florence,27525.23,3501202
53397,Álvares Machado,20521.18,3501301
53398,Álvaro de Carvalho,9698.65,3501400
53399,Alvinlândia,15723.04,3501509
53400,Americana,49876.81,3501608
53401,Américo Brasiliense,20947.93,3501707
53402,Américo de Campos,17089.52,3501806
53403,Amparo,58791.02,3501905
53404,Analândia,35504.77,3502002
53405,Andradina,35989.67,3502101
53406,Angatuba,39905.39,3502200
53407,Anhembi,22001.85,3502309
53408,Anhumas,18131.98,3502408
53409,Aparecida,31641.35,3502507
53410,Aparecida d'Oeste,24144.9,3502606
53411,Apiaí,24660.33,3502705
53412,Araçariguama,153904.22,3502754
53413,Araçatuba,39630.87,3502804
53414,Araçoiaba da Serra,24299.7,3502903
53415,Aramina,26353.62,3503000
53416,Arandu,21922.21,3503109
53417,Arapeí,13771.25,3503158
53418,Araraquara,42474.25,3503208
53419,Araras,44204.85,3503307
53420,Arco-Íris,23629.74,3503356
53421,Arealva,25106.13,3503406
53422,Areias,11917.32,3503505
53423,Areiópolis,12748.13,3503604
53424,Ariranha,76951.4,3503703
53425,Artur Nogueira,23354.82,3503802
53426,Arujá,72172.65,3503901
53427,Aspásia,18279.34,3503950
53428,Assis,33929.37,3504008
53429,Atibaia,48596.67,3504107
53430,Auriflama,20446.54,3504206
53431,Avaí,54472.96,3504305
53432,Avanhandava,23480.31,3504404
53433,Avaré,30291.15,3504503
53434,Bady Bassitt,22216.51,3504602
53435,Balbinos,9203.78,3504701
53436,Bálsamo,23847.85,3504800
53437,Bananal,16613.77,3504909
53438,Barão de Antonina,17833.37,3505005
53439,Barbosa,15383.22,3505104
53440,Bariri,33006.92,3505203
53441,Barra Bonita,31534.03,3505302
53442,Barra do Chapéu,18993.39,3505351
53443,Barra do Turvo,12681.92,3505401
53444,Barretos,39577.48,3505500
53445,Barrinha,15258.36,3505609
53446,Barueri,192647.61,3505708
53447,Bastos,51230.47,3505807
53448,Batatais,27051.01,3505906
53449,Bauru,40668.42,3506003
53450,Bebedouro,42748.59,3506102
53451,Bento de Abreu,40570.27,3506201
53452,Bernardino de Campos,24143.66,3506300
53453,Bertioga,28923.67,3506359
53454,Bilac,26088.06,3506409
53455,Birigui,27930.66,3506508
53456,Biritiba Mirim,23273.12,3506607
53457,Boa Esperança do Sul,21523.19,3506706
53458,Bocaina,18530.95,3506805
53459,Bofete,15488.12,3506904
53460,Boituva,48245.53,3507001
53461,Bom Jesus dos Perdões,35640.89,3507100
53462,Bom Sucesso de Itararé,14930.62,3507159
53463,Borá,50487.32,3507209
53464,Boracéia,80058.81,3507308
53465,Borborema,25499.23,3507407
53466,Borebi,21916.1,3507456
53467,Botucatu,35049.84,3507506
53468,Bragança Paulista,38406.56,3507605
53469,Braúna,17214.99,3507704
53470,Brejo Alegre,18955.8,3507753
53471,Brodowski,26766.3,3507803
53472,Brotas,38228.09,3507902
53473,Buri,23241.14,3508009
53474,Buritama,34928.27,3508108
53475,Buritizal,38103.35,3508207
53476,Cabrália Paulista,17384.78,3508306
53477,Cabreúva,107046.16,3508405
53478,Caçapava,42875.69,3508504
53479,Cachoeira Paulista,18545.37,3508603
53480,Caconde,21186.59,3508702
53481,Cafelândia,28578.22,3508801
53482,Caiabu,13974.78,3508900
53483,Caieiras,38554.9,3509007
53484,Caiuá,13425.75,3509106
53485,Cajamar,252959.85,3509205
53486,Cajati,48844.3,3509254
53487,Cajobi,14728.62,3509304
53488,Cajuru,22842.97,3509403
53489,Campina do Monte Alegre,19346.32,3509452
53490,Campinas,54710.07,3509502
53491,Campo Limpo Paulista,25363.13,3509601
53492,Campos do Jordão,25312.3,3509700
53493,Campos Novos Paulista,31173.28,3509809
53494,Cananéia,24497.84,3509908
53495,Canas,20955.63,3509957
53496,Cândido Mota,40606.45,3510005
53497,Cândido Rodrigues,37940.76,3510104
53498,Canitar,27219.57,3510153
53499,Capão Bonito,20043.74,3510203
53500,Capela do Alto,15014.46,3510302
53501,Capivari,38526.42,3510401
53502,Caraguatatuba,33193.25,3510500
53503,Carapicuíba,15356.09,3510609
53504,Cardoso,20839.72,3510708
53505,Casa Branca,29941.77,3510807
53506,Cássia dos Coqueiros,70523.08,3510906
53507,Castilho,33284.2,3511003
53508,Catanduva,35610.18,3511102
53509,Catiguá,16925.94,3511201
53510,Cedral,40145.71,3511300
53511,Cerqueira César,37123.81,3511409
53512,Cerquilho,39476.07,3511508
53513,Cesário Lange,25528.78,3511607
53514,Charqueada,19182.29,3511706
53515,Clementina,18367.51,3511904
53516,Colina,52217.05,3512001
53517,Colômbia,44436.0,3512100
53518,Conchal,25437.14,3512209
53519,Conchas,21280.28,3512308
53520,Cordeirópolis,127035.44,3512407
53521,Coroados,27237.96,3512506
53522,Coronel Macedo,18563.77,3512605
53523,Corumbataí,57695.92,3512704
53524,Cosmópolis,23981.18,3512803
53525,Cosmorama,47120.51,3512902
53526,Cotia,53632.41,3513009
53527,Cravinhos,34842.44,3513108
53528,Cristais Paulista,23226.33,3513207
53529,Cruzália,50074.55,3513306
53530,Cruzeiro,28945.24,3513405
53531,Cubatão,115116.84,3513504
53532,Cunha,12293.97,3513603
53533,Descalvado,46295.11,3513702
53534,Diadema,36097.9,3513801
53535,Dirce Reis,25213.89,3513850
53536,Divinolândia,27838.93,3513900
53537,Dobrada,12515.52,3514007
53538,Dois Córregos,24727.35,3514106
53539,Dolcinópolis,22385.72,3514205
53540,Dourado,56946.34,3514304
53541,Dracena,27573.28,3514403
53542,Duartina,19091.79,3514502
53543,Dumont,19740.38,3514601
53544,Echaporã,20263.36,3514700
53545,Eldorado,19766.99,3514809
53546,Elias Fausto,40503.17,3514908
53547,Elisiário,17830.65,3514924
53548,Embaúba,21912.8,3514957
53549,Embu das Artes,53798.98,3515004
53550,Embu-Guaçu,17452.19,3515103
53551,Emilianópolis,19039.28,3515129
53552,Engenheiro Coelho,25567.45,3515152
53553,Espírito Santo do Pinhal,34559.78,3515186
53554,Espírito Santo do Turvo,15296.78,3515194
53555,Estrela d'Oeste,48610.53,3515202
53556,Estrela do Norte,18307.13,3515301
53557,Euclides da Cunha Paulista,14501.68,3515350
53558,Fartura,23454.33,3515400
53559,Fernandópolis,31841.68,3515509
53560,Fernando Prestes,33831.94,3515608
53561,Fernão,38030.07,3515657
53562,Ferraz de Vasconcelos,16714.9,3515707
53563,Flora Rica,24174.01,3515806
53564,Floreal,22214.94,3515905
53565,Flórida Paulista,14009.81,3516002
53566,Florínea,52668.03,3516101
53567,Franca,28787.49,3516200
53568,Francisco Morato,9034.56,3516309
53569,Franco da Rocha,21442.87,3516408
53570,Gabriel Monteiro,27460.99,3516507
53571,Gália,23004.53,3516606
53572,Garça,26460.04,3516705
53573,Gastão Vidigal,15273.46,3516804
53574,Gavião Peixoto,225346.38,3516853
53575,General Salgado,21587.1,3516903
53576,Getulina,16109.13,3517000
53577,Glicério,22427.2,3517109
53578,Guaiçara,13646.78,3517208
53579,Guaimbê,27766.14,3517307
53580,Guaíra,83612.04,3517406
53581,Guapiaçu,29005.8,3517505
53582,Guapiara,19376.17,3517604
53583,Guará,23051.77,3517703
53584,Guaraçaí,31835.49,3517802
53585,Guaraci,28872.49,3517901
53586,Guarani d'Oeste,17057.04,3518008
53587,Guarantã,22623.53,3518107
53588,Guararapes,29671.54,3518206
53589,Guararema,48313.05,3518305
53590,Guaratinguetá,53273.58,3518404
53591,Guareí,12213.37,3518503
53592,Guariba,21915.57,3518602
53593,Guarujá,28417.36,3518701
53594,Guarulhos,47249.21,3518800
53595,Guatapará,30599.83,3518859
53596,Guzolândia,13301.42,3518909
53597,Herculândia,29219.01,3519006
53598,Holambra,67415.97,3519055
53599,Hortolândia,63810.17,3519071
53600,Iacanga,39365.76,3519105
53601,Iacri,26522.04,3519204
53602,Iaras,15632.82,3519253
53603,Ibaté,21736.81,3519303
53604,Ibirá,19765.24,3519402
53605,Ibirarema,21971.29,3519501
53606,Ibitinga,24939.53,3519600
53607,Ibiúna,23392.98,3519709
53608,Icém,21080.39,3519808
53609,Iepê,30742.42,3519907
53610,Igaraçu do Tietê,13242.69,3520004
53611,Igarapava,39767.17,3520103
53612,Igaratá,21953.32,3520202
53613,Iguape,40708.33,3520301
53614,Ilhabela,428020.22,3520400
53615,Ilha Comprida,93630.19,3520426
53616,Ilha Solteira,24339.08,3520442
53617,Indaiatuba,66489.24,3520509
53618,Indiana,13303.66,3520608
53619,Indiaporã,23427.52,3520707
53620,Inúbia Paulista,33703.63,3520806
53621,Ipaussu,22611.54,3520905
53622,Iperó,18424.29,3521002
53623,Ipeúna,62918.04,3521101
53624,Ipiguá,19582.16,3521150
53625,Iporanga,13751.83,3521200
53626,Ipuã,22422.43,3521309
53627,Iracemápolis,286384.27,3521408
53628,Irapuã,20098.62,3521507
53629,Irapuru,11569.78,3521606
53630,Itaberá,33740.36,3521705
53631,Itaí,25819.89,3521804
53632,Itajobi,40105.08,3521903
53633,Itaju,25439.78,3522000
53634,Itanhaém,20011.41,3522109
53635,Itaoca,12719.25,3522158
53636,Itapecerica da Serra,22084.42,3522208
53637,Itapetininga,29883.19,3522307
53638,Itapeva,30822.88,3522406
53639,Itapevi,50673.18,3522505
53640,Itapira,51107.82,3522604
53641,Itapirapuã Paulista,10801.45,3522653
53642,Itápolis,30497.54,3522703
53643,Itaporanga,19625.32,3522802
53644,Itapuí,43782.6,3522901
53645,Itapura,19449.94,3523008
53646,Itaquaquecetuba,20653.57,3523107
53647,Itararé,18709.48,3523206
53648,Itariri,18748.36,3523305
53649,Itatiba,52722.16,3523404
53650,Itatinga,19389.93,3523503
53651,Itirapina,39484.06,3523602
53652,Itirapuã,15885.28,3523701
53653,Itobi,17662.02,3523800
53654,Itu,47384.65,3523909
53655,Itupeva,120523.17,3524006
53656,Ituverava,38094.32,3524105
53657,Jaborandi,19844.9,3524204
53658,Jaboticabal,38082.72,3524303
53659,Jacareí,57183.66,3524402
53660,Jaci,63285.9,3524501
53661,Jacupiranga,28518.44,3524600
53662,Jaguariúna,214806.49,3524709
53663,Jales,32977.6,3524808
53664,Jambeiro,38568.38,3524907
53665,Jandira,33294.36,3525003
53666,Jardinópolis,27213.46,3525102
53667,Jarinu,84061.56,3525201
53668,Jaú,32636.39,3525300
53669,Jeriquara,32818.09,3525409
53670,Joanópolis,16137.27,3525508
53671,João Ramalho,28099.01,3525607
53672,José Bonifácio,34118.53,3525706
53673,Júlio Mesquita,11235.21,3525805
53674,Jumirim,36578.45,3525854
53675,Jundiaí,112068.21,3525904
53676,Junqueirópolis,28666.77,3526001
53677,Juquiá,18436.57,3526100
53678,Juquitiba,17311.76,3526209
53679,Lagoinha,12643.55,3526308
53680,Laranjal Paulista,40312.93,3526407
53681,Lavínia,12978.2,3526506
53682,Lavrinhas,14241.56,3526605
53683,Leme,32775.73,3526704
53684,Lençóis Paulista,44920.91,3526803
53685,Limeira,45035.17,3526902
53686,Lindóia,23262.78,3527009
53687,Lins,68996.22,3527108
53688,Lorena,32004.82,3527207
53689,Lourdes,15334.5,3527256
53690,Louveira,328612.49,3527306
53691,Lucélia,18498.7,3527405
53692,Lucianópolis,22527.97,3527504
53693,Luís Antônio,92760.78,3527603
53694,Luiziânia,13110.4,3527702
53695,Lupércio,16006.34,3527801
53696,Lutécia,27668.38,3527900
53697,Macatuba,37499.33,3528007
53698,Macaubal,20981.79,3528106
53699,Macedônia,20360.32,3528205
53700,Magda,30597.45,3528304
