,municipio,PIB,codigo
50804,Batalha,7730.17,2201507
50805,Bela Vista do Piauí,9573.07,2201556
50806,Belém do Piauí,9389.01,2201572
50807,Beneditinos,7882.27,2201606
50808,Bertolínia,11105.48,2201705
50809,Betânia do Piauí,8457.48,2201739
50810,Boa Hora,7921.8,2201770
50811,Bocaina,10398.82,2201804
50812,Bom Jesus,33342.98,2201903
50813,Bom Princípio do Piauí,9376.29,2201919
50814,Bonfim do Piauí,7772.89,2201929
50815,Boqueirão do Piauí,7275.24,2201945
50816,Brasileira,7075.52,2201960
50817,Brejo do Piauí,9037.71,2201988
50818,Buriti dos Lopes,9281.82,2202000
50819,Buriti dos Montes,7496.29,2202026
50820,Cabeceiras do Piauí,6784.71,2202059
50821,Cajazeiras do Piauí,7857.31,2202075
50822,Cajueiro da Praia,12114.5,2202083
50823,Caldeirão Grande do Piauí,15004.62,2202091
50824,Campinas do Piauí,8372.9,2202109
50825,Campo Alegre do Fidalgo,8383.38,2202117
50826,Campo Grande do Piauí,8865.2,2202133
50827,Campo Largo do Piauí,6746.84,2202174
50828,Campo Maior,13552.06,2202208
50829,Canavieira,8743.14,2202251
50830,Canto do Buriti,11073.05,2202307
50831,Capitão de Campos,8230.12,2202406
50832,Capitão Gervásio Oliveira,8492.0,2202455
50833,Caracol,7795.17,2202505
50834,Caraúbas do Piauí,7614.72,2202539
50835,Caridade do Piauí,8202.6,2202554
50836,Castelo do Piauí,9052.92,2202604
50837,Caxingó,8767.77,2202653
50838,Cocal,8471.41,2202703
50839,Cocal de Telha,8618.06,2202711
50840,Cocal dos Alves,8340.17,2202729
50841,Coivaras,8431.51,2202737
50842,Colônia do Gurguéia,9378.88,2202752
50843,Colônia do Piauí,7577.2,2202778
50844,Conceição do Canindé,10583.31,2202802
50845,Coronel José Dias,8360.11,2202851
50846,Corrente,16912.12,2202901
50847,Cristalândia do Piauí,7836.91,2203008
50848,Cristino Castro,10657.6,2203107
50849,Curimatá,9752.95,2203206
50850,Currais,40339.08,2203230
50851,Curralinhos,7114.35,2203255
50852,Curral Novo do Piauí,10985.15,2203271
50853,Demerval Lobão,13669.2,2203305
50854,Dirceu Arcoverde,8017.53,2203354
50855,Dom Expedito Lopes,11211.63,2203404
50856,Domingos Mourão,8189.16,2203420
50857,Dom Inocêncio,6911.31,2203453
50858,Elesbão Veloso,10353.77,2203503
50859,Eliseu Martins,10231.59,2203602
50860,Esperantina,10258.86,2203701
50861,Fartura do Piauí,6203.67,2203750
50862,Flores do Piauí,8989.33,2203800
50863,Floresta do Piauí,8628.52,2203859
50864,Floriano,20013.4,2203909
50865,Francinópolis,7453.53,2204006
50866,Francisco Ayres,8841.0,2204105
50867,Francisco Macedo,10121.09,2204154
50868,Francisco Santos,8308.9,2204204
50869,Fronteiras,9586.47,2204303
50870,Geminiano,9185.37,2204352
50871,Gilbués,24188.15,2204402
50872,Guadalupe,55678.32,2204501
50873,Guaribas,7654.19,2204550
50874,Hugo Napoleão,7773.1,2204600
50875,Ilha Grande,8092.28,2204659
50876,Inhuma,9301.2,2204709
50877,Ipiranga do Piauí,7684.86,2204808
50878,Isaías Coelho,7873.83,2204907
50879,Itainópolis,8508.08,2205003
50880,Itaueira,10608.92,2205102
50881,Jacobina do Piauí,9239.15,2205151
50882,Jaicós,9234.39,2205201
50883,Jardim do Mulato,6968.7,2205250
50884,Jatobá do Piauí,9263.19,2205276
50885,Jerumenha,11487.29,2205300
50886,João Costa,18335.32,2205359
50887,Joaquim Pires,7264.16,2205409
50888,Joca Marques,7600.64,2205458
50889,José de Freitas,9437.4,2205508
50890,Juazeiro do Piauí,9046.29,2205516
50891,Júlio Borges,10952.73,2205524
50892,Jurema,8577.15,2205532
50893,Lagoinha do Piauí,8691.55,2205540
50894,Lagoa Alegre,7852.75,2205557
50895,Lagoa do Barro do Piauí,95769.24,2205565
50896,Lagoa de São Francisco,7458.66,2205573
50897,Lagoa do Piauí,13414.0,2205581
50898,Lagoa do Sítio,8379.77,2205599
50899,Landri Sales,14571.05,2205607
50900,Luís Correia,10335.88,2205706
50901,Luzilândia,8506.35,2205805
50902,Madeiro,6740.61,2205854
50903,Manoel Emídio,9549.44,2205904
50904,Marcolândia,10322.11,2205953
50905,Marcos Parente,9903.72,2206001
50906,Massapê do Piauí,7118.55,2206050
50907,Matias Olímpio,7529.69,2206100
50908,Miguel Alves,7717.6,2206209
50909,Miguel Leão,13572.1,2206308
50910,Milton Brandão,7584.84,2206357
50911,Monsenhor Gil,8729.34,2206407
50912,Monsenhor Hipólito,8607.17,2206506
50913,Monte Alegre do Piauí,15924.5,2206605
50914,Morro Cabeça no Tempo,7362.46,2206654
50915,Morro do Chapéu do Piauí,7709.29,2206670
50916,Murici dos Portelas,7274.29,2206696
50917,Nazaré do Piauí,8200.97,2206704
50918,Nazária,9840.92,2206720
50919,Nossa Senhora de Nazaré,8181.69,2206753
50920,Nossa Senhora dos Remédios,8185.38,2206803
50921,Novo Oriente do Piauí,7632.98,2206902
50922,Novo Santo Antônio,8566.32,2206951
50923,Oeiras,13024.96,2207009
50924,Olho D'Água do Piauí,9592.54,2207108
50925,Padre Marcos,9124.86,2207207
50926,Paes Landim,9615.82,2207306
50927,Pajeú do Piauí,11434.78,2207355
50928,Palmeira do Piauí,17555.89,2207405
50929,Palmeirais,7953.39,2207504
50930,Paquetá,8997.06,2207553
50931,Parnaguá,8926.08,2207603
50932,Parnaíba,17163.13,2207702
50933,Passagem Franca do Piauí,8878.08,2207751
50934,Patos do Piauí,8236.79,2207777
50935,Pau D'Arco do Piauí,7290.67,2207793
50936,Paulistana,10797.76,2207801
50937,Pavussu,8433.04,2207850
50938,Pedro II,8878.4,2207900
50939,Pedro Laurentino,9643.1,2207934
50940,Nova Santa Rita,8939.7,2207959
50941,Picos,21336.04,2208007
50942,Pimenteiras,8097.01,2208106
50943,Pio IX,9884.4,2208205
50944,Piracuruca,10921.9,2208304
50945,Piripiri,12167.19,2208403
50946,Porto,7418.18,2208502
50947,Porto Alegre do Piauí,9273.74,2208551
50948,Prata do Piauí,7988.17,2208601
50949,Queimada Nova,9877.59,2208650
50950,Redenção do Gurguéia,9033.06,2208700
50951,Regeneração,9776.81,2208809
50952,Riacho Frio,9402.49,2208858
50953,Ribeira do Piauí,50692.88,2208874
50954,Ribeiro Gonçalves,43235.97,2208908
50955,Rio Grande do Piauí,8394.77,2209005
50956,Santa Cruz do Piauí,9045.66,2209104
50957,Santa Cruz dos Milagres,9281.83,2209153
50958,Santa Filomena,50254.97,2209203
50959,Santa Luz,9100.58,2209302
50960,Santana do Piauí,7781.03,2209351
50961,Santa Rosa do Piauí,7952.77,2209377
50962,Santo Antônio de Lisboa,10009.09,2209401
50963,Santo Antônio dos Milagres,7179.67,2209450
50964,Santo Inácio do Piauí,8874.07,2209500
50965,São Braz do Piauí,7637.32,2209559
50966,São Félix do Piauí,9950.64,2209609
50967,São Francisco de Assis do Piauí,8362.23,2209658
50968,São Francisco do Piauí,8216.96,2209708
50969,São Gonçalo do Gurguéia,15810.9,2209757
50970,São Gonçalo do Piauí,9008.98,2209807
50971,São João da Canabrava,8997.51,2209856
50972,São João da Fronteira,8223.61,2209872
50973,São João da Serra,8587.9,2209906
50974,São João da Varjota,6503.36,2209955
50975,São João do Arraial,7066.81,2209971
50976,São João do Piauí,16589.0,2210003
50977,São José do Divino,9473.17,2210052
50978,São José do Peixe,9621.59,2210102
50979,São José do Piauí,9118.22,2210201
50980,São Julião,8061.09,2210300
50981,São Lourenço do Piauí,7822.36,2210359
50982,São Luis do Piauí,8276.77,2210375
50983,São Miguel da Baixa Grande,9566.51,2210383
50984,São Miguel do Fidalgo,8368.03,2210391
50985,São Miguel do Tapuio,7936.82,2210409
50986,São Pedro do Piauí,8081.99,2210508
50987,São Raimundo Nonato,14228.88,2210607
50988,Sebastião Barros,11045.71,2210623
50989,Sebastião Leal,25034.11,2210631
50990,Sigefredo Pacheco,6914.3,2210656
50991,Simões,17371.2,2210706
50992,Simplício Mendes,14090.26,2210805
50993,Socorro do Piauí,7776.15,2210904
50994,Sussuapara,9728.25,2210938
50995,Tamboril do Piauí,8862.88,2210953
50996,Tanque do Piauí,10376.32,2210979
50997,Teresina,25458.5,2211001
50998,União,8976.06,2211100
50999,Uruçuí,68053.55,2211209
51000,Valença do Piauí,12434.45,2211308
51001,Várzea Branca,7863.29,2211357
51002,Várzea Grande,8085.86,2211407
51003,Vera Mendes,8795.48,2211506
51004,Vila Nova do Piauí,10248.47,2211605
51005,Wall Ferraz,7596.13,2211704
51006,Abaiara,8051.85,2300101
51007,Acarape,9544.34,2300150
51008,Acaraú,11329.55,2300200
51009,Acopiara,8527.43,2300309
51010,Aiuaba,7438.27,2300408
51011,Alcântaras,6976.04,2300507
51012,Altaneira,7703.87,2300606
51013,Alto Santo,10677.98,2300705
51014,Amontada,11911.02,2300754
51015,Antonina do Norte,8761.76,2300804
51016,Apuiarés,7802.14,2300903
51017,Aquiraz,32792.37,2301000
51018,Aracati,18818.74,2301109
51019,Aracoiaba,8688.06,2301208
51020,Ararendá,7749.56,2301257
51021,Araripe,7875.07,2301307
51022,Aratuba,10593.58,2301406
51023,Arneiroz,7500.79,2301505
51024,Assaré,8396.48,2301604
51025,Aurora,8503.8,2301703
51026,Baixio,8816.46,2301802
51027,Banabuiú,10088.09,2301851
51028,Barbalha,17347.6,2301901
51029,Barreira,8177.63,2301950
51030,Barro,8574.48,2302008
51031,Barroquinha,7352.07,2302057
51032,Baturité,10928.65,2302107
51033,Beberibe,16294.11,2302206
51034,Bela Cruz,8229.31,2302305
51035,Boa Viagem,8623.92,2302404
51036,Brejo Santo,13660.13,2302503
51037,Camocim,11306.83,2302602
51038,Campos Sales,9754.59,2302701
51039,Canindé,11541.95,2302800
51040,Capistrano,8736.09,2302909
51041,Caridade,6854.9,2303006
51042,Cariré,8861.12,2303105
51043,Caririaçu,7788.91,2303204
51044,Cariús,7731.54,2303303
51045,Carnaubal,7459.82,2303402
51046,Cascavel,12816.78,2303501
51047,Catarina,5749.66,2303600
51048,Catunda,10937.84,2303659
51049,Caucaia,19147.09,2303709
51050,Cedro,8048.99,2303808
51051,Chaval,7312.88,2303907
51052,Choró,9214.67,2303931
51053,Chorozinho,14198.96,2303956
51054,Coreaú,7605.58,2304004
51055,Crateús,11342.87,2304103
51056,Crato,13315.64,2304202
51057,Croatá,9928.16,2304236
51058,Cruz,11514.09,2304251
51059,Deputado Irapuan Pinheiro,7643.75,2304269
51060,Ereré,8013.73,2304277
51061,Eusébio,59678.97,2304285
51062,Farias Brito,9689.49,2304301
51063,Forquilha,9338.67,2304350
51064,Fortaleza,25254.44,2304400
51065,Fortim,12453.56,2304459
51066,Frecheirinha,19074.28,2304509
51067,General Sampaio,9169.88,2304608
51068,Graça,7359.99,2304657
51069,Granja,7216.25,2304707
51070,Granjeiro,9308.8,2304806
51071,Groaíras,7913.4,2304905
51072,Guaiúba,7815.77,2304954
51073,Guaraciaba do Norte,13750.88,2305001
51074,Guaramiranga,14492.44,2305100
51075,Hidrolândia,7669.66,2305209
51076,Horizonte,25238.28,2305233
51077,Ibaretama,8139.71,2305266
51078,Ibiapina,12499.61,2305308
51079,Ibicuitinga,8066.43,2305332
51080,Icapuí,17992.33,2305357
51081,Icó,9019.17,2305407
51082,Iguatu,16562.4,2305506
51083,Independência,9479.72,2305605
51084,Ipaporanga,7586.38,2305654
51085,Ipaumirim,9974.77,2305704
51086,Ipu,10630.67,2305803
51087,Ipueiras,7329.28,2305902
51088,Iracema,10450.22,2306009
51089,Irauçuba,7805.48,2306108
51090,Itaiçaba,8755.57,2306207
51091,Itaitinga,19036.94,2306256
51092,Itapajé,12151.92,2306306
51093,Itapipoca,12969.77,2306405
51094,Itapiúna,7155.92,2306504
51095,Itarema,14717.77,2306553
51096,Itatira,6323.87,2306603
51097,Jaguaretama,9383.55,2306702
51098,Jaguaribara,11119.86,2306801
51099,Jaguaribe,14728.93,2306900
51100,Jaguaruana,14080.15,2307007
51101,Jardim,8497.98,2307106
51102,Jati,13889.97,2307205
51103,Jijoca de Jericoacoara,24924.54,2307254
51104,Juazeiro do Norte,17772.55,2307304
51105,Jucás,9843.98,2307403
51106,Lavras da Mangabeira,8650.81,2307502
51107,Limoeiro do Norte,17569.97,2307601
51108,Madalena,7184.54,2307635
51109,Maracanaú,42778.34,2307650
51110,Maranguape,11897.88,2307700
51111,Marco,12190.47,2307809
51112,Martinópole,7147.23,2307908
51113,Massapê,7619.69,2308005
51114,Mauriti,8777.58,2308104
51115,Meruoca,7347.83,2308203
51116,Milagres,8754.93,2308302
51117,Milhã,10684.16,2308351
51118,Miraíma,6643.01,2308377
51119,Missão Velha,13325.51,2308401
51120,Mombaça,7825.89,2308500
51121,Monsenhor Tabosa,8194.74,2308609
51122,Morada Nova,16312.75,2308708
51123,Moraújo,7873.75,2308807
51124,Morrinhos,7192.97,2308906
51125,Mucambo,7391.43,2309003
51126,Mulungu,9857.56,2309102
51127,Nova Olinda,9353.48,2309201
51128,Nova Russas,9254.02,2309300
51129,Novo Oriente,8407.38,2309409
51130,Ocara,7424.97,2309458
51131,Orós,8634.91,2309508
51132,Pacajus,15884.12,2309607
51133,Pacatuba,12280.69,2309706
51134,Pacoti,10340.74,2309805
51135,Pacujá,7812.49,2309904
51136,Palhano,9555.15,2310001
51137,Palmácia,7049.06,2310100
51138,Paracuru,14420.42,2310209
51139,Paraipaba,13454.87,2310258
51140,Parambu,7617.58,2310308
51141,Paramoti,8799.21,2310407
51142,Pedra Branca,7698.6,2310506
51143,Penaforte,12428.39,2310605
51144,Pentecoste,13105.44,2310704
51145,Pereiro,22783.47,2310803
51146,Pindoretama,11968.67,2310852
51147,Piquet Carneiro,7973.95,2310902
51148,Pires Ferreira,6067.21,2310951
51149,Poranga,7232.71,2311009
51150,Porteiras,10373.44,2311108
51151,Potengi,7710.74,2311207
51152,Potiretama,10028.18,2311231
51153,Quiterianópolis,7713.59,2311264
51154,Quixadá,11463.4,2311306
51155,Quixelô,8815.22,2311355
51156,Quixeramobim,15148.01,2311405
51157,Quixeré,18106.04,2311504
51158,Redenção,11790.12,2311603
51159,Reriutaba,9534.82,2311702
51160,Russas,14078.8,2311801
51161,Saboeiro,8137.32,2311900
51162,Salitre,7684.18,2311959
51163,Santana do Acaraú,7088.77,2312007
51164,Santana do Cariri,7588.62,2312106
51165,Santa Quitéria,11499.93,2312205
51166,São Benedito,11350.31,2312304
51167,São Gonçalo do Amarante,77639.32,2312403
51168,São João do Jaguaribe,12389.96,2312502
51169,São Luís do Curu,8475.74,2312601
51170,Senador Pompeu,12362.48,2312700
51171,Senador Sá,6841.58,2312809
51172,Sobral,21919.49,2312908
51173,Solonópole,11953.56,2313005
51174,Tabuleiro do Norte,11997.07,2313104
51175,Tamboril,9139.65,2313203
51176,Tarrafas,8006.78,2313252
51177,Tauá,11245.42,2313302
51178,Tejuçuoca,6916.28,2313351
51179,Tianguá,19276.27,2313401
51180,Trairi,14036.17,2313500
51181,Tururu,7128.48,2313559
51182,Ubajara,16695.06,2313609
51183,Umari,7336.3,2313708
51184,Umirim,7977.17,2313757
51185,Uruburetama,13527.84,2313807
51186,Uruoca,12809.79,2313906
51187,Varjota,18238.38,2313955
51188,Várzea Alegre,9768.71,2314003
51189,Viçosa do Ceará,7921.75,2314102
51190,Acari,11739.54,2400109
51191,Açu,21401.61,2400208
51192,Afonso Bezerra,9240.78,2400307
51193,Água Nova,8585.5,2400406
51194,Alexandria,10712.92,2400505
51195,Almino Afonso,8492.91,2400604
51196,Alto do Rodrigues,33606.28,2400703
51197,Angicos,12469.25,2400802
51198,Antônio Martins,8172.59,2400901
51199,Apodi,14347.04,2401008
51200,Areia Branca,26529.59,2401107
51201,Arês,21644.08,2401206
51202,Campo Grande,10175.39,2401305
51203,Baía Formosa,17568.3,2401404
51204,Baraúna,23128.49,2401453
51205,Barcelona,10121.38,2401503
51206,Bento Fernandes,9621.56,2401602
51207,Bodó,113239.45,2401651
51208,Bom Jesus,8720.69,2401701
51209,Brejinho,12872.69,2401800
51210,Caiçara do Norte,12312.8,2401859
51211,Caiçara do Rio do Vento,10319.86,2401909
51212,Caicó,18847.18,2402006
51213,Campo Redondo,8347.95,2402105
51214,Canguaretama,16364.26,2402204
51215,Caraúbas,18419.65,2402303
51216,Carnaúba dos Dantas,10956.38,2402402
51217,Carnaubais,16235.56,2402501
51218,Ceará-Mirim,12235.69,2402600
51219,Cerro Corá,13019.01,2402709
51220,Coronel Ezequiel,8494.2,2402808
51221,Coronel João Pessoa,8826.47,2402907
51222,Cruzeta,13873.42,2403004
51223,Currais Novos,16947.02,2403103
51224,Doutor Severiano,9090.65,2403202
51225,Parnamirim,21398.33,2403251
51226,Encanto,8874.85,2403301
51227,Equador,10682.34,2403400
51228,Espírito Santo,7822.83,2403509
51229,Extremoz,15803.0,2403608
51230,Felipe Guerra,17417.53,2403707
51231,Fernando Pedroza,11235.47,2403756
51232,Florânia,9596.9,2403806
51233,Francisco Dantas,10207.36,2403905
51234,Frutuoso Gomes,9353.18,2404002
51235,Galinhos,34715.27,2404101
51236,Goianinha,15575.97,2404200
51237,Governador Dix-Sept Rosado,23095.22,2404309
51238,Grossos,15926.58,2404408
51239,Guamaré,110764.0,2404507
51240,Ielmo Marinho,8196.1,2404606
51241,Ipanguaçu,9722.06,2404705
51242,Ipueira,12575.72,2404804
51243,Itajá,11604.94,2404853
51244,Itaú,9936.95,2404903
51245,Jaçanã,7558.42,2405009
51246,Jandaíra,11050.53,2405108
51247,Janduís,16247.16,2405207
51248,Januário Cicco,7406.29,2405306
51249,Japi,8482.42,2405405
51250,Jardim de Angicos,11235.81,2405504
51251,Jardim de Piranhas,10017.12,2405603
51252,Jardim do Seridó,14380.09,2405702
51253,João Câmara,29922.28,2405801
51254,João Dias,9060.92,2405900
51255,José da Penha,9618.58,2406007
51256,Jucurutu,13626.37,2406106
51257,Jundiá,9547.24,2406155
51258,Lagoa d'Anta,8882.73,2406205
51259,Lagoa de Pedras,8614.95,2406304
51260,Lagoa de Velhos,13152.95,2406403
51261,Lagoa Nova,20719.09,2406502
51262,Lagoa Salgada,9390.3,2406601
51263,Lajes,10564.5,2406700
51264,Lajes Pintadas,9698.03,2406809
51265,Lucrécia,12919.11,2406908
51266,Luís Gomes,7756.49,2407005
51267,Macaíba,20782.6,2407104
51268,Macau,24873.78,2407203
51269,Major Sales,9956.37,2407252
51270,Marcelino Vieira,8467.06,2407302
51271,Martins,9569.79,2407401
51272,Maxaranguape,10904.11,2407500
51273,Messias Targino,19181.27,2407609
51274,Montanhas,8872.32,2407708
51275,Monte Alegre,10674.67,2407807
51276,Monte das Gameleiras,12066.57,2407906
51277,Mossoró,23290.37,2408003
51278,Natal,28113.21,2408102
51279,Nísia Floresta,15147.49,2408201
51280,Nova Cruz,13044.25,2408300
51281,Olho d'Água do Borges,9736.36,2408409
51282,Ouro Branco,11106.14,2408508
51283,Paraná,8726.27,2408607
51284,Paraú,11651.2,2408706
51285,Parazinho,65957.0,2408805
51286,Parelhas,17558.01,2408904
51287,Rio do Fogo,15090.46,2408953
51288,Passa e Fica,9241.46,2409100
51289,Passagem,11050.36,2409209
51290,Patu,10975.1,2409308
51291,Santa Maria,13208.86,2409332
51292,Pau dos Ferros,19008.79,2409407
51293,Pedra Grande,73661.56,2409506
51294,Pedra Preta,12210.87,2409605
51295,Pedro Avelino,9179.5,2409704
51296,Pedro Velho,9718.42,2409803
51297,Pendências,36116.49,2409902
51298,Pilões,9888.95,2410009
51299,Poço Branco,7647.86,2410108
51300,Portalegre,8181.55,2410207
51301,Porto do Mangue,24926.83,2410256
51302,Serra Caiada,8315.0,2410306
51303,Pureza,13075.55,2410405
51304,Rafael Fernandes,9134.88,2410504
51305,Rafael Godeiro,11165.1,2410603
51306,Riacho da Cruz,9643.76,2410702
51307,Riacho de Santana,9202.76,2410801
51308,Riachuelo,8922.23,2410900
51309,Rodolfo Fernandes,10081.25,2411007
51310,Tibau,25093.85,2411056
51311,Ruy Barbosa,9854.53,2411106
51312,Santa Cruz,16468.77,2411205
51313,Santana do Matos,10392.24,2411403
51314,Santana do Seridó,12692.64,2411429
51315,Santo Antônio,9911.53,2411502
51316,São Bento do Norte,128296.89,2411601
51317,São Bento do Trairí,9572.76,2411700
51318,São Fernando,15669.89,2411809
51319,São Francisco do Oeste,10985.52,2411908
51320,São Gonçalo do Amarante,15666.61,2412005
51321,São João do Sabugi,11262.44,2412104
51322,São José de Mipibu,18564.96,2412203
51323,São José do Campestre,7866.25,2412302
51324,São José do Seridó,25760.64,2412401
51325,São Miguel,10250.81,2412500
51326,São Miguel do Gostoso,32719.36,2412559
51327,São Paulo do Potengi,10649.82,2412609
51328,São Pedro,10693.71,2412708
51329,São Rafael,9696.24,2412807
51330,São Tomé,9342.43,2412906
51331,São Vicente,10511.66,2413003
51332,Senador Elói de Souza,8286.69,2413102
51333,Senador Georgino Avelino,27078.0,2413201
51334,Serra de São Bento,8531.83,2413300
51335,Serra do Mel,31884.47,2413359
51336,Serra Negra do Norte,11230.14,2413409
51337,Serrinha,10096.81,2413508
51338,Serrinha dos Pintos,9146.06,2413557
51339,Severiano Melo,18188.29,2413607
51340,Sítio Novo,8308.37,2413706
51341,Taboleiro Grande,10817.15,2413805
51342,Taipu,10140.79,2413904
51343,Tangará,9910.47,2414001
51344,Tenente Ananias,9096.9,2414100
51345,Tenente Laurentino Cruz,22053.28,2414159
51346,Tibau do Sul,26634.86,2414209
51347,Timbaúba dos Batistas,14538.02,2414308
51348,Touros,20431.35,2414407
51349,Triunfo Potiguar,12592.35,2414456
51350,Umarizal,12901.73,2414506
51351,Upanema,11917.06,2414605
