Name,CodMun,PIB per Capita,Quantidade de Leitos - Pneumologia,Quantidade de Leitos - Complementares,Quantidade de Leitos - Internacao,Quantidade de Profissionais de Saude,Quantidade de Ventiladores e Respiradores,Ventiladores e Respiradores em uso,Existem Favelas (s/n),Área (km²),Populacao (2019),Densidade Demográfica (hab/km²),Quantidade de Leitos - Pneumologia (por 100 mil hab)
Lajeado do Bugre-RS,431142,14935,,,,27,,,0.00,67.93,2564.00,37.74,
Lavras do Sul-RS,431150,22478,,,32.00,74,2.00,2.00,0.00,2600.61,7480.00,2.88,
Liberato Salzano-RS,431160,15496,,,,56,1.00,1.00,0.00,245.63,5219.00,21.25,
Lindolfo Collor-RS,431162,40339,,,,41,,,0.00,32.99,6054.00,183.50,
Linha Nova-RS,431164,23421,,,,16,,,0.00,63.73,1714.00,26.89,
Maçambará-RS,431171,37889,,,,12,,,,1682.83,4587.00,2.73,
Machadinho-RS,431170,18136,,,,64,1.00,1.00,0.00,334.45,5445.00,16.28,
Mampituba-RS,431173,11372,,,,35,,,0.00,158.03,2981.00,18.86,
Manoel Viana-RS,431175,23861,,,,59,,,,1390.70,7299.00,5.25,
Maquiné-RS,431177,12077,,,,45,,,0.00,621.70,6714.00,10.80,
Maratá-RS,431179,32094,,,,48,1.00,1.00,,81.18,2691.00,33.15,
Marau-RS,431180,38177,,,104.00,584,8.00,8.00,0.00,649.30,44161.00,68.01,
Marcelino Ramos-RS,431190,16759,,,52.00,74,2.00,2.00,,229.62,4402.00,19.17,
Mariana Pimentel-RS,431198,12113,,,,29,,,0.00,337.79,3885.00,11.50,
Mariano Moro-RS,431200,18948,,,,30,,,0.00,99.11,2031.00,20.49,
Marques de Souza-RS,431205,15319,,1.00,40.00,55,2.00,2.00,0.00,125.18,4009.00,32.03,
Mata-RS,431210,15938,,,28.00,60,,,0.00,311.88,4823.00,15.46,
Mato Castelhano-RS,431213,39943,,,,47,,,0.00,238.37,2540.00,10.66,
Mato Leitão-RS,431215,25089,,,,41,,,0.00,45.90,4515.00,98.36,
Mato Queimado-RS,431217,25916,,,,29,,,,114.64,1648.00,14.38,
Maximiliano de Almeida-RS,431220,15767,,1.00,39.00,56,1.00,1.00,1.00,208.53,4377.00,20.99,
Minas do Leão-RS,431225,15436,,,,63,,,0.00,424.34,8075.00,19.03,
Miraguaí-RS,431230,23822,,,,45,,,0.00,130.39,4925.00,37.77,
Montauri-RS,431235,30891,,,,24,,,,82.08,1453.00,17.70,
Monte Alegre dos Campos-RS,431237,13306,,,,34,,,,549.74,3226.00,5.87,
Monte Belo do Sul-RS,431238,36872,,,,33,,,,68.37,2548.00,37.27,
Montenegro-RS,431240,41998,4.00,32.00,216.00,1544,30.00,30.00,1.00,424.01,65264.00,153.92,6.13
Mormaço-RS,431242,27396,,,,35,,,1.00,146.11,3085.00,21.11,
Morrinhos do Sul-RS,431244,14466,,,,28,,,0.00,165.44,2949.00,17.83,
Morro Redondo-RS,431245,12327,,,19.00,44,2.00,2.00,0.00,244.65,6568.00,26.85,
Morro Reuter-RS,431247,21059,,,,51,4.00,4.00,,87.64,6407.00,73.11,
Mostardas-RS,431250,20527,,1.00,29.00,111,1.00,1.00,0.00,1983.00,12804.00,6.46,
Muçum-RS,431260,32773,,,31.00,87,1.00,1.00,,110.89,4954.00,44.67,
Muitos Capões-RS,431261,101313,,,,30,,,1.00,1197.93,3162.00,2.64,
Muliterno-RS,431262,21975,,,,33,,,,111.13,1893.00,17.03,
Não-Me-Toque-RS,431265,66693,,,101.00,213,2.00,2.00,0.00,361.67,17624.00,48.73,
Nicolau Vergueiro-RS,431267,43095,,,,29,,,1.00,155.82,1682.00,10.79,
Nonoai-RS,431270,22906,,,81.00,247,2.00,,1.00,469.31,11695.00,24.92,
Nova Alvorada-RS,431275,34034,,,,50,1.00,,0.00,149.36,3625.00,24.27,
Nova Araçá-RS,431280,34034,,,,54,,,,74.36,4759.00,64.00,
Nova Bassano-RS,431290,74481,,1.00,54.00,120,1.00,1.00,,211.61,9916.00,46.86,
Nova Boa Vista-RS,431295,29747,,,,35,,,,94.24,1775.00,18.84,
Nova Bréscia-RS,431300,21730,,,37.00,49,,,,102.82,3330.00,32.39,
Nova Candelária-RS,431301,35969,,,,31,,,,97.83,2698.00,27.58,
Nova Esperança do Sul-RS,431303,24817,,,,38,,,,191.00,5352.00,28.02,
Nova Hartz-RS,431306,33127,,,,108,,,0.00,62.56,21615.00,345.52,
Nova Pádua-RS,431308,19149,,,,13,,,0.00,103.24,2553.00,24.73,
Nova Palma-RS,431310,25642,,,52.00,105,1.00,1.00,0.00,313.51,6512.00,20.77,
Nova Petrópolis-RS,431320,28017,,1.00,38.00,269,3.00,3.00,0.00,291.30,21353.00,73.30,
Nova Prata-RS,431330,34959,2.00,,78.00,360,5.00,5.00,0.00,258.74,27257.00,105.34,7.34
Nova Ramada-RS,431333,35437,,,,27,,,,254.76,2242.00,8.80,
Nova Roma do Sul-RS,431335,26517,,,,28,,,,149.05,3689.00,24.75,
Nova Santa Rita-RS,431337,36802,,,,177,,,1.00,217.87,29300.00,134.48,
Novo Barreiro-RS,431349,16779,,,,50,,,0.00,123.58,4164.00,33.69,
Novo Cabrais-RS,431339,16820,,,,43,,,0.00,192.29,4196.00,21.82,
Novo Hamburgo-RS,431340,28335,6.00,93.00,459.00,4705,106.00,100.00,1.00,223.82,246748.00,1102.43,2.43
Novo Machado-RS,431342,22475,,,,56,,,0.00,218.67,3323.00,15.20,
Novo Xingu-RS,431346,22804,,,,30,,,,80.59,1719.00,21.33,
Osório-RS,431350,23859,,5.00,87.00,652,8.00,8.00,0.00,663.55,45994.00,69.31,
Paim Filho-RS,431360,17833,,1.00,49.00,69,1.00,1.00,0.00,182.18,3828.00,21.01,
Palmares do Sul-RS,431365,23374,,,39.00,126,,,1.00,949.21,11318.00,11.92,
Palmeira das Missões-RS,431370,29307,,2.00,107.00,425,5.00,5.00,0.00,1419.43,33303.00,23.46,
Palmitinho-RS,431380,18182,,,50.00,126,,,0.00,144.05,7057.00,48.99,
Panambi-RS,431390,39484,,3.00,70.00,479,2.00,,0.00,490.86,43667.00,88.96,
Pantano Grande-RS,431395,23718,,,,57,,,,841.23,9174.00,10.91,
Paraí-RS,431400,29478,,1.00,39.00,97,2.00,2.00,,120.42,7657.00,63.59,
Paraíso do Sul-RS,431402,15664,,1.00,32.00,57,,,0.00,337.84,7611.00,22.53,
Pareci Novo-RS,431403,18169,,,,37,,,,57.41,3837.00,66.84,
Parobé-RS,431405,17549,,,100.00,413,6.00,6.00,0.00,108.65,58272.00,536.35,
Passa Sete-RS,431406,15472,,,,48,,,,304.54,5702.00,18.72,
Passo do Sobrado-RS,431407,22376,,,,55,,,,265.11,6535.00,24.65,
Passo Fundo-RS,431410,36928,21.00,139.00,1123.00,5530,174.00,174.00,0.00,783.42,203275.00,259.47,10.33
Paulo Bento-RS,431413,31930,,,,26,,,1.00,148.37,2293.00,15.46,
Paverama-RS,431415,14997,,,,51,,,0.00,171.86,8487.00,49.38,
Pedro Osório-RS,431420,12333,,,50.00,85,1.00,1.00,,608.79,7730.00,12.70,
Pejuçara-RS,431430,48915,,1.00,16.00,68,2.00,2.00,,414.24,3874.00,9.35,
Pelotas-RS,431440,17353,,132.00,1101.00,6462,151.00,149.00,1.00,1610.09,342405.00,212.66,
Picada Café-RS,431442,54897,,,,41,1.00,1.00,0.00,85.15,5742.00,67.44,
Pinhal-RS,431445,21704,,,,24,,,,68.21,2579.00,37.81,
Pinhal da Serra-RS,431446,102491,,,,35,,,,437.35,1941.00,4.44,
Pinhal Grande-RS,431447,27882,,,30.00,54,,,,477.13,4350.00,9.12,
Pinheirinho do Vale-RS,431449,13825,,,,38,,,0.00,105.34,4871.00,46.24,
Pinheiro Machado-RS,431450,16077,,1.00,51.00,126,1.00,1.00,,2249.57,12271.00,5.45,
Pirapó-RS,431455,15143,,,,54,,,0.00,291.74,2304.00,7.90,
Piratini-RS,431460,13536,,3.00,105.00,149,2.00,2.00,0.00,3539.70,20663.00,5.84,
Planalto-RS,431470,12734,,1.00,50.00,143,3.00,3.00,0.00,230.42,10084.00,43.76,
Poço das Antas-RS,431475,27901,,,,27,,,,65.06,2098.00,32.24,
Pontão-RS,431477,47060,,,,33,,,0.00,505.71,3904.00,7.72,
Ponte Preta-RS,431478,25408,,,,24,,,,99.87,1547.00,15.49,
Portão-RS,431480,29258,,,52.00,288,3.00,3.00,0.00,159.90,37079.00,231.90,
Porto Alegre-RS,431490,39091,87.00,1272.00,7019.00,43885,1211.00,1057.00,1.00,496.68,1483771.00,2987.35,5.86
Porto Lucena-RS,431500,14468,,,50.00,72,1.00,1.00,0.00,250.08,4678.00,18.71,
Porto Mauá-RS,431505,15892,,,,31,,,0.00,105.56,2374.00,22.49,
Porto Vera Cruz-RS,431507,16355,,,,15,,,0.00,113.65,1360.00,11.97,
Porto Xavier-RS,431510,11826,,1.00,50.00,146,1.00,1.00,0.00,280.51,10246.00,36.53,
Pouso Novo-RS,431513,20826,,,,25,,,,106.53,1639.00,15.38,
Presidente Lucena-RS,431514,26447,,,,19,1.00,1.00,0.00,49.43,2901.00,58.69,
Progresso-RS,431515,15397,,1.00,49.00,119,6.00,6.00,0.00,255.86,6244.00,24.40,
Protásio Alves-RS,431517,22004,,,,21,,,,172.82,1947.00,11.27,
Putinga-RS,431520,17693,,,30.00,42,,,,205.05,3919.00,19.11,
Quaraí-RS,431530,13359,,,62.00,239,4.00,4.00,,3147.65,22687.00,7.21,
Quatro Irmãos-RS,431531,43900,,,,26,,,,267.99,1849.00,6.90,
Quevedos-RS,431532,45051,,,,42,,,,543.36,2788.00,5.13,
Quinze de Novembro-RS,431535,35506,,,19.00,52,1.00,1.00,,223.64,3796.00,16.97,
Redentora-RS,431540,12000,,,,116,,,0.00,302.68,11549.00,38.16,
Relvado-RS,431545,19247,,,,39,,,,123.44,2090.00,16.93,
Restinga Sêca-RS,431550,19692,,,51.00,123,2.00,2.00,0.00,956.05,15789.00,16.51,
Rio dos Índios-RS,431555,20174,,,,31,,,0.00,236.97,2752.00,11.61,
Rio Grande-RS,431560,39556,13.00,79.00,779.00,3218,36.00,35.00,0.00,2709.53,211005.00,77.88,6.16
Rio Pardo-RS,431570,17963,,4.00,97.00,538,3.00,3.00,1.00,2050.60,38275.00,18.67,
Riozinho-RS,431575,22987,,,33.00,71,,,0.00,239.56,4653.00,19.42,
Roca Sales-RS,431580,29927,,,38.00,67,1.00,1.00,1.00,208.63,11393.00,54.61,
Rodeio Bonito-RS,431590,19276,,,51.00,97,1.00,1.00,0.00,83.20,5867.00,70.52,
Rolador-RS,431595,29723,,,,28,,,0.00,295.01,2323.00,7.87,
Rolante-RS,431600,20532,,,52.00,244,2.00,2.00,0.00,295.64,21349.00,72.21,
Ronda Alta-RS,431610,21477,,2.00,108.00,206,3.00,3.00,0.00,419.35,10601.00,25.28,
Rondinha-RS,431620,23472,,1.00,32.00,65,,,,252.21,5130.00,20.34,
Roque Gonzales-RS,431630,14870,,2.00,35.00,72,2.00,2.00,0.00,346.62,6847.00,19.75,
Rosário do Sul-RS,431640,17220,,8.00,96.00,526,8.00,8.00,0.00,4369.67,39422.00,9.02,
Sagrada Família-RS,431642,17529,,,,35,,,,78.25,2609.00,33.34,
Saldanha Marinho-RS,431643,40865,,,19.00,55,,,0.00,221.60,2650.00,11.96,
Salto do Jacuí-RS,431645,19125,,,32.00,112,,,0.00,507.43,12449.00,24.53,
Salvador das Missões-RS,431647,30633,,,,41,,,,94.04,2733.00,29.06,
Salvador do Sul-RS,431650,35476,,,32.00,85,1.00,1.00,0.00,99.83,7799.00,78.13,
Sananduva-RS,431660,26714,,15.00,73.00,265,1.00,1.00,1.00,504.55,16270.00,32.25,
Sant'Ana do Livramento-RS,431710,15680,2.00,22.00,189.00,959,24.00,23.00,1.00,6950.39,77027.00,11.08,2.60
Santa Bárbara do Sul-RS,431670,58986,,,51.00,115,,,,975.51,7994.00,8.19,
Santa Cecília do Sul-RS,431673,34647,,,,33,,,0.00,199.40,1639.00,8.22,
Santa Clara do Sul-RS,431675,26548,,,,74,,,,86.64,6603.00,76.21,
Santa Cruz do Sul-RS,431680,53579,10.00,44.00,312.00,2211,23.00,23.00,1.00,733.41,130416.00,177.82,7.67
Santa Margarida do Sul-RS,431697,51753,,,,32,,,0.00,955.30,2562.00,2.68,
Santa Maria-RS,431690,20847,12.00,145.00,1032.00,4882,119.00,119.00,1.00,1788.13,282123.00,157.78,4.25
Santa Maria do Herval-RS,431695,27180,,,,30,,,0.00,139.60,6331.00,45.35,
Santa Rosa-RS,431720,31205,2.00,44.00,205.00,1446,26.00,26.00,0.00,489.80,73254.00,149.56,2.73
Santa Tereza-RS,431725,17508,,,,18,,,0.00,72.39,1729.00,23.88,
Santa Vitória do Palmar-RS,431730,20115,,2.00,65.00,239,5.00,5.00,,5244.38,29676.00,5.66,
Santana da Boa Vista-RS,431700,13538,,,,45,1.00,1.00,0.00,1420.62,8098.00,5.70,
Santiago-RS,431740,16783,,10.00,122.00,816,12.00,12.00,,2413.14,49425.00,20.48,
Santo Ângelo-RS,431750,22123,2.00,35.00,219.00,1270,37.00,37.00,0.00,680.50,77593.00,114.02,2.58
Santo Antônio da Patrulha-RS,431760,21318,8.00,,82.00,432,4.00,4.00,0.00,1049.81,42894.00,40.86,18.65
Santo Antônio das Missões-RS,431770,19978,,,,113,,,,1710.88,10175.00,5.95,
Santo Antônio do Palma-RS,431755,28568,,,,25,1.00,1.00,,126.09,2128.00,16.88,
Santo Antônio do Planalto-RS,431775,41961,,,,25,,,,203.44,2019.00,9.92,
Santo Augusto-RS,431780,28442,,,85.00,201,4.00,4.00,0.00,468.11,13885.00,29.66,
Santo Cristo-RS,431790,26323,,,56.00,131,4.00,4.00,0.00,366.89,14257.00,38.86,
Santo Expedito do Sul-RS,431795,21221,,,,24,,,0.00,125.74,2324.00,18.48,
São Borja-RS,431800,23325,,17.00,143.00,896,15.00,14.00,0.00,3616.03,60282.00,16.67,
São Domingos do Sul-RS,431805,15714,,,,32,,,0.00,78.95,3074.00,38.94,
São Francisco de Assis-RS,431810,16281,,,60.00,199,1.00,1.00,,2508.46,18335.00,7.31,
São Francisco de Paula-RS,431820,19036,,,59.00,156,1.00,1.00,0.00,3274.03,21710.00,6.63,
São Gabriel-RS,431830,18770,5.00,10.00,185.00,996,7.00,7.00,0.00,5023.84,62105.00,12.36,8.05
São Jerônimo-RS,431840,17762,,1.00,100.00,143,5.00,5.00,1.00,936.38,24248.00,25.90,
São João da Urtiga-RS,431842,20677,,,,39,,,,171.18,4657.00,27.21,
São João do Polêsine-RS,431843,19027,,,50.00,45,,,,85.17,2552.00,29.96,
São Jorge-RS,431844,22175,,,,32,,,,118.05,2824.00,23.92,
São José das Missões-RS,431845,16448,,,,33,,,0.00,98.07,2537.00,25.87,
São José do Herval-RS,431846,18310,,,,36,,,0.00,103.09,1971.00,19.12,
São José do Hortêncio-RS,431848,22571,,,,30,,,,64.11,4804.00,74.93,
São José do Inhacorá-RS,431849,28648,,,,31,1.00,,,77.81,2073.00,26.64,
São José do Norte-RS,431850,10030,,,53.00,302,4.00,4.00,1.00,1118.11,27568.00,24.66,
São José do Ouro-RS,431860,30676,,,53.00,122,2.00,2.00,0.00,334.77,6933.00,20.71,
São José do Sul-RS,431861,20476,,,,35,,,,59.03,2408.00,40.79,
São José dos Ausentes-RS,431862,22119,,,,35,,,0.00,1176.69,3527.00,3.00,
São Leopoldo-RS,431870,25958,,23.00,209.00,1715,24.00,21.00,1.00,102.74,236835.00,2305.21,
São Lourenço do Sul-RS,431880,17467,,,172.00,516,5.00,5.00,0.00,2036.13,43582.00,21.40,
São Luiz Gonzaga-RS,431890,25035,,2.00,122.00,441,2.00,2.00,1.00,1295.68,33468.00,25.83,
São Marcos-RS,431900,25995,,,77.00,200,5.00,5.00,,256.25,21556.00,84.12,
São Martinho-RS,431910,29813,,,39.00,89,2.00,2.00,,171.66,5426.00,31.61,
São Martinho da Serra-RS,431912,45519,,,,38,,,,669.55,3234.00,4.83,
São Miguel das Missões-RS,431915,46544,,1.00,38.00,107,2.00,2.00,,1229.85,7673.00,6.24,
São Nicolau-RS,431920,16048,,,,69,1.00,1.00,0.00,485.33,5265.00,10.85,
São Paulo das Missões-RS,431930,17223,,,36.00,85,4.00,4.00,0.00,223.89,5790.00,25.86,
São Pedro da Serra-RS,431935,16176,,,,27,,,0.00,35.39,3801.00,107.41,
São Pedro das Missões-RS,431936,20475,,,,27,,,1.00,79.97,2009.00,25.12,
São Pedro do Butiá-RS,431937,22351,,,,36,,,,107.63,2947.00,27.38,
São Pedro do Sul-RS,431940,15951,,,54.00,206,6.00,6.00,0.00,873.60,16198.00,18.54,
São Sebastião do Caí-RS,431950,22778,,,91.00,266,2.00,2.00,0.00,111.44,25685.00,230.49,
São Sepé-RS,431960,22467,,,64.00,194,2.00,2.00,1.00,2200.70,23621.00,10.73,
São Valentim-RS,431970,19766,,,,41,,,0.00,154.19,3299.00,21.40,
São Valentim do Sul-RS,431971,18930,,,,24,,,,92.24,2242.00,24.31,
São Valério do Sul-RS,431973,17207,,,,46,,,,107.97,2727.00,25.26,
São Vendelino-RS,431975,34478,,,,26,,,0.00,32.09,2243.00,69.90,
São Vicente do Sul-RS,431980,19671,,,14.00,76,1.00,1.00,0.00,1175.23,8721.00,7.42,
Sapiranga-RS,431990,27004,,19.00,122.00,526,12.00,12.00,1.00,138.31,81734.00,590.93,
Sapucaia do Sul-RS,432000,19186,3.00,39.00,116.00,1763,31.00,20.00,1.00,58.31,141075.00,2419.44,2.13
Sarandi-RS,432010,26926,,1.00,81.00,236,3.00,3.00,0.00,353.39,24489.00,69.30,
Seberi-RS,432020,23134,,1.00,50.00,162,2.00,2.00,,301.42,10750.00,35.66,
Sede Nova-RS,432023,26519,,,,41,,,,119.30,2907.00,24.37,
Segredo-RS,432026,14545,,,34.00,69,,,0.00,247.44,7421.00,29.99,
Selbach-RS,432030,33123,,,32.00,62,,,0.00,177.64,5100.00,28.71,
Senador Salgado Filho-RS,432032,23809,,,,33,,,,147.21,2779.00,18.88,
Sentinela do Sul-RS,432035,13378,,,,39,1.00,1.00,0.00,281.96,5581.00,19.79,
Serafina Corrêa-RS,432040,31075,,,55.00,251,2.00,2.00,0.00,163.28,17502.00,107.19,
Sério-RS,432045,15462,,,10.00,34,,,0.00,99.63,1962.00,19.69,
Sertão-RS,432050,33851,,1.00,49.00,81,,,,439.47,5415.00,12.32,
Sertão Santana-RS,432055,19186,,,,58,,,,251.85,6486.00,25.75,
Sete de Setembro-RS,432057,23458,,,,24,,,,129.99,1970.00,15.15,
Severiano de Almeida-RS,432060,19208,,,31.00,44,1.00,1.00,,167.61,3657.00,21.82,
Silveira Martins-RS,432065,15598,,,,25,1.00,,1.00,118.42,2384.00,20.13,
Sinimbu-RS,432067,15516,,2.00,48.00,119,,,0.00,510.12,10172.00,19.94,
Sobradinho-RS,432070,20275,,2.00,148.00,183,2.00,2.00,1.00,130.39,14967.00,114.79,
Soledade-RS,432080,18413,,,117.00,431,2.00,2.00,0.00,1213.41,31002.00,25.55,
Tabaí-RS,432085,15338,,,,48,,,0.00,94.75,4719.00,49.80,
Tapejara-RS,432090,30018,,2.00,92.00,523,,,,238.80,24111.00,100.97,
Tapera-RS,432100,28021,,,35.00,130,1.00,1.00,0.00,179.66,10584.00,58.91,
Tapes-RS,432110,15732,,1.00,49.00,135,1.00,1.00,0.00,806.30,17300.00,21.46,
Taquara-RS,432120,17562,3.00,10.00,89.00,436,12.00,12.00,0.00,457.86,57466.00,125.51,5.22
Taquari-RS,432130,20632,,1.00,81.00,282,2.00,2.00,1.00,349.97,26862.00,76.76,
Taquaruçu do Sul-RS,432132,25568,,,,32,,,,76.85,3072.00,39.97,
Tavares-RS,432135,12464,,,,41,,,1.00,604.25,5481.00,9.07,
Tenente Portela-RS,432140,18597,,25.00,113.00,661,15.00,15.00,1.00,338.08,13485.00,39.89,
Terra de Areia-RS,432143,13026,,,1.00,78,1.00,1.00,0.00,141.77,11204.00,79.03,
Teutônia-RS,432145,32546,5.00,,84.00,470,3.00,3.00,,178.62,33232.00,186.04,15.05
Tio Hugo-RS,432146,31689,,,,32,,,0.00,114.24,3030.00,26.52,
Tiradentes do Sul-RS,432147,15004,,,,40,,,1.00,234.48,5704.00,24.33,
Toropi-RS,432149,17891,,,,32,,,0.00,202.98,2806.00,13.82,
Torres-RS,432150,19966,,7.00,66.00,765,10.00,10.00,0.00,160.19,38732.00,241.78,
Tramandaí-RS,432160,15926,,44.00,94.00,885,37.00,37.00,1.00,144.41,51715.00,358.12,
Travesseiro-RS,432162,22984,,,,15,,,,81.12,2336.00,28.80,
Três Arroios-RS,432163,36016,,,,49,,,,148.58,2668.00,17.96,
Três Cachoeiras-RS,432166,15167,,,,96,,,0.00,251.06,11053.00,44.03,
Três Coroas-RS,432170,30393,,,75.00,191,1.00,1.00,0.00,185.54,28220.00,152.10,
Três de Maio-RS,432180,26913,,7.00,69.00,399,10.00,10.00,0.00,422.20,23906.00,56.62,
Três Forquilhas-RS,432183,14240,,,,34,,,,217.39,2697.00,12.41,
Três Palmeiras-RS,432185,21354,,,,55,,,,180.60,4271.00,23.65,
Três Passos-RS,432190,21965,,10.00,104.00,487,11.00,11.00,1.00,268.40,23906.00,89.07,
Trindade do Sul-RS,432195,21570,,1.00,48.00,75,,,0.00,268.42,5802.00,21.62,
Triunfo-RS,432200,215393,,,50.00,329,4.00,4.00,0.00,818.80,29538.00,36.07,
Tucunduva-RS,432210,25373,,,34.00,77,2.00,2.00,0.00,180.81,5678.00,31.40,
Tunas-RS,432215,13868,,,,34,,,0.00,218.07,4569.00,20.95,
Tupanci do Sul-RS,432218,24176,,,,22,,,,135.12,1472.00,10.89,
Tupanciretã-RS,432220,42574,,,73.00,147,3.00,1.00,0.00,2251.87,23948.00,10.63,
Tupandi-RS,432225,74204,,,,42,,,,59.54,4855.00,81.54,
Tuparendi-RS,432230,23730,,3.00,37.00,108,4.00,4.00,0.00,307.68,7893.00,25.65,
Turuçu-RS,432232,19888,,,,37,,,,253.64,3438.00,13.55,
Ubiretama-RS,432234,19385,,,,27,,,,126.69,2015.00,15.90,
União da Serra-RS,432235,30199,,,,23,,,,130.99,1154.00,8.81,
Unistalda-RS,432237,17898,,,,28,,,,602.39,2338.00,3.88,
Uruguaiana-RS,432240,16065,2.00,49.00,196.00,1262,40.00,40.00,0.00,5715.79,126970.00,22.21,1.58
Vacaria-RS,432250,25759,,10.00,147.00,660,16.00,16.00,1.00,2123.68,66218.00,31.18,
Vale do Sol-RS,432253,16857,,1.00,39.00,94,2.00,1.00,0.00,328.23,11781.00,35.89,
Vale Real-RS,432254,16004,,,,42,,,0.00,45.09,5913.00,131.15,
Vale Verde-RS,432252,18608,,,,25,,,,329.73,3497.00,10.61,
Vanini-RS,432255,22764,,,,26,,,0.00,64.87,2113.00,32.57,
Venâncio Aires-RS,432260,37384,,10.00,121.00,840,25.00,25.00,0.00,773.24,71554.00,92.54,
Vera Cruz-RS,432270,22345,,1.00,49.00,195,3.00,3.00,1.00,309.62,26863.00,86.76,
Veranópolis-RS,432280,35845,,,63.00,317,3.00,3.00,1.00,289.34,26241.00,90.69,
Vespasiano Corrêa-RS,432285,25795,,,,22,,,,113.89,1815.00,15.94,
Viadutos-RS,432290,22125,,2.00,50.00,50,,,0.00,268.36,4756.00,17.72,
Viamão-RS,432300,10722,,15.00,347.00,1028,19.00,19.00,1.00,1497.02,255224.00,170.49,
Vicente Dutra-RS,432310,14623,,,,32,,,,195.04,4670.00,23.94,
Victor Graeff-RS,432320,47812,,,,35,,,,238.27,2882.00,12.10,
Vila Flores-RS,432330,41659,,,,28,,,0.00,107.91,3385.00,31.37,
Vila Lângaro-RS,432335,39498,,,,26,,,,152.17,2091.00,13.74,
Vila Maria-RS,432340,43667,,,,41,,,,181.44,4358.00,24.02,
Vila Nova do Sul-RS,432345,17820,,,,50,,,0.00,507.94,4280.00,8.43,
Vista Alegre-RS,432350,18228,,,,30,1.00,1.00,0.00,77.45,2752.00,35.53,
Vista Alegre do Prata-RS,432360,26784,,,,10,,,0.00,119.33,1561.00,13.08,
Vista Gaúcha-RS,432370,18804,,,,27,,,,88.72,2851.00,32.14,
Vitória das Missões-RS,432375,18283,,,,27,,,0.00,259.61,3133.00,12.07,
Westfália-RS,432377,35743,,,,41,,,,64.00,3014.00,47.10,
Xangri-lá-RS,432380,22553,,,,116,,,1.00,60.69,16408.00,270.37,
Água Clara-MS,500020,33498,,,17.00,226,2.00,1.00,0.00,11031.13,15522.00,1.41,
Alcinópolis-MS,500025,26133,,,,81,,,,4399.69,5343.00,1.21,
Amambai-MS,500060,17224,,,107.00,519,3.00,3.00,0.00,4202.34,39396.00,9.37,
Anastácio-MS,500070,11756,,,26.00,246,1.00,1.00,0.00,2949.14,25135.00,8.52,
Anaurilândia-MS,500080,20769,,,12.00,171,2.00,2.00,0.00,3395.44,9035.00,2.66,
Angélica-MS,500085,43858,,,26.00,157,,,0.00,1273.27,10780.00,8.47,
Antônio João-MS,500090,14762,,,7.00,162,,,0.00,1145.18,8956.00,7.82,
Aparecida do Taboado-MS,500100,33659,,2.00,106.00,279,,,0.00,2750.15,25745.00,9.36,
Aquidauana-MS,500110,14219,,20.00,143.00,798,11.00,9.00,1.00,16957.78,47871.00,2.82,
Aral Moreira-MS,500124,41833,,1.00,9.00,164,,,1.00,1655.66,12149.00,7.34,
Bandeirantes-MS,500150,33406,,,12.00,125,,,0.00,3115.69,6788.00,2.18,
Bataguassu-MS,500190,23312,,,35.00,334,2.00,2.00,,2415.30,23024.00,9.53,
Batayporã-MS,500200,27342,,,,119,,,0.00,1828.03,11329.00,6.20,
Bela Vista-MS,500210,14605,,1.00,32.00,245,1.00,,0.00,4892.62,24629.00,5.03,
Bodoquena-MS,500215,22689,,,8.00,142,2.00,2.00,0.00,2507.32,7875.00,3.14,
Bonito-MS,500220,20853,,,26.00,301,1.00,1.00,0.00,4934.43,21976.00,4.45,
Brasilândia-MS,500230,36965,,,20.00,171,,,,5806.91,11872.00,2.04,
Caarapó-MS,500240,32177,,,39.00,391,2.00,2.00,1.00,2089.61,30174.00,14.44,
Camapuã-MS,500260,21309,,1.00,22.00,224,,,0.00,6229.63,13711.00,2.20,
Campo Grande-MS,500270,24839,26.00,427.00,2220.00,17030,583.00,555.00,1.00,8092.97,895982.00,110.71,2.90
Caracol-MS,500280,15641,,1.00,8.00,75,,,0.00,2940.26,6116.00,2.08,
Cassilândia-MS,500290,19539,,,59.00,279,3.00,3.00,,3649.57,21939.00,6.01,
Chapadão do Sul-MS,500295,52716,,2.00,80.00,439,5.00,5.00,,3851.00,25218.00,6.55,
Corguinho-MS,500310,14719,,,2.00,64,,,0.00,2639.86,5947.00,2.25,
Coronel Sapucaia-MS,500315,10643,,,9.00,168,,,1.00,1025.05,15253.00,14.88,
Corumbá-MS,500320,25923,,10.00,202.00,1334,22.00,22.00,1.00,64962.84,111435.00,1.72,
Costa Rica-MS,500325,55995,,1.00,59.00,412,5.00,4.00,,5371.81,20823.00,3.88,
Coxim-MS,500330,20394,,,93.00,610,6.00,6.00,0.00,6409.23,33543.00,5.23,
Deodápolis-MS,500345,15094,,,12.00,199,,,0.00,831.21,12924.00,15.55,
Dois Irmãos do Buriti-MS,500348,15656,,1.00,19.00,163,2.00,1.00,0.00,2344.60,11385.00,4.86,
Douradina-MS,500350,14877,,,,83,,,,280.79,5924.00,21.10,
Dourados-MS,500370,26908,11.00,121.00,618.00,4594,122.00,122.00,1.00,4086.24,222949.00,54.56,4.93
Eldorado-MS,500375,21927,,1.00,57.00,148,3.00,3.00,0.00,1017.79,12353.00,12.14,
