Name,CodMun,PIB per Capita,Quantidade de Leitos - Pneumologia,Quantidade de Leitos - Complementares,Quantidade de Leitos - Internacao,Quantidade de Profissionais de Saude,Quantidade de Ventiladores e Respiradores,Ventiladores e Respiradores em uso,Existem Favelas (s/n),Área (km²),Populacao (2019),Densidade Demográfica (hab/km²),Quantidade de Leitos - Pneumologia (por 100 mil hab)
São Paulo de Olivença-AM,130390,4962,,,22.00,630,,,1.00,19745.93,39299.00,1.99,
São Sebastião do Uatumã-AM,130395,6097,,,20.00,171,1.00,1.00,0.00,10741.06,14020.00,1.31,
Silves-AM,130400,9382,,1.00,20.00,197,,,,3748.83,9171.00,2.45,
Tabatinga-AM,130406,5627,,13.00,51.00,1258,13.00,13.00,1.00,3224.88,65844.00,20.42,
Tapauá-AM,130410,8327,,,35.00,323,1.00,,1.00,89325.27,17156.00,0.19,
Tefé-AM,130420,8602,,9.00,92.00,1007,2.00,2.00,1.00,23704.49,59849.00,2.52,
Tonantins-AM,130423,5496,,,33.00,299,,,1.00,6432.68,18755.00,2.92,
Uarini-AM,130426,8294,,1.00,20.00,225,,,,10246.24,13540.00,1.32,
Urucará-AM,130430,14799,,1.00,39.00,247,,,,27903.37,16256.00,0.58,
Urucurituba-AM,130440,5489,,,32.00,347,,,1.00,2906.70,23065.00,7.94,
Alto Alegre-RR,140005,11154,,1.00,26.00,514,,,,25566.97,15510.00,0.61,
Amajari-RR,140002,11656,,,,276,,,0.00,28472.26,12796.00,0.45,
Boa Vista-RR,140010,21663,21.00,92.00,935.00,6542,149.00,103.00,1.00,5687.02,399213.00,70.20,5.26
Bonfim-RR,140015,16851,,1.00,14.00,239,,,0.00,8095.40,12409.00,1.53,
Cantá-RR,140017,12048,,,,213,,,0.00,7664.81,18335.00,2.39,
Caracaraí-RR,140020,13345,,,24.00,300,,,1.00,47410.95,21926.00,0.46,
Caroebe-RR,140023,14247,,,16.00,144,,,,12066.19,10169.00,0.84,
Iracema-RR,140028,11804,,,1.00,169,,,0.00,14409.55,11950.00,0.83,
Mucajaí-RR,140030,13378,,1.00,22.00,265,,,0.00,12461.18,17853.00,1.43,
Normandia-RR,140040,10456,,1.00,20.00,157,,,,6966.79,11290.00,1.62,
Pacaraima-RR,140045,11673,,1.00,13.00,194,,,0.00,8028.46,17401.00,2.17,
Rorainópolis-RR,140047,15563,,1.00,30.00,415,3.00,3.00,0.00,33593.99,30163.00,0.90,
São João da Baliza-RR,140050,15338,,1.00,15.00,119,,,0.00,4285.04,8201.00,1.91,
São Luiz-RR,140060,13069,,1.00,17.00,141,,,0.00,1526.88,7986.00,5.23,
Uiramutã-RR,140070,8910,,,,100,,,0.00,8065.54,10559.00,1.31,
Abaetetuba-PA,150010,6483,,16.00,224.00,1195,10.00,10.00,0.00,1610.60,157698.00,97.91,
Abel Figueiredo-PA,150013,8133,,1.00,21.00,114,1.00,1.00,1.00,614.27,7434.00,12.10,
Acará-PA,150020,16073,,,33.00,360,9.00,9.00,0.00,4343.79,55591.00,12.80,
Afuá-PA,150030,7139,,,30.00,221,,,1.00,8372.76,39218.00,4.68,
Água Azul do Norte-PA,150034,11441,,,40.00,279,,,0.00,7113.94,27430.00,3.86,
Alenquer-PA,150040,10316,,9.00,97.00,337,,,0.00,23645.37,56789.00,2.40,
Almeirim-PA,150050,13106,,,94.00,330,4.00,4.00,1.00,72954.53,34109.00,0.47,
Altamira-PA,150060,29183,1.00,40.00,251.00,2054,43.00,43.00,1.00,159533.40,114594.00,0.72,0.87
Anajás-PA,150070,5739,,1.00,20.00,330,,,1.00,6921.72,29277.00,4.23,
Ananindeua-PA,150080,11091,,116.00,853.00,5258,115.00,97.00,1.00,190.50,530598.00,2785.26,
Anapu-PA,150085,8676,,1.00,35.00,221,1.00,1.00,0.00,11895.47,27890.00,2.34,
Augusto Corrêa-PA,150090,5932,,,86.00,345,,,,1091.54,45998.00,42.14,
Aurora do Pará-PA,150095,8155,,,58.00,251,1.00,1.00,0.00,1811.82,31338.00,17.30,
Aveiro-PA,150100,5497,,,,125,1.00,1.00,,17073.79,16388.00,0.96,
Bagre-PA,150110,4275,,1.00,15.00,210,1.00,1.00,0.00,4397.30,30673.00,6.98,
Baião-PA,150120,6359,,1.00,30.00,293,3.00,3.00,1.00,3758.28,47446.00,12.62,
Bannach-PA,150125,15351,,1.00,10.00,80,,,0.00,2956.64,3286.00,1.11,
Barcarena-PA,150130,26663,,31.00,145.00,1376,31.00,31.00,1.00,1310.33,124680.00,95.15,
Belém-PA,150140,18074,66.00,774.00,3472.00,18779,675.00,641.00,1.00,1059.40,1492745.00,1409.04,4.42
Belterra-PA,150145,15904,,1.00,20.00,152,,,0.00,4398.41,17732.00,4.03,
Benevides-PA,150150,16852,,,,495,2.00,2.00,0.00,187.82,62737.00,334.02,
Bom Jesus do Tocantins-PA,150157,6771,,,31.00,153,7.00,7.00,0.00,2816.47,16981.00,6.03,
