municipio;estado;regiao;Presente;Total_Alunos;populacaoTCU2019;casosAcumulado;obitosAcumulado;casosNovos_Semana;obitosNovos_Semana;Casos_per_capita;Mortes_per_capita;Relacao_Presenca;Relacao_casos_mes;Relacao_obitos_mes;diferenca;codigo
Epitaciolândia;Acre;Norte;26.0;59.0;18411.0;1581.0;36;0;0;0.08587257617728532;0.001955352778230406;0.4406779661016949;0.0;0.0;36.260072242289525;1200252.0
Santa Brígida;Bahia;Nordeste;11.0;19.0;14213.0;975.0;21;0;0;0.06859916977415043;0.0014775205797509323;0.5789473684210527;0.0;0.0;23.7719298245614;2927606.0
Rio das Flores;Rio de Janeiro;Sudeste;8.0;25.0;9284.0;535.0;17;0;0;0.057626023265833694;0.0018311072813442482;0.32;0.0;0.0;54.11111111111112;3304508.0
Mucurici;Espírito Santo;Sudeste;13.0;25.0;5524.0;663.0;9;1;0;0.12002172338884866;0.0016292541636495294;0.52;0.00018102824040550325;0.0;29.48148148148148;3203601.0
Buri;São Paulo;Sudeste;30.0;85.0;19878.0;2657.0;93;0;0;0.13366535868799678;0.004678539088439481;0.35294117647058826;0.0;0.0;30.446623093681914;3508009.0
Caridade;Ceará;Nordeste;183.0;275.0;22547.0;1704.0;52;0;0;0.07557546458508893;0.002306293520202244;0.6654545454545454;0.0;0.0;27.65744400527009;2303006.0
Ilhabela;São Paulo;Sudeste;56.0;114.0;34970.0;7428.0;43;0;0;0.2124106376894481;0.0012296253931941665;0.49122807017543857;0.0;0.0;20.788697407234903;3520400.0
Garrafão do Norte;Pará;Norte;29.0;45.0;26066.0;1469.0;11;0;0;0.05635694007519374;0.0004220056778945753;0.6444444444444445;0.0;0.0;11.642512077294686;1503077.0
Pedra Bonita;Minas Gerais;Sudeste;4.0;8.0;7097.0;424.0;8;0;0;0.059743553614203186;0.0011272368606453432;0.5;0.0;0.0;42.85714285714286;3148756.0
Passo do Sobrado;Rio Grande do Sul;Sul;11.0;17.0;6535.0;691.0;15;0;0;0.10573833205814843;0.0022953328232593728;0.6470588235294118;0.0;0.0;21.96078431372549;4314076.0
Jandaia do Sul;Paraná;Sul;49.0;79.0;21176.0;3170.0;85;1;0;0.14969777106157914;0.004013978088401964;0.620253164556962;4.7223271628258404e-05;0.0;17.9746835443038;4112108.0
Vale do Sol;Rio Grande do Sul;Sul;9.0;16.0;11781.0;923.0;20;0;0;0.07834649011119599;0.0016976487564722858;0.5625;0.0;0.0;26.358695652173918;4322533.0
Boa Vista do Gurupi;Maranhão;Nordeste;10.0;13.0;9287.0;15.0;4;0;0;0.0016151609777107785;0.0004307095940562076;0.7692307692307693;0.0;0.0;18.91025641025641;2101970.0
São Sepé;Rio Grande do Sul;Sul;26.0;44.0;23621.0;2092.0;62;1;0;0.08856525972651454;0.002624783032047754;0.5909090909090909;4.2335210194318616e-05;0.0;35.909090909090914;4319604.0
São Domingos das Dores;Minas Gerais;Sudeste;10.0;13.0;5644.0;613.0;13;0;0;0.10861091424521616;0.002303330970942594;0.7692307692307693;0.0;0.0;-12.47863247863248;3160959.0
Porto Real;Rio de Janeiro;Sudeste;18.0;41.0;19683.0;2200.0;41;0;0;0.11177157953563989;0.002083015800436925;0.43902439024390244;0.0;0.0;35.0449293966624;3304110.0
São Francisco do Conde;Bahia;Nordeste;39.0;74.0;39802.0;3797.0;69;0;0;0.09539721622029043;0.0017335812270740164;0.527027027027027;0.0;0.0;32.514688601645126;2929206.0
Nova Canaã;Bahia;Nordeste;6.0;14.0;16462.0;734.0;22;0;0;0.044587534928927225;0.001336411128659944;0.42857142857142855;0.0;0.0;42.85714285714285;2922706.0
Paramirim;Bahia;Nordeste;52.0;86.0;21607.0;681.0;20;0;0;0.03151756375248762;0.0009256259545517657;0.6046511627906976;0.0;0.0;32.86821705426357;2923605.0
Canaã;Minas Gerais;Sudeste;9.0;18.0;4563.0;369.0;2;0;0;0.08086785009861933;0.00043830813061582295;0.5;0.0;0.0;46.66666666666666;3111705.0
São José do Norte;Rio Grande do Sul;Sul;29.0;40.0;27568.0;1860.0;49;1;0;0.06746952988972722;0.001777423099245502;0.725;3.627394080092861e-05;0.0;19.65686274509804;4318507.0
Mato Castelhano;Rio Grande do Sul;Sul;6.0;10.0;2540.0;423.0;15;0;0;0.16653543307086613;0.005905511811023622;0.6;0.0;0.0;;4312138.0
Heliodora;Minas Gerais;Sudeste;7.0;16.0;6558.0;723.0;16;1;0;0.11024702653247942;0.002439768222018908;0.4375;0.00015248551387618176;0.0;27.67857142857143;3129202.0
Boa Hora;Piauí;Nordeste;26.0;45.0;6781.0;600.0;7;0;0;0.08848252470137148;0.0010322961215160006;0.5777777777777777;0.0;0.0;36.26984126984127;2201770.0
Vitória das Missões;Rio Grande do Sul;Sul;12.0;15.0;3133.0;384.0;12;0;0;0.12256623045004787;0.003830194701563996;0.8;0.0;0.0;10.909090909090908;4323754.0
Tacima;Paraíba;Nordeste;15.0;26.0;10911.0;459.0;10;0;0;0.042067638163321416;0.0009165062780680048;0.5769230769230769;0.0;0.0;18.4981684981685;2516409.0
São José do Herval;Rio Grande do Sul;Sul;3.0;5.0;1971.0;220.0;3;0;0;0.11161846778285134;0.0015220700152207;0.6;0.0;0.0;;4318465.0
Uarini;Amazonas;Norte;24.0;134.0;13540.0;1973.0;26;0;0;0.14571639586410634;0.0019202363367799113;0.1791044776119403;0.0;0.0;36.77705223880598;1304260.0
Bananeiras;Paraíba;Nordeste;64.0;85.0;21318.0;1587.0;27;0;0;0.07444413171967351;0.0012665353222628764;0.7529411764705882;0.0;0.0;16.584054941773665;2501500.0
Itaporã;Mato Grosso do Sul;Centro-Oeste;50.0;73.0;24839.0;2019.0;49;1;0;0.0812834655179355;0.0019727042151455373;0.684931506849315;4.02592696968477e-05;0.0;10.752132333936416;5004502.0
Paulo de Faria;São Paulo;Sudeste;11.0;32.0;8945.0;671.0;36;0;0;0.07501397428731135;0.004024594745667971;0.34375;0.0;0.0;44.69476744186046;3536604.0
Piumhi;Minas Gerais;Sudeste;96.0;141.0;34691.0;5811.0;119;1;0;0.1675074226744689;0.0034302845118330404;0.6808510638297872;2.882592026750454e-05;0.0;13.733075435203094;3151503.0
Chapada;Rio Grande do Sul;Sul;8.0;13.0;9269.0;1459.0;27;1;0;0.15740640845830187;0.0029129355917574713;0.6153846153846154;0.00010788650339842486;0.0;23.461538461538467;4305306.0
Santa Rita de Cássia;Bahia;Nordeste;47.0;69.0;28338.0;2726.0;39;1;0;0.09619592067188934;0.0013762439127673089;0.6811594202898551;3.528830545557202e-05;0.0;13.702239789196303;2928406.0
Santa Terezinha;Santa Catarina;Sul;15.0;25.0;8787.0;581.0;7;0;0;0.06612040514396267;0.0007966313872766587;0.6;0.0;0.0;17.870659865065;4215679.0
Neópolis;Sergipe;Nordeste;30.0;99.0;18719.0;1415.0;41;0;0;0.07559164485282334;0.0021902879427319836;0.30303030303030304;0.0;0.0;54.14141414141415;2804409.0
Iracema;Roraima;Norte;7.0;13.0;11950.0;1434.0;17;0;0;0.12;0.0014225941422594142;0.5384615384615384;0.0;0.0;22.845985891837422;1400282.0
São Sebastião da Boa Vista;Pará;Norte;31.0;49.0;26640.0;677.0;23;0;0;0.02541291291291291;0.0008633633633633634;0.6326530612244898;0.0;0.0;14.154048716260704;1507706.0
Angico;Tocantins;Norte;5.0;10.0;3433.0;239.0;5;0;0;0.06961840955432566;0.0014564520827264782;0.5;0.0;0.0;40.90909090909091;1701051.0
Guaraí;Tocantins;Norte;80.0;141.0;25923.0;3430.0;80;0;0;0.1323149326852602;0.003086062569918605;0.5673758865248227;0.0;0.0;33.02619087507679;1709302.0
Fátima;Bahia;Nordeste;26.0;30.0;17890.0;1225.0;14;0;0;0.0684740078256009;0.0007825600894354388;0.8666666666666667;0.0;0.0;22.559620796918978;2910750.0
Curuçá;Pará;Norte;43.0;101.0;40066.0;2287.0;82;1;0;0.057080816652523333;0.0020466230719313134;0.42574257425742573;2.495881795038187e-05;0.0;40.84820246730555;1502905.0
Senador Guiomard;Acre;Norte;22.0;39.0;23024.0;1207.0;42;0;0;0.052423558026407226;0.0018241834607366227;0.5641025641025641;0.0;0.0;20.96200636346622;1200450.0
Areia Branca;Sergipe;Nordeste;39.0;70.0;18542.0;2110.0;49;4;0;0.11379570704346888;0.00264264912091468;0.5571428571428572;0.00021572645885017797;0.0;28.93817204301076;2800506.0
Tiros;Minas Gerais;Sudeste;4.0;18.0;6480.0;478.0;14;0;0;0.07376543209876543;0.0021604938271604936;0.2222222222222222;0.0;0.0;67.77777777777779;3168903.0
Monte Azul;Minas Gerais;Sudeste;31.0;44.0;20854.0;1754.0;33;0;1;0.08410856430421022;0.001582430229212621;0.7045454545454546;0.0;4.795243118826125e-05;19.90690032858708;3142908.0
Forquilhinha;Santa Catarina;Sul;31.0;57.0;26793.0;6702.0;63;1;0;0.2501399619303549;0.0023513604299630502;0.543859649122807;3.732318142798492e-05;0.0;19.225146198830405;4205456.0
Junqueirópolis;São Paulo;Sudeste;45.0;90.0;20679.0;2240.0;93;0;0;0.10832245272982252;0.004497316117800667;0.5;0.0;0.0;30.222222222222214;3526001.0
São Benedito;Ceará;Nordeste;427.0;670.0;47903.0;4282.0;69;0;0;0.08938897355071708;0.0014404108302194017;0.6373134328358209;0.0;0.0;25.77220281570869;2312304.0
São Desidério;Bahia;Nordeste;56.0;123.0;33742.0;3429.0;49;3;0;0.10162408867287061;0.0014521960761069291;0.45528455284552843;8.890996384328138e-05;0.0;35.55262579652823;2928901.0
Goianinha;Rio Grande do Norte;Nordeste;29.0;45.0;26328.0;2962.0;44;3;0;0.11250379823761775;0.001671224551807961;0.6444444444444445;0.00011394712853236098;0.0;17.64510779436153;2404200.0
São João da Canabrava;Piauí;Nordeste;12.0;15.0;4608.0;605.0;8;9;0;0.1312934027777778;0.001736111111111111;0.8;0.001953125;0.0;15.238095238095235;2209856.0
Piripá;Bahia;Nordeste;25.0;32.0;10707.0;997.0;9;0;0;0.09311665265714018;0.0008405715886803026;0.78125;0.0;0.0;-0.6602112676056358;2924702.0
Chã Preta;Alagoas;Nordeste;14.0;31.0;7311.0;379.0;11;0;0;0.05183969361236493;0.0015045821365066339;0.45161290322580644;0.0;0.0;24.838709677419352;2701902.0
Wenceslau Guimarães;Bahia;Nordeste;13.0;23.0;21101.0;1976.0;30;5;0;0.09364485095493105;0.0014217335671295199;0.5652173913043478;0.00023695559452158665;0.0;31.283138918345703;2933505.0
Iacri;São Paulo;Sudeste;3.0;11.0;6321.0;639.0;16;0;0;0.10109159943046986;0.0025312450561619996;0.2727272727272727;0.0;0.0;44.15584415584416;3519204.0
Iraí de Minas;Minas Gerais;Sudeste;8.0;13.0;6987.0;906.0;15;0;0;0.12966938600257621;0.0021468441391155;0.6153846153846154;0.0;0.0;23.310023310023315;3131604.0
Guajará;Amazonas;Norte;24.0;64.0;16678.0;1694.0;29;0;0;0.10157093176639885;0.0017388176040292601;0.375;0.0;0.0;30.424528301886795;1301654.0
Buritirana;Maranhão;Nordeste;10.0;20.0;15430.0;448.0;25;0;0;0.029034348671419314;0.0016202203499675956;0.5;0.0;0.0;26.190476190476197;2102358.0
Recreio;Minas Gerais;Sudeste;23.0;35.0;10517.0;798.0;19;0;0;0.07587715127888181;0.0018065988399733764;0.6571428571428571;0.0;0.0;23.57142857142857;3154101.0
Miranda;Mato Grosso do Sul;Centro-Oeste;44.0;87.0;28013.0;3085.0;97;0;0;0.11012744083104273;0.0034626780423374862;0.5057471264367817;0.0;0.0;30.127041742286757;5005608.0
Bandeirantes do Tocantins;Tocantins;Norte;9.0;26.0;3553.0;524.0;8;0;0;0.14748100197016606;0.002251618350689558;0.34615384615384615;0.0;0.0;41.38461538461539;1703057.0
Leme do Prado;Minas Gerais;Sudeste;14.0;21.0;4918.0;179.0;3;0;0;0.03639690931272875;0.0006100040666937779;0.6666666666666666;0.0;0.0;26.98412698412698;3138351.0
Monte Negro;Rondônia;Norte;18.0;40.0;15852.0;1972.0;34;0;0;0.12440070653545295;0.002144839767852637;0.45;0.0;0.0;35.769230769230774;1101401.0
Iguaí;Bahia;Nordeste;31.0;48.0;26916.0;1174.0;39;0;0;0.043617179372863725;0.0014489522960321;0.6458333333333334;0.0;0.0;21.570512820512825;2913507.0
Atalaia;Paraná;Sul;7.0;15.0;3892.0;459.0;23;0;0;0.11793422404933196;0.005909558067831449;0.4666666666666667;0.0;0.0;23.150349650349654;4102208.0
Baianópolis;Bahia;Nordeste;26.0;55.0;13877.0;983.0;20;2;0;0.07083663616055344;0.0014412336960438136;0.4727272727272727;0.00014412336960438135;0.0;44.94949494949494;2902500.0
Igaporã;Bahia;Nordeste;4.0;11.0;15640.0;519.0;24;0;0;0.033184143222506395;0.001534526854219949;0.36363636363636365;0.0;0.0;46.76889375684556;2913408.0
Nazaré;Tocantins;Norte;10.0;13.0;3898.0;544.0;7;1;0;0.13955874807593638;0.0017957927142124167;0.7692307692307693;0.0002565418163160595;0.0;6.534893102057279;1714302.0
Geminiano;Piauí;Nordeste;7.0;20.0;5442.0;474.0;6;0;0;0.08710033076074973;0.0011025358324145535;0.35;0.0;0.0;55.90909090909091;2204352.0
São João do Oeste;Santa Catarina;Sul;10.0;17.0;6381.0;677.0;9;0;0;0.10609622316251371;0.0014104372355430183;0.5882352941176471;0.0;0.0;38.90374331550802;4216255.0
Monte Aprazível;São Paulo;Sudeste;49.0;75.0;25087.0;3065.0;89;0;0;0.12217483158608045;0.0035476541635109816;0.6533333333333333;0.0;0.0;14.913580246913586;3531407.0
Alto Araguaia;Mato Grosso;Centro-Oeste;15.0;34.0;19044.0;1609.0;30;0;0;0.08448855282503676;0.001575299306868305;0.4411764705882353;0.0;0.0;43.11639549436797;5100300.0
Arroio do Tigre;Rio Grande do Sul;Sul;30.0;38.0;13373.0;1291.0;22;0;0;0.09653780004486652;0.0016451058102146116;0.7894736842105263;0.0;0.0;12.141740489838456;4301206.0
Panamá;Goiás;Centro-Oeste;0.0;3.0;2615.0;281.0;8;0;0;0.10745697896749522;0.0030592734225621415;0.0;0.0;0.0;78.57142857142857;5216007.0
Três Coroas;Rio Grande do Sul;Sul;19.0;40.0;28220.0;3211.0;73;2;0;0.11378454996456414;0.00258681785967399;0.475;7.087172218284904e-05;0.0;39.642857142857146;4321709.0
Maués;Amazonas;Norte;82.0;310.0;63905.0;4944.0;130;0;0;0.07736483843204757;0.002034269618965652;0.2645161290322581;0.0;0.0;50.75768942235558;1302900.0
Querência;Mato Grosso;Centro-Oeste;29.0;63.0;17479.0;3667.0;70;0;0;0.20979461067566793;0.004004805766920304;0.4603174603174603;0.0;0.0;31.227106227106237;5107065.0
Santa Bárbara do Leste;Minas Gerais;Sudeste;10.0;21.0;8147.0;764.0;25;0;0;0.09377685037437093;0.0030686142138210385;0.47619047619047616;0.0;0.0;39.33747412008282;3157252.0
Luiz Alves;Santa Catarina;Sul;17.0;31.0;12859.0;2355.0;14;5;0;0.18314021308033285;0.0010887316276537834;0.5483870967741935;0.00038883272416206547;0.0;-1.350337584396101;4210001.0
Tarrafas;Ceará;Nordeste;24.0;71.0;8592.0;668.0;17;0;0;0.07774674115456238;0.001978584729981378;0.3380281690140845;0.0;0.0;45.99516289657135;2313252.0
Alhandra;Paraíba;Nordeste;39.0;97.0;19588.0;2511.0;39;0;0;0.128190729017766;0.001991014907085971;0.4020618556701031;0.0;0.0;39.922019561194816;2500601.0
Urucurituba;Amazonas;Norte;41.0;178.0;23065.0;2729.0;36;0;0;0.11831779752872318;0.0015608064166486018;0.2303370786516854;0.0;0.0;56.72819689673622;1304401.0
Antônio Gonçalves;Bahia;Nordeste;7.0;10.0;11798.0;918.0;10;0;0;0.07780979827089338;0.0008476012883539584;0.7;0.0;0.0;-1.428571428571427;2901809.0
São Sebastião da Grama;São Paulo;Sudeste;23.0;41.0;12182.0;1178.0;33;1;0;0.09670004925299622;0.0027089147923165325;0.5609756097560976;8.208832703989493e-05;0.0;21.04529616724739;3550803.0
Salto de Pirapora;São Paulo;Sudeste;53.0;125.0;45422.0;4386.0;178;0;0;0.09656113777464664;0.0039188058649993395;0.424;0.0;0.0;29.79251336898395;3545308.0
Jaguaré;Espírito Santo;Sudeste;45.0;75.0;30477.0;4567.0;54;3;0;0.1498507070905929;0.0017718279358204547;0.6;9.84348853233586e-05;0.0;20.555555555555557;3203056.0
Ibicaraí;Bahia;Nordeste;23.0;33.0;21689.0;2273.0;64;0;0;0.10479966803448752;0.0029508045553045324;0.696969696969697;0.0;0.0;16.01731601731602;2912103.0
Aragoiânia;Goiás;Centro-Oeste;9.0;24.0;10308.0;1641.0;30;0;0;0.15919674039580908;0.002910360884749709;0.375;0.0;0.0;52.5;5201801.0
São Sebastião do Rio Preto;Minas Gerais;Sudeste;3.0;4.0;1506.0;142.0;2;0;0;0.09428950863213811;0.0013280212483399733;0.75;0.0;0.0;12.5;3164803.0
Itapecuru Mirim;Maranhão;Nordeste;106.0;313.0;68203.0;3422.0;89;8;0;0.05017374602290222;0.0013049279357213025;0.33865814696485624;0.00011729689309854405;0.0;25.910721616363546;2105401.0
Tijucas do Sul;Paraná;Sul;8.0;18.0;16868.0;2306.0;76;3;0;0.1367085605880958;0.004505572682001423;0.4444444444444444;0.00017785155323689827;0.0;38.57442348008386;4127601.0
Bom Jardim;Rio de Janeiro;Sudeste;60.0;100.0;27446.0;2023.0;51;0;0;0.07370837280478029;0.0018581942723894193;0.6;0.0;0.0;25.892777345096587;3300506.0
Atílio Vivacqua;Espírito Santo;Sudeste;20.0;32.0;11936.0;1751.0;30;0;0;0.1466990616621984;0.0025134048257372654;0.625;0.0;0.0;17.5;
Arapoti;Paraná;Sul;61.0;88.0;28115.0;3399.0;67;8;0;0.12089631869109016;0.0023830695358349635;0.6931818181818182;0.00028454561621910014;0.0;8.459595959595962;4101606.0
Caetanópolis;Minas Gerais;Sudeste;12.0;17.0;11624.0;1179.0;21;0;0;0.1014280798348245;0.0018066070199587061;0.7058823529411765;0.0;0.0;19.411764705882355;3109907.0
Santo Anastácio;São Paulo;Sudeste;66.0;103.0;20878.0;1977.0;64;2;0;0.09469297825462208;0.0030654277229619697;0.6407766990291263;9.579461634256155e-05;0.0;18.35476252951981;3547700.0
Palmital;São Paulo;Sudeste;54.0;111.0;22221.0;2897.0;70;4;1;0.13037217046937583;0.003150173259529274;0.4864864864864865;0.00018000990054452994;4.5002475136132486e-05;29.322660098522167;3535309.0
Pilões;Rio Grande do Norte;Nordeste;14.0;16.0;3838.0;521.0;5;4;0;0.13574778530484627;0.0013027618551328818;0.875;0.0010422094841063053;0.0;4.298245614035089;2410009.0
Pindobaçu;Bahia;Nordeste;21.0;36.0;20150.0;1644.0;31;0;0;0.08158808933002482;0.0015384615384615385;0.5833333333333334;0.0;0.0;17.528735632183913;2924603.0
Resplendor;Minas Gerais;Sudeste;10.0;18.0;17397.0;2185.0;54;1;0;0.12559636718974534;0.0031039834454216243;0.5555555555555556;5.748117491521527e-05;0.0;7.301587301587297;3154309.0
Lobato;Paraná;Sul;8.0;10.0;4787.0;594.0;15;1;0;0.12408606642991435;0.003133486526007938;0.8;0.00020889910173386254;0.0;-37.14285714285714;4113601.0
Fortuna;Maranhão;Nordeste;7.0;17.0;15552.0;1555.0;8;0;0;0.09998713991769548;0.00051440329218107;0.4117647058823529;0.0;0.0;38.63122171945702;2104206.0
Nova Santa Bárbara;Paraná;Sul;1.0;4.0;4249.0;610.0;20;0;0;0.1435631913391386;0.004706989879971758;0.25;0.0;0.0;60.71428571428572;4117214.0
Cambuí;Minas Gerais;Sudeste;24.0;53.0;29551.0;4238.0;62;0;0;0.1434130824675984;0.002098067747284356;0.4528301886792453;0.0;0.0;25.958811197434947;3110608.0
Conceição do Mato Dentro;Minas Gerais;Sudeste;35.0;50.0;17842.0;3190.0;38;1;0;0.17879161528976573;0.0021298060755520682;0.7;5.60475283040018e-05;0.0;12.022471910112358;3117504.0
Açu;Rio Grande do Norte;Nordeste;142.0;206.0;58017.0;8558.0;153;3;0;0.14750848889118706;0.002637158074357516;0.6893203883495146;5.170898185014737e-05;0.0;22.5933848938621;2400208.0
Costa Marques;Rondônia;Norte;20.0;83.0;18331.0;2059.0;39;0;0;0.11232338661284164;0.0021275435055370683;0.24096385542168675;0.0;0.0;44.99452354874042;1100080.0
Guadalupe;Piauí;Nordeste;25.0;54.0;10499.0;1229.0;23;0;0;0.11705876750166683;0.002190684827126393;0.46296296296296297;0.0;0.0;43.25594250967386;2204501.0
Poço Branco;Rio Grande do Norte;Nordeste;31.0;45.0;15413.0;1009.0;16;1;0;0.06546421851683644;0.0010380847336663856;0.6888888888888889;6.48802958541491e-05;0.0;12.929292929292927;2410108.0
Peixoto de Azevedo;Mato Grosso;Centro-Oeste;32.0;69.0;34976.0;4201.0;130;0;0;0.12011093321134492;0.0037168344007319303;0.463768115942029;0.0;0.0;19.09081430507769;5106422.0
Vitória do Mearim;Maranhão;Nordeste;26.0;60.0;32764.0;2109.0;39;0;0;0.0643694298620437;0.0011903308509339519;0.43333333333333335;0.0;0.0;36.66666666666666;2112902.0
Rorainópolis;Roraima;Norte;9.0;44.0;30163.0;3415.0;68;1;0;0.11321818121539634;0.0022544176640254617;0.20454545454545456;3.315320094155091e-05;0.0;52.51842751842752;1400472.0
Cabixi;Rondônia;Norte;3.0;29.0;5312.0;931.0;22;0;0;0.17526355421686746;0.004141566265060241;0.10344827586206896;0.0;0.0;64.65517241379311;1100031.0
Jarinu;São Paulo;Sudeste;41.0;89.0;30044.0;3101.0;76;4;1;0.103215284249767;0.002529623219278392;0.4606741573033708;0.00013313806417254693;3.328451604313673e-05;18.218298555377203;3525201.0
São Jorge do Ivaí;Paraná;Sul;7.0;19.0;5551.0;842.0;14;0;0;0.1516843811925779;0.0025220680958385876;0.3684210526315789;0.0;0.0;;4125308.0
Benjamin Constant;Amazonas;Norte;23.0;95.0;42984.0;2813.0;88;0;0;0.0654429555183324;0.0020472734040573237;0.24210526315789474;0.0;0.0;46.177823198773645;1300607.0
Conceição do Castelo;Espírito Santo;Sudeste;38.0;67.0;12723.0;1743.0;30;8;0;0.136995991511436;0.002357934449422306;0.5671641791044776;0.0006287825198459483;0.0;22.388059701492534;3201704.0
Arari;Maranhão;Nordeste;67.0;96.0;29848.0;1077.0;35;0;0;0.03608281961940499;0.0011726078799249532;0.6979166666666666;0.0;0.0;-3.8080601092896167;2101004.0
Plácido de Castro;Acre;Norte;17.0;26.0;19761.0;1795.0;20;0;0;0.0908354840342088;0.0010120945296290674;0.6538461538461539;0.0;0.0;17.331433998100664;1200385.0
Goiandira;Goiás;Centro-Oeste;14.0;25.0;5600.0;466.0;15;0;0;0.08321428571428571;0.0026785714285714286;0.56;0.0;0.0;34.0;5208509.0
Cerro Corá;Rio Grande do Norte;Nordeste;12.0;27.0;11179.0;539.0;13;0;0;0.048215403882279274;0.0011628947133017265;0.4444444444444444;0.0;0.0;33.71647509578544;2402709.0
Francisco Sá;Minas Gerais;Sudeste;42.0;55.0;26277.0;1047.0;47;0;0;0.03984473113369106;0.001788636450127488;0.7636363636363637;0.0;0.0;10.552251486830928;3126703.0
Ametista do Sul;Rio Grande do Sul;Sul;7.0;13.0;7409.0;991.0;24;1;0;0.1337562424078823;0.0032393035497368067;0.5384615384615384;0.00013497098123903362;0.0;35.042735042735046;4300646.0
Alfredo Wagner;Santa Catarina;Sul;14.0;25.0;10036.0;1104.0;8;0;0;0.11000398565165405;0.0007971303308090873;0.56;0.0;0.0;15.42857142857143;4200705.0
Milagres;Bahia;Nordeste;27.0;34.0;10950.0;652.0;7;0;0;0.05954337899543379;0.0006392694063926941;0.7941176470588235;0.0;0.0;19.9348914591032;2921302.0
Curaçá;Bahia;Nordeste;50.0;80.0;34700.0;1401.0;30;0;0;0.04037463976945245;0.0008645533141210375;0.625;0.0;0.0;23.801369863013697;2909901.0
Baião;Pará;Norte;81.0;114.0;47446.0;819.0;38;0;0;0.01726172912363529;0.000800910508788939;0.7105263157894737;0.0;0.0;11.650071123755335;1501204.0
Barra do Ribeiro;Rio Grande do Sul;Sul;18.0;32.0;13491.0;1189.0;53;7;0;0.08813282929360314;0.003928544955896523;0.5625;0.0005188644281372767;0.0;19.75;4301909.0
Camamu;Bahia;Nordeste;43.0;89.0;35316.0;2507.0;58;0;0;0.07098765432098765;0.0016423150979725904;0.48314606741573035;0.0;0.0;24.34726376202409;2905800.0
Theobroma;Rondônia;Norte;14.0;43.0;10444.0;857.0;26;1;0;0.08205668326311757;0.00248946763692072;0.32558139534883723;9.574875526618154e-05;0.0;34.10852713178295;1101609.0
Sapucaia;Rio de Janeiro;Sudeste;25.0;57.0;18228.0;3221.0;119;0;0;0.17670616633750275;0.006528417818740399;0.43859649122807015;0.0;0.0;41.63728946337642;3305406.0
Poção;Pernambuco;Nordeste;29.0;85.0;11302.0;620.0;16;1;0;0.054857547336754554;0.0014156786409485046;0.3411764705882353;8.847991505928154e-05;0.0;28.044515103338625;2611200.0
