municipio;estado;regiao;Presente;Total_Alunos;populacaoTCU2019;casosAcumulado;obitosAcumulado;casosNovos_Semana;obitosNovos_Semana;Casos_per_capita;Mortes_per_capita;Relacao_Presenca;Relacao_casos_mes;Relacao_obitos_mes;diferenca;codigo
Terra Alta;Pará;Norte;11.0;19.0;11720.0;662.0;24;1;0;0.05648464163822525;0.0020477815699658703;0.5789473684210527;8.532423208191126e-05;0.0;22.105263157894733;1507961.0
Santo Antônio do Sudoeste;Paraná;Sul;32.0;49.0;20166.0;2354.0;32;1;0;0.11673113160765645;0.0015868293166716254;0.6530612244897959;4.9588416145988295e-05;0.0;17.30257320319432;4124400.0
Paes Landim;Piauí;Nordeste;6.0;9.0;4129.0;140.0;7;0;0;0.03390651489464761;0.0016953257447323807;0.6666666666666666;0.0;0.0;19.047619047619044;2207306.0
Cardoso;São Paulo;Sudeste;6.0;22.0;12326.0;1699.0;65;0;0;0.13783871491156904;0.005273405808859322;0.2727272727272727;0.0;0.0;33.143939393939405;3510708.0
Arapuá;Minas Gerais;Sudeste;5.0;8.0;2834.0;289.0;3;0;0;0.10197600564573042;0.001058574453069866;0.625;0.0;0.0;21.5;3103801.0
Catuti;Minas Gerais;Sudeste;8.0;18.0;4986.0;249.0;4;0;0;0.04993983152827918;0.0008022462896109105;0.4444444444444444;0.0;0.0;38.88888888888889;3115474.0
Condeúba;Bahia;Nordeste;14.0;21.0;17247.0;1418.0;31;0;0;0.08221719719371486;0.0017974140430219749;0.6666666666666666;0.0;0.0;6.21468926553672;2908705.0
Algodão de Jandaíra;Paraíba;Nordeste;4.0;7.0;2567.0;322.0;1;0;0;0.12543825477210752;1.0;0.5714285714285714;0.0;0.0;29.52380952380952;2500577.0
São Sebastião do Maranhão;Minas Gerais;Sudeste;9.0;15.0;10044.0;511.0;3;0;0;0.05087614496216647;0.0002986857825567503;0.6;0.0;0.0;19.166666666666664;3164506.0
Sítio Novo;Maranhão;Nordeste;31.0;138.0;18081.0;1745.0;26;0;0;0.09651014877495714;0.0014379735634091034;0.2246376811594203;0.0;0.0;50.08274231678487;2111805.0
Floresta do Piauí;Piauí;Nordeste;6.0;8.0;2558.0;99.0;4;0;0;0.038702111024237686;0.001563721657544957;0.75;0.0;0.0;8.333333333333336;2203859.0
Olho d'Água do Borges;Rio Grande do Norte;Nordeste;11.0;12.0;4258.0;1140.0;8;0;0;0.2677313292625646;0.0018788163457022077;0.9166666666666666;0.0;0.0;4.487179487179485;2408409.0
Palmas de Monte Alto;Bahia;Nordeste;17.0;31.0;21750.0;1026.0;18;0;0;0.04717241379310345;0.0008275862068965517;0.5483870967741935;0.0;0.0;31.827956989247305;2923407.0
Clementina;São Paulo;Sudeste;3.0;10.0;8617.0;968.0;23;0;0;0.11233607984217245;0.00266914239294418;0.3;0.0;0.0;36.66666666666667;3511904.0
Cesário Lange;São Paulo;Sudeste;11.0;58.0;18148.0;2383.0;69;0;0;0.13130923517743;0.003802071853647785;0.1896551724137931;0.0;0.0;46.7487684729064;3511607.0
Tapejara;Paraná;Sul;26.0;58.0;16205.0;2083.0;36;2;0;0.1285405738969454;0.0022215365627892628;0.4482758620689655;0.0001234186979327368;0.0;25.21067415730337;4126801.0
Sengés;Paraná;Sul;8.0;27.0;19327.0;2549.0;62;1;0;0.13188803228643867;0.0032079474310550008;0.2962962962962963;5.17410875976613e-05;0.0;51.37037037037037;4126306.0
Ribeira;São Paulo;Sudeste;5.0;14.0;3340.0;462.0;5;0;0;0.13832335329341316;0.0014970059880239522;0.35714285714285715;0.0;0.0;46.894409937888206;3542800.0
Ipaba;Minas Gerais;Sudeste;12.0;24.0;18607.0;1893.0;54;0;0;0.10173590584188746;0.002902133605632289;0.5;0.0;0.0;19.565217391304344;3131158.0
Jacinto Machado;Santa Catarina;Sul;7.0;21.0;10416.0;1559.0;35;0;0;0.14967357910906298;0.003360215053763441;0.3333333333333333;0.0;0.0;37.2549019607843;4208708.0
Três Arroios;Rio Grande do Sul;Sul;8.0;9.0;2668.0;234.0;2;0;0;0.08770614692653673;0.0007496251874062968;0.8888888888888888;0.0;0.0;;4321634.0
Itiruçu;Bahia;Nordeste;17.0;50.0;12576.0;1005.0;25;0;0;0.07991412213740458;0.001987913486005089;0.34;0.0;0.0;39.82417582417583;2916906.0
Salto do Itararé;Paraná;Sul;3.0;12.0;4935.0;991.0;38;0;0;0.20081053698074974;0.007700101317122594;0.25;0.0;0.0;35.869565217391305;4122909.0
Barra de São Miguel;Alagoas;Nordeste;2.0;14.0;8322.0;645.0;8;0;0;0.07750540735400144;0.0009613073780341264;0.14285714285714285;0.0;0.0;40.39855072463767;2700607.0
Itaiópolis;Santa Catarina;Sul;20.0;27.0;21669.0;2863.0;54;0;0;0.13212423277493193;0.002492039318842586;0.7407407407407407;0.0;0.0;3.0343596608656824;4208104.0
Japonvar;Minas Gerais;Sudeste;9.0;12.0;7969.0;374.0;7;0;0;0.046931860961224744;0.0008784038147822813;0.75;0.0;0.0;6.395348837209301;3135357.0
Sebastião Laranjeiras;Bahia;Nordeste;33.0;43.0;11434.0;497.0;9;0;0;0.04346685324470876;0.0007871261150953297;0.7674418604651163;0.0;0.0;13.05173232083531;2930006.0
Alto Alegre;Roraima;Norte;21.0;44.0;15510.0;1669.0;37;0;0;0.1076079948420374;0.002385557704706641;0.4772727272727273;0.0;0.0;34.20689655172414;1400050.0
Franciscópolis;Minas Gerais;Sudeste;5.0;16.0;5391.0;314.0;3;0;0;0.05824522352068262;0.0005564830272676684;0.3125;0.0;0.0;38.75;3126752.0
Quartel Geral;Minas Gerais;Sudeste;5.0;12.0;3563.0;176.0;3;0;0;0.04939657591916924;0.0008419870895312938;0.4166666666666667;0.0;0.0;52.77777777777778;3153707.0
Ibaretama;Ceará;Nordeste;46.0;151.0;13353.0;1217.0;25;0;0;0.09114056766269753;0.001872238448288774;0.304635761589404;0.0;0.0;52.74810267317639;2305266.0
Taiúva;São Paulo;Sudeste;5.0;15.0;5566.0;911.0;14;0;0;0.16367229608336328;0.0025152712899748474;0.3333333333333333;0.0;0.0;30.817610062893078;3553203.0
Caranaíba;Minas Gerais;Sudeste;6.0;11.0;3183.0;137.0;4;0;0;0.0430411561420044;0.0012566760917373547;0.5454545454545454;0.0;0.0;37.121212121212125;3113107.0
Ubatã;Bahia;Nordeste;8.0;15.0;27035.0;2062.0;50;0;0;0.07627149990752728;0.0018494544109487702;0.5333333333333333;0.0;0.0;20.136054421768705;2932309.0
Jati;Ceará;Nordeste;31.0;83.0;8111.0;808.0;14;0;0;0.09961780298360251;0.0017260510417950931;0.37349397590361444;0.0;0.0;38.65060240963856;2307205.0
Jaguaretama;Ceará;Nordeste;56.0;127.0;18162.0;1990.0;44;0;0;0.1095694306794406;0.00242264067833939;0.4409448818897638;0.0;0.0;37.99103841301606;2306702.0
Agronômica;Santa Catarina;Sul;1.0;10.0;5448.0;686.0;14;0;0;0.12591776798825258;0.0025697503671071953;0.1;0.0;0.0;56.66666666666667;4200309.0
São José da Varginha;Minas Gerais;Sudeste;2.0;3.0;5004.0;246.0;1;0;0;0.049160671462829736;1.0;0.6666666666666666;0.0;0.0;24.63768115942029;3163102.0
Santa Rita do Novo Destino;Goiás;Centro-Oeste;7.0;38.0;3343.0;204.0;10;0;0;0.06102303320370924;0.002991325157044571;0.18421052631578946;0.0;0.0;;5219456.0
São Jorge do Patrocínio;Paraná;Sul;5.0;10.0;5641.0;992.0;7;0;0;0.1758553447970218;0.0012409147314305974;0.5;0.0;0.0;30.0;4125357.0
Roseira;São Paulo;Sudeste;2.0;20.0;10712.0;1641.0;28;0;0;0.15319268110530246;0.0026138909634055266;0.1;0.0;0.0;58.75;3544301.0
Floresta Azul;Bahia;Nordeste;15.0;24.0;10629.0;846.0;19;0;0;0.07959356477561388;0.001787562329475962;0.625;0.0;0.0;26.07142857142857;2911006.0
Sítio Novo do Tocantins;Tocantins;Norte;3.0;19.0;9029.0;724.0;10;0;0;0.08018606711706723;0.0011075423634954037;0.15789473684210525;0.0;0.0;74.40660474716202;1720804.0
Boa Vista do Tupim;Bahia;Nordeste;16.0;76.0;18576.0;290.0;11;0;0;0.015611541774332473;0.0005921619293712317;0.21052631578947367;0.0;0.0;71.80451127819549;2903805.0
Morpará;Bahia;Nordeste;22.0;27.0;8519.0;338.0;14;0;0;0.039676018312008454;0.0016433853738701725;0.8148148148148148;0.0;0.0;-0.7122507122507145;2921609.0
Populina;São Paulo;Sudeste;2.0;11.0;4169.0;345.0;13;0;0;0.08275365795154713;0.0031182537778843846;0.18181818181818182;0.0;0.0;40.909090909090914;3540408.0
Maturéia;Paraíba;Nordeste;4.0;42.0;6569.0;545.0;13;0;0;0.08296544375095144;0.001978992236261227;0.09523809523809523;0.0;0.0;70.47619047619048;2509396.0
Joaquim Gomes;Alagoas;Nordeste;13.0;32.0;23993.0;730.0;27;0;0;0.030425540782728296;0.0011253282207310466;0.40625;0.0;0.0;42.708333333333336;2703809.0
Tomar do Geru;Sergipe;Nordeste;17.0;48.0;13536.0;1091.0;27;0;0;0.08059988179669031;0.0019946808510638296;0.3541666666666667;0.0;0.0;24.583333333333343;2807501.0
Couto Magalhães;Tocantins;Norte;7.0;25.0;5588.0;519.0;8;0;0;0.09287759484609878;0.0014316392269148174;0.28;0.0;0.0;43.11111111111112;1706001.0
Santa Rita;Maranhão;Nordeste;19.0;50.0;37855.0;905.0;31;2;0;0.023907013604543653;0.0008189142781666887;0.38;5.283317923656056e-05;0.0;24.60088365243004;2110203.0
Jacuí;Minas Gerais;Sudeste;12.0;20.0;7686.0;1074.0;38;0;0;0.13973458235753317;0.004944054124381993;0.6;0.0;0.0;22.608695652173918;3134806.0
Goianá;Minas Gerais;Sudeste;14.0;23.0;3966.0;331.0;6;0;0;0.08345940494200706;0.0015128593040847202;0.6086956521739131;0.0;0.0;35.559006211180126;3127388.0
Mataraca;Paraíba;Nordeste;5.0;8.0;8434.0;523.0;15;0;0;0.06201090822859853;0.0017785155323689827;0.625;0.0;0.0;14.772727272727272;2509305.0
Major Vieira;Santa Catarina;Sul;6.0;17.0;8103.0;388.0;6;0;0;0.04788349993829446;0.0007404664938911515;0.35294117647058826;0.0;0.0;33.455882352941174;4210308.0
São Pedro dos Ferros;Minas Gerais;Sudeste;11.0;17.0;7781.0;440.0;15;0;0;0.05654800154221822;0.0019277727798483486;0.6470588235294118;0.0;0.0;20.58823529411765;3164001.0
Japurá;Amazonas;Norte;15.0;71.0;2755.0;1050.0;11;0;0;0.3811252268602541;0.003992740471869328;0.2112676056338028;0.0;0.0;57.70897832817337;1302108.0
João Dias;Rio Grande do Norte;Nordeste;3.0;10.0;2654.0;222.0;1;0;0;0.08364732479276564;1.0;0.3;0.0;0.0;;2405900.0
Dom Cavati;Minas Gerais;Sudeste;8.0;12.0;5072.0;647.0;22;0;0;0.12756309148264985;0.004337539432176656;0.6666666666666666;0.0;0.0;7.142857142857135;3122504.0
Jandaia;Goiás;Centro-Oeste;12.0;38.0;6048.0;1050.0;27;0;0;0.1736111111111111;0.004464285714285714;0.3157894736842105;0.0;0.0;47.8328173374613;5211701.0
Carlinda;Mato Grosso;Centro-Oeste;14.0;47.0;10305.0;2443.0;29;3;0;0.2370693837942746;0.002814167879670063;0.2978723404255319;0.0002911208151382824;0.0;37.31802911534154;5102793.0
Mâncio Lima;Acre;Norte;57.0;89.0;18977.0;2992.0;32;0;0;0.1576645412868209;0.0016862517784686727;0.6404494382022472;0.0;0.0;27.131526768010577;1200336.0
São José dos Basílios;Maranhão;Nordeste;24.0;34.0;7641.0;582.0;4;0;0;0.07616804083235179;0.0005234916895694281;0.7058823529411765;0.0;0.0;-4.588235294117645;2111250.0
Itanhomi;Minas Gerais;Sudeste;17.0;30.0;12228.0;1029.0;27;1;0;0.08415112855740922;0.002208047105004907;0.5666666666666667;8.177952240758914e-05;0.0;19.649122807017548;3133204.0
Caraá;Rio Grande do Sul;Sul;7.0;10.0;8270.0;904.0;25;0;0;0.10931076178960097;0.003022974607013301;0.7;0.0;0.0;6.47058823529412;4304713.0
Taparuba;Minas Gerais;Sudeste;11.0;14.0;3110.0;349.0;10;0;0;0.11221864951768488;0.003215434083601286;0.7857142857142857;0.0;0.0;7.142857142857142;3168051.0
Custódia;Pernambuco;Nordeste;40.0;64.0;37111.0;988.0;65;0;0;0.026622834200102394;0.0017515022500067365;0.625;0.0;0.0;19.87885462555066;2605103.0
Nova Monte Verde;Mato Grosso;Centro-Oeste;12.0;24.0;9178.0;1839.0;22;9;0;0.20037045107866638;0.002397036391370669;0.5;0.0009806057964698192;0.0;30.0;5108956.0
Santa Rosa do Piauí;Piauí;Nordeste;13.0;20.0;5257.0;141.0;4;0;0;0.026821381015788473;0.0007608902415826517;0.65;0.0;0.0;26.666666666666668;2209377.0
Macururé;Bahia;Nordeste;3.0;6.0;7824.0;333.0;8;0;0;0.04256134969325153;0.0010224948875255625;0.5;0.0;0.0;13.15789473684211;2919900.0
Mallet;Paraná;Sul;26.0;46.0;13630.0;878.0;14;0;0;0.06441672780630961;0.0010271460014673515;0.5652173913043478;0.0;0.0;21.683389074693423;4113908.0
Redentora;Rio Grande do Sul;Sul;2.0;14.0;11549.0;1060.0;29;5;0;0.0917828383409819;0.00251103991687592;0.14285714285714285;0.00043293791670274485;0.0;59.90783410138248;4315404.0
Manga;Minas Gerais;Sudeste;24.0;38.0;18407.0;1549.0;18;0;0;0.08415276796870756;0.0009778888466344326;0.631578947368421;0.0;0.0;21.00052110474205;3139300.0
Emas;Paraíba;Nordeste;4.0;7.0;3522.0;301.0;5;0;0;0.08546280522430437;0.0014196479273140261;0.5714285714285714;0.0;0.0;34.161490683229815;2505907.0
Laurentino;Santa Catarina;Sul;16.0;28.0;6970.0;1259.0;11;3;0;0.1806312769010043;0.0015781922525107603;0.5714285714285714;0.000430416068866571;0.0;8.57142857142857;4209508.0
Mirassolândia;São Paulo;Sudeste;2.0;9.0;4871.0;761.0;18;0;0;0.15623075343871895;0.003695339765961815;0.2222222222222222;0.0;0.0;;3530409.0
Monsenhor Paulo;Minas Gerais;Sudeste;5.0;18.0;8688.0;912.0;10;0;0;0.10497237569060773;0.0011510128913443832;0.2777777777777778;0.0;0.0;40.514905149051486;3142601.0
Nilo Peçanha;Bahia;Nordeste;14.0;31.0;13997.0;676.0;16;1;0;0.04829606344216618;0.0011431020933057084;0.45161290322580644;7.144388083160678e-05;0.0;28.838709677419352;2922607.0
Itapuca;Rio Grande do Sul;Sul;5.0;6.0;2094.0;217.0;3;0;0;0.10362941738299905;0.0014326647564469914;0.8333333333333334;0.0;0.0;;4310579.0
Bernardo do Mearim;Maranhão;Nordeste;11.0;20.0;6043.0;325.0;6;0;0;0.05378123448618236;0.0009928843289756743;0.55;0.0;0.0;-1.6666666666666643;2101939.0
Barra do Turvo;São Paulo;Sudeste;15.0;31.0;7659.0;737.0;23;0;0;0.09622666144405274;0.003003003003003003;0.4838709677419355;0.0;0.0;8.509454949944384;3505401.0
Riacho Frio;Piauí;Nordeste;8.0;15.0;4312.0;138.0;4;0;0;0.03200371057513915;0.0009276437847866419;0.5333333333333333;0.0;0.0;36.66666666666666;2208858.0
Terra Rica;Paraná;Sul;27.0;51.0;16789.0;1432.0;36;6;0;0.08529394246232652;0.0021442611233545776;0.5294117647058824;0.00035737685389242954;0.0;34.55882352941176;4127304.0
Pai Pedro;Minas Gerais;Sudeste;6.0;12.0;6089.0;174.0;2;0;0;0.028576120873706683;0.00032846115946789294;0.5;0.0;0.0;;3146552.0
Turiúba;São Paulo;Sudeste;0.0;2.0;2016.0;185.0;4;0;0;0.09176587301587301;0.001984126984126984;0.0;0.0;0.0;87.5;3555208.0
Riachuelo;Rio Grande do Norte;Nordeste;3.0;4.0;8128.0;657.0;12;0;0;0.08083169291338582;0.0014763779527559055;0.75;0.0;0.0;50.86360929124479;2410900.0
Açucena;Minas Gerais;Sudeste;10.0;17.0;9470.0;809.0;38;0;0;0.08542766631467794;0.004012671594508976;0.5882352941176471;0.0;0.0;0.6359300476947496;3100500.0
Abreulândia;Tocantins;Norte;5.0;34.0;2579.0;329.0;8;1;0;0.12756882512601783;0.0031019775106630476;0.14705882352941177;0.00038774718883288094;0.0;75.29411764705883;1700251.0
Felipe Guerra;Rio Grande do Norte;Nordeste;10.0;15.0;5985.0;1246.0;17;0;0;0.20818713450292398;0.0028404344193817877;0.6666666666666666;0.0;0.0;25.17006802721088;2403707.0
Cordilheira Alta;Santa Catarina;Sul;2.0;7.0;4453.0;624.0;8;0;0;0.14013024927015494;0.001796541657309679;0.2857142857142857;0.0;0.0;65.87301587301587;4204350.0
Fortim;Ceará;Nordeste;41.0;152.0;16480.0;2470.0;28;0;0;0.14987864077669902;0.0016990291262135922;0.26973684210526316;0.0;0.0;36.54752553024352;2304459.0
Riachão do Poço;Paraíba;Nordeste;11.0;21.0;4509.0;288.0;6;0;0;0.06387225548902195;0.0013306719893546241;0.5238095238095238;0.0;0.0;35.85434173669467;2512762.0
Iacanga;São Paulo;Sudeste;7.0;8.0;11710.0;1562.0;28;0;0;0.13339026473099916;0.0023911187019641333;0.875;0.0;0.0;-11.136363636363637;3519105.0
São José da Tapera;Alagoas;Nordeste;35.0;84.0;32260.0;1371.0;41;0;0;0.04249845009299442;0.0012709237445753254;0.4166666666666667;0.0;0.0;24.04761904761905;2708402.0
Panorama;São Paulo;Sudeste;5.0;26.0;15777.0;1903.0;57;0;0;0.12061862204474869;0.003612854154782278;0.19230769230769232;0.0;0.0;50.53667262969589;3535408.0
São Mateus do Sul;Paraná;Sul;52.0;78.0;46261.0;4616.0;87;4;0;0.09978167354791292;0.0018806337952054647;0.6666666666666666;8.646592161864206e-05;0.0;9.549549549549544;4125605.0
Arantina;Minas Gerais;Sudeste;8.0;10.0;2795.0;250.0;6;0;0;0.08944543828264759;0.002146690518783542;0.8;0.0;0.0;10.909090909090908;3103603.0
São João do Tigre;Paraíba;Nordeste;9.0;11.0;4422.0;285.0;6;0;0;0.06445047489823609;0.0013568521031207597;0.8181818181818182;0.0;0.0;-24.125874125874123;2514107.0
Andorinha;Bahia;Nordeste;17.0;20.0;14595.0;975.0;17;2;0;0.06680369989722508;0.0011647824597464885;0.85;0.00013703323055841042;0.0;-10.396825396825395;2901353.0
Baependi;Minas Gerais;Sudeste;37.0;61.0;19148.0;1759.0;33;5;0;0.09186337998746605;0.001723417589304366;0.6065573770491803;0.0002611238771673282;0.0;25.942200439411863;3104908.0
Canarana;Bahia;Nordeste;24.0;34.0;26176.0;1521.0;39;0;0;0.05810666259168704;0.0014899144254278728;0.7058823529411765;0.0;0.0;26.71251871984025;2906204.0
Bananal;São Paulo;Sudeste;2.0;15.0;10945.0;1134.0;4;0;0;0.10360895386021014;0.0003654636820465966;0.13333333333333333;0.0;0.0;76.32183908045977;3504909.0
Itueta;Minas Gerais;Sudeste;9.0;12.0;6051.0;1131.0;6;0;1;0.18691125433812594;0.0009915716410510659;0.75;0.0;0.00016526194017517766;-15.0;3134103.0
Santo Antônio do Rio Abaixo;Minas Gerais;Sudeste;3.0;5.0;1765.0;109.0;2;0;0;0.06175637393767705;0.0011331444759206798;0.6;0.0;0.0;32.30769230769231;3160504.0
Frei Gaspar;Minas Gerais;Sudeste;7.0;9.0;5880.0;618.0;14;0;0;0.10510204081632653;0.002380952380952381;0.7777777777777778;0.0;0.0;17.22222222222222;3126802.0
Quatro Pontes;Paraná;Sul;8.0;13.0;4015.0;739.0;9;0;0;0.18405977584059777;0.00224159402241594;0.6153846153846154;0.0;0.0;21.794871794871803;4120853.0
Guaratinga;Bahia;Nordeste;8.0;12.0;20843.0;1538.0;44;0;0;0.0737897615506405;0.0021110204864942667;0.6666666666666666;0.0;0.0;13.725490196078423;2911808.0
Nova Prata do Iguaçu;Paraná;Sul;18.0;27.0;10548.0;1285.0;23;1;0;0.12182404247250664;0.002180508153204399;0.6666666666666666;9.480470231323473e-05;0.0;21.37681159420289;4117255.0
Ubaí;Minas Gerais;Sudeste;21.0;29.0;12533.0;640.0;1;0;0;0.05106518790393361;1.0;0.7241379310344828;0.0;0.0;-2.1435228331780074;3170008.0
Tapauá;Amazonas;Norte;25.0;51.0;17156.0;1973.0;24;0;0;0.11500349731872231;0.0013989274889251574;0.49019607843137253;0.0;0.0;22.513583746751703;1304104.0
Itambé;Bahia;Nordeste;29.0;65.0;23049.0;1900.0;20;9;0;0.08243307735693522;0.0008677166037572129;0.4461538461538462;0.0003904724716907458;0.0;18.22227983752485;2915809.0
São José do Campestre;Rio Grande do Norte;Nordeste;12.0;18.0;12856.0;1106.0;28;0;0;0.08602986932171748;0.0021779713752333543;0.6666666666666666;0.0;0.0;13.333333333333329;2412302.0
Ilha Comprida;São Paulo;Sudeste;8.0;22.0;11166.0;1399.0;46;0;0;0.12529106215296434;0.0041196489342647325;0.36363636363636365;0.0;0.0;22.791293213828418;3520426.0
Mar Vermelho;Alagoas;Nordeste;8.0;9.0;3514.0;167.0;3;0;0;0.04752418895845191;0.0008537279453614115;0.8888888888888888;0.0;0.0;-29.797979797979803;2704906.0
Santana da Boa Vista;Rio Grande do Sul;Sul;9.0;12.0;8098.0;361.0;11;0;0;0.04457890837243764;0.001358360088910842;0.75;0.0;0.0;2.7777777777777786;4317004.0
Monte Horebe;Paraíba;Nordeste;1.0;4.0;4816.0;574.0;7;0;0;0.11918604651162791;0.0014534883720930232;0.25;0.0;0.0;45.588235294117645;2509602.0
Cordislândia;Minas Gerais;Sudeste;2.0;4.0;3538.0;284.0;3;0;0;0.08027133973996609;0.0008479366873940079;0.5;0.0;0.0;32.35294117647059;3119005.0
Catuípe;Rio Grande do Sul;Sul;6.0;7.0;8774.0;1175.0;27;0;0;0.13391839525871893;0.0030772737633918395;0.8571428571428571;0.0;0.0;-1.0989010989011003;4305009.0
São Nicolau;Rio Grande do Sul;Sul;9.0;20.0;5265.0;79.0;7;0;0;0.015004748338081672;0.0013295346628679962;0.45;0.0;0.0;24.23076923076924;4319208.0
Primavera;Pernambuco;Nordeste;21.0;41.0;14966.0;345.0;20;0;0;0.02305225177068021;0.0013363624214887077;0.5121951219512195;0.0;0.0;11.677631578947366;2611408.0
Arealva;São Paulo;Sudeste;8.0;21.0;8560.0;1010.0;20;0;0;0.11799065420560748;0.002336448598130841;0.38095238095238093;0.0;0.0;40.47619047619048;3503406.0
Arambaré;Rio Grande do Sul;Sul;0.0;2.0;3581.0;239.0;9;0;0;0.06674113376151913;0.002513264451270595;0.0;0.0;0.0;58.33333333333333;4300851.0
Martins;Rio Grande do Norte;Nordeste;14.0;26.0;8725.0;556.0;8;2;0;0.06372492836676218;0.0009169054441260745;0.5384615384615384;0.00022922636103151864;0.0;32.99595141700405;2407401.0
Carinhanha;Bahia;Nordeste;16.0;28.0;29018.0;1415.0;33;1;0;0.048762836859880074;0.0011372251705837756;0.5714285714285714;3.446136880556896e-05;0.0;28.72670807453416;2907103.0
Indianópolis;Minas Gerais;Sudeste;10.0;16.0;6891.0;750.0;7;0;0;0.108837614279495;0.0010158177332752866;0.625;0.0;0.0;19.028340080971656;3130705.0
Jordânia;Minas Gerais;Sudeste;7.0;13.0;10812.0;987.0;14;0;0;0.09128745837957825;0.0012948575656677765;0.5384615384615384;0.0;0.0;39.257294429708224;3136504.0
Rodeio;Santa Catarina;Sul;10.0;22.0;11551.0;1641.0;32;0;0;0.14206562202406717;0.002770322915764869;0.45454545454545453;0.0;0.0;37.87878787878788;4215109.0
Carmo da Mata;Minas Gerais;Sudeste;15.0;29.0;11476.0;948.0;10;0;0;0.08260718020216103;0.000871383757406762;0.5172413793103449;0.0;0.0;21.960072595281307;3114006.0
Bernardino de Campos;São Paulo;Sudeste;6.0;25.0;11148.0;915.0;32;0;0;0.08207750269106566;0.0028704700394689632;0.24;0.0;0.0;52.47058823529412;3506300.0
São Sebastião do Umbuzeiro;Paraíba;Nordeste;4.0;7.0;3489.0;262.0;5;0;0;0.07509314989968473;0.0014330753797649756;0.5714285714285714;0.0;0.0;16.190476190476186;2515203.0
Água Clara;Mato Grosso do Sul;Centro-Oeste;14.0;32.0;15522.0;2947.0;67;0;0;0.1898595541811622;0.004316454065197784;0.4375;0.0;0.0;43.42948717948718;5000203.0
Garuva;Santa Catarina;Sul;24.0;55.0;18145.0;2362.0;32;0;0;0.13017360154312482;0.0017635712317442822;0.43636363636363634;0.0;0.0;29.577922077922075;4205803.0
Piranguçu;Minas Gerais;Sudeste;9.0;15.0;5472.0;507.0;15;0;0;0.09265350877192982;0.0027412280701754384;0.6;0.0;0.0;30.0;3150901.0
Fernando Pedroza;Rio Grande do Norte;Nordeste;1.0;3.0;3054.0;495.0;3;0;0;0.16208251473477406;0.0009823182711198428;0.3333333333333333;0.0;0.0;;2403756.0
Igaraçu do Tietê;São Paulo;Sudeste;18.0;43.0;24674.0;3052.0;70;3;0;0.12369295614817216;0.002836994407068169;0.4186046511627907;0.00012158547458863581;0.0;24.806201550387605;3520004.0
Jaraguari;Mato Grosso do Sul;Centro-Oeste;7.0;12.0;7187.0;325.0;10;0;0;0.04522053708084041;0.0013914011409489355;0.5833333333333334;0.0;0.0;31.66666666666667;5004908.0
Mato Queimado;Rio Grande do Sul;Sul;5.0;7.0;1648.0;95.0;4;1;0;0.05764563106796117;0.0024271844660194173;0.7142857142857143;0.0006067961165048543;0.0;21.428571428571427;4312179.0
Barão de Melgaço;Mato Grosso;Centro-Oeste;8.0;18.0;8564.0;511.0;17;0;0;0.05966837926202709;0.0019850537132181222;0.4444444444444444;0.0;0.0;34.12698412698413;5101605.0
Piratini;Rio Grande do Sul;Sul;23.0;37.0;20663.0;1230.0;36;0;0;0.059526690219232445;0.001742244591782413;0.6216216216216216;0.0;0.0;23.552123552123557;4314605.0
Pedrinhas Paulista;São Paulo;Sudeste;8.0;14.0;3093.0;443.0;8;0;0;0.14322664080181055;0.0025864856126737797;0.5714285714285714;0.0;0.0;6.015037593984964;3537156.0
Laranjal;Minas Gerais;Sudeste;4.0;12.0;6810.0;792.0;28;3;0;0.11629955947136564;0.0041116005873715125;0.3333333333333333;0.0004405286343612335;0.0;27.894736842105267;3138005.0
São José do Inhacorá;Rio Grande do Sul;Sul;4.0;5.0;2073.0;455.0;2;0;0;0.21948866377231066;0.000964785335262904;0.8;0.0;0.0;5.714285714285715;4318499.0
Marcelândia;Mato Grosso;Centro-Oeste;17.0;31.0;10499.0;1732.0;43;0;0;0.16496809219925707;0.004095628155062387;0.5483870967741935;0.0;0.0;10.875576036866356;5105580.0
Curral de Cima;Paraíba;Nordeste;18.0;38.0;5227.0;541.0;4;0;0;0.10350105222881194;0.0007652573177731012;0.47368421052631576;0.0;0.0;30.18259935553168;2505279.0
Sítio d'Abadia;Goiás;Centro-Oeste;9.0;27.0;2989.0;61.0;0;3;0;0.02040816326530612;0.0;0.3333333333333333;0.0010036801605888257;0.0;;5220702.0
Erval Seco;Rio Grande do Sul;Sul;3.0;5.0;6912.0;632.0;7;1;0;0.09143518518518519;0.0010127314814814814;0.6;0.00014467592592592592;0.0;34.44444444444444;4307302.0
Garruchos;Rio Grande do Sul;Sul;5.0;9.0;2924.0;139.0;5;0;0;0.04753761969904241;0.001709986320109439;0.5555555555555556;0.0;0.0;1.5873015873015888;4308656.0
Porto Esperidião;Mato Grosso;Centro-Oeste;19.0;43.0;12017.0;1557.0;57;0;0;0.12956644753266205;0.004743280352833486;0.4418604651162791;0.0;0.0;38.27009383924928;5106828.0
São Lourenço do Piauí;Piauí;Nordeste;15.0;21.0;4573.0;67.0;3;0;0;0.014651213645309425;0.000656024491581019;0.7142857142857143;0.0;0.0;18.956043956043956;2210359.0
