NO_MUNICIPIO_ESC;Presente;Total_Alunos;regiao;estado;municipio;data;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Casos_per_capita;Mortes_per_capita;Relacao_Presenca
Japonvar;9;12;Sudeste;MG;Japonvar;2021-11-21;7969.0;374.0;0;7;0;0.0469318609612247;0.0008784038147822;0.75
Sebastião Laranjeiras;33;43;Nordeste;BA;Sebastião Laranjeiras;2021-11-21;11434.0;497.0;0;9;0;0.0434668532447087;0.0007871261150953;0.7674418604651163
Alto Alegre;26;50;Norte;RR;Alto Alegre;2021-11-21;15510.0;1669.0;2;37;0;0.1076079948420374;0.0023855577047066;0.52
Franciscópolis;5;16;Sudeste;MG;Franciscópolis;2021-11-21;5391.0;314.0;0;3;0;0.0582452235206826;0.0005564830272676;0.3125
Quartel Geral;5;12;Sudeste;MG;Quartel Geral;2021-11-21;3563.0;176.0;0;3;0;0.0493965759191692;0.0008419870895312;0.4166666666666667
Ibaretama;46;151;Nordeste;CE;Ibaretama;2021-11-21;13353.0;1217.0;0;25;0;0.0911405676626975;0.0018722384482887;0.304635761589404
Taiúva;5;15;Sudeste;SP;Taiúva;2021-11-21;5566.0;911.0;0;14;0;0.1636722960833632;0.0025152712899748;0.3333333333333333
Caranaíba;6;11;Sudeste;MG;Caranaíba;2021-11-21;3183.0;137.0;0;4;0;0.0430411561420044;0.0012566760917373;0.5454545454545454
Ubatã;8;15;Nordeste;BA;Ubatã;2021-11-21;27035.0;2062.0;0;50;0;0.0762714999075272;0.0018494544109487;0.5333333333333333
Jati;31;83;Nordeste;CE;Jati;2021-11-21;8111.0;808.0;0;14;0;0.0996178029836025;0.001726051041795;0.37349397590361444
Jaguaretama;56;127;Nordeste;CE;Jaguaretama;2021-11-21;18162.0;1990.0;0;44;0;0.1095694306794406;0.0024226406783393;0.4409448818897638
Agronômica;1;10;Sul;SC;Agronômica;2021-11-21;5448.0;686.0;0;14;0;0.1259177679882525;0.0025697503671071;0.1
São José da Varginha;2;3;Sudeste;MG;São José da Varginha;2021-11-21;5004.0;246.0;0;1;0;0.0491606714628297;1.0;0.6666666666666666
Santa Rita do Novo Destino;7;38;Centro-Oeste;GO;Santa Rita do Novo Destino;2021-11-21;3343.0;204.0;0;10;0;0.0610230332037092;0.0029913251570445;0.18421052631578946
São Jorge do Patrocínio;5;10;Sul;PR;São Jorge do Patrocínio;2021-11-21;5641.0;992.0;0;7;0;0.1758553447970218;0.0012409147314305;0.5
Roseira;2;20;Sudeste;SP;Roseira;2021-11-21;10712.0;1641.0;0;28;0;0.1531926811053024;0.0026138909634055;0.1
Floresta Azul;15;24;Nordeste;BA;Floresta Azul;2021-11-21;10629.0;846.0;0;19;0;0.0795935647756138;0.0017875623294759;0.625
Sítio Novo do Tocantins;3;19;Norte;TO;Sítio Novo do Tocantins;2021-11-21;9029.0;724.0;0;10;0;0.0801860671170672;0.0011075423634954;0.15789473684210525
Boa Vista do Tupim;16;76;Nordeste;BA;Boa Vista do Tupim;2021-11-21;18576.0;290.0;0;11;0;0.0156115417743324;0.0005921619293712;0.21052631578947367
Morpará;22;27;Nordeste;BA;Morpará;2021-11-21;8519.0;338.0;0;14;0;0.0396760183120084;0.0016433853738701;0.8148148148148148
Populina;2;11;Sudeste;SP;Populina;2021-11-21;4169.0;345.0;0;13;0;0.0827536579515471;0.0031182537778843;0.18181818181818182
Maturéia;4;42;Nordeste;PB;Maturéia;2021-11-21;6569.0;545.0;0;13;0;0.0829654437509514;0.0019789922362612;0.09523809523809523
Joaquim Gomes;13;32;Nordeste;AL;Joaquim Gomes;2021-11-21;23993.0;730.0;0;27;0;0.0304255407827282;0.001125328220731;0.40625
Tomar do Geru;17;48;Nordeste;SE;Tomar do Geru;2021-11-21;13536.0;1091.0;0;27;0;0.0805998817966903;0.0019946808510638;0.3541666666666667
Couto Magalhães;7;25;Norte;TO;Couto Magalhães;2021-11-21;5588.0;519.0;0;8;0;0.0928775948460987;0.0014316392269148;0.28
Jacuí;12;20;Sudeste;MG;Jacuí;2021-11-21;7686.0;1074.0;0;38;0;0.1397345823575331;0.0049440541243819;0.6
Goianá;14;23;Sudeste;MG;Goianá;2021-11-21;3966.0;331.0;1;6;0;0.083459404942007;0.0015128593040847;0.6086956521739131
Mataraca;5;8;Nordeste;PB;Mataraca;2021-11-21;8434.0;523.0;0;15;0;0.0620109082285985;0.0017785155323689;0.625
Major Vieira;6;17;Sul;SC;Major Vieira;2021-11-21;8103.0;388.0;0;6;0;0.0478834999382944;0.0007404664938911;0.35294117647058826
São Pedro dos Ferros;11;17;Sudeste;MG;São Pedro dos Ferros;2021-11-21;7781.0;440.0;0;15;0;0.0565480015422182;0.0019277727798483;0.6470588235294118
Japurá;29;95;Norte;AM;Japurá;2021-11-21;2755.0;1050.0;0;11;0;0.3811252268602541;0.0039927404718693;0.30526315789473685
João Dias;3;10;Nordeste;RN;João Dias;2021-11-21;2654.0;222.0;0;1;0;0.0836473247927656;1.0;0.3
Dom Cavati;8;12;Sudeste;MG;Dom Cavati;2021-11-21;5072.0;647.0;0;22;0;0.1275630914826498;0.0043375394321766;0.6666666666666666
Jandaia;12;38;Centro-Oeste;GO;Jandaia;2021-11-21;6048.0;1050.0;0;27;0;0.1736111111111111;0.0044642857142857;0.3157894736842105
Carlinda;14;47;Centro-Oeste;MT;Carlinda;2021-11-21;10305.0;2443.0;0;29;0;0.2370693837942746;0.00281416787967;0.2978723404255319
Mâncio Lima;57;89;Norte;AC;Mâncio Lima;2021-11-21;18977.0;2992.0;0;32;0;0.1576645412868209;0.0016862517784686;0.6404494382022472
São José dos Basílios;24;34;Nordeste;MA;São José dos Basílios;2021-11-21;7641.0;582.0;0;4;0;0.0761680408323517;0.0005234916895694;0.7058823529411765
Itanhomi;17;30;Sudeste;MG;Itanhomi;2021-11-21;12228.0;1029.0;1;27;0;0.0841511285574092;0.0022080471050049;0.5666666666666667
Caraá;7;10;Sul;RS;Caraá;2021-11-21;8270.0;904.0;0;25;0;0.1093107617896009;0.0030229746070133;0.7
Taparuba;11;14;Sudeste;MG;Taparuba;2021-11-21;3110.0;349.0;0;10;0;0.1122186495176848;0.0032154340836012;0.7857142857142857
Custódia;40;64;Nordeste;PE;Custódia;2021-11-21;37111.0;988.0;0;65;0;0.0266228342001023;0.0017515022500067;0.625
Nova Monte Verde;12;24;Centro-Oeste;MT;Nova Monte Verde;2021-11-21;9178.0;1839.0;0;22;0;0.2003704510786663;0.0023970363913706;0.5
Santa Rosa do Piauí;13;20;Nordeste;PI;Santa Rosa do Piauí;2021-11-21;5257.0;141.0;0;4;0;0.0268213810157884;0.0007608902415826;0.65
Macururé;3;6;Nordeste;BA;Macururé;2021-11-21;7824.0;333.0;0;8;0;0.0425613496932515;0.0010224948875255;0.5
Mallet;26;46;Sul;PR;Mallet;2021-11-21;13630.0;878.0;1;14;0;0.0644167278063096;0.0010271460014673;0.5652173913043478
Redentora;2;14;Sul;RS;Redentora;2021-11-21;11549.0;1060.0;0;29;0;0.0917828383409819;0.0025110399168759;0.14285714285714285
Manga;24;38;Sudeste;MG;Manga;2021-11-21;18407.0;1549.0;0;18;0;0.0841527679687075;0.0009778888466344;0.631578947368421
Emas;4;7;Nordeste;PB;Emas;2021-11-21;3522.0;301.0;0;5;0;0.0854628052243043;0.001419647927314;0.5714285714285714
Laurentino;16;28;Sul;SC;Laurentino;2021-11-21;6970.0;1259.0;0;11;0;0.1806312769010043;0.0015781922525107;0.5714285714285714
Mirassolândia;2;9;Sudeste;SP;Mirassolândia;2021-11-21;4871.0;761.0;0;18;0;0.1562307534387189;0.0036953397659618;0.2222222222222222
Monsenhor Paulo;5;18;Sudeste;MG;Monsenhor Paulo;2021-11-21;8688.0;912.0;0;10;0;0.1049723756906077;0.0011510128913443;0.2777777777777778
Nilo Peçanha;14;31;Nordeste;BA;Nilo Peçanha;2021-11-21;13997.0;676.0;0;16;0;0.0482960634421661;0.0011431020933057;0.45161290322580644
Itapuca;5;6;Sul;RS;Itapuca;2021-11-21;2094.0;217.0;0;3;0;0.103629417382999;0.0014326647564469;0.8333333333333334
Bernardo do Mearim;11;20;Nordeste;MA;Bernardo do Mearim;2021-11-21;6043.0;325.0;0;6;0;0.0537812344861823;0.0009928843289756;0.55
Barra do Turvo;15;31;Sudeste;SP;Barra do Turvo;2021-11-21;7659.0;737.0;0;23;0;0.0962266614440527;0.003003003003003;0.4838709677419355
Riacho Frio;8;15;Nordeste;PI;Riacho Frio;2021-11-21;4312.0;138.0;0;4;0;0.0320037105751391;0.0009276437847866;0.5333333333333333
Terra Rica;27;51;Sul;PR;Terra Rica;2021-11-21;16789.0;1432.0;5;36;0;0.0852939424623265;0.0021442611233545;0.5294117647058824
Pai Pedro;6;12;Sudeste;MG;Pai Pedro;2021-11-21;6089.0;174.0;0;2;0;0.0285761208737066;0.0003284611594678;0.5
Turiúba;0;2;Sudeste;SP;Turiúba;2021-11-21;2016.0;185.0;0;4;0;0.091765873015873;0.0019841269841269;0.0
Riachuelo;20;92;Nordeste;RN;Riachuelo;2021-11-21;8128.0;657.0;0;12;0;0.0808316929133858;0.0014763779527559;0.21739130434782608
Açucena;10;17;Sudeste;MG;Açucena;2021-11-21;9470.0;809.0;0;38;0;0.0854276663146779;0.0040126715945089;0.5882352941176471
Abreulândia;5;34;Norte;TO;Abreulândia;2021-11-21;2579.0;329.0;0;8;0;0.1275688251260178;0.003101977510663;0.14705882352941177
Felipe Guerra;10;15;Nordeste;RN;Felipe Guerra;2021-11-21;5985.0;1246.0;0;17;0;0.2081871345029239;0.0028404344193817;0.6666666666666666
Cordilheira Alta;2;7;Sul;SC;Cordilheira Alta;2021-11-21;4453.0;624.0;0;8;0;0.1401302492701549;0.0017965416573096;0.2857142857142857
Fortim;41;152;Nordeste;CE;Fortim;2021-11-21;16480.0;2470.0;0;28;0;0.149878640776699;0.0016990291262135;0.26973684210526316
Riachão do Poço;11;21;Nordeste;PB;Riachão do Poço;2021-11-21;4509.0;288.0;0;6;0;0.0638722554890219;0.0013306719893546;0.5238095238095238
Iacanga;7;8;Sudeste;SP;Iacanga;2021-11-21;11710.0;1562.0;0;28;0;0.1333902647309991;0.0023911187019641;0.875
São José da Tapera;35;84;Nordeste;AL;São José da Tapera;2021-11-21;32260.0;1371.0;0;41;0;0.0424984500929944;0.0012709237445753;0.4166666666666667
Panorama;5;26;Sudeste;SP;Panorama;2021-11-21;15777.0;1903.0;0;57;0;0.1206186220447486;0.0036128541547822;0.19230769230769232
São Mateus do Sul;52;78;Sul;PR;São Mateus do Sul;2021-11-21;46261.0;4616.0;0;87;0;0.0997816735479129;0.0018806337952054;0.6666666666666666
Arantina;8;10;Sudeste;MG;Arantina;2021-11-21;2795.0;250.0;0;6;0;0.0894454382826475;0.0021466905187835;0.8
São João do Tigre;9;11;Nordeste;PB;São João do Tigre;2021-11-21;4422.0;285.0;0;6;0;0.064450474898236;0.0013568521031207;0.8181818181818182
Andorinha;17;20;Nordeste;BA;Andorinha;2021-11-21;14595.0;975.0;0;17;0;0.066803699897225;0.0011647824597464;0.85
Baependi;37;61;Sudeste;MG;Baependi;2021-11-21;19148.0;1759.0;0;33;0;0.091863379987466;0.0017234175893043;0.6065573770491803
Bananal;2;15;Sudeste;SP;Bananal;2021-11-21;10945.0;1134.0;0;4;0;0.1036089538602101;0.0003654636820465;0.13333333333333333
Itueta;9;12;Sudeste;MG;Itueta;2021-11-21;6051.0;1131.0;0;6;0;0.1869112543381259;0.000991571641051;0.75
Santo Antônio do Rio Abaixo;3;5;Sudeste;MG;Santo Antônio do Rio Abaixo;2021-11-21;1765.0;109.0;0;2;0;0.061756373937677;0.0011331444759206;0.6
Frei Gaspar;7;9;Sudeste;MG;Frei Gaspar;2021-11-21;5880.0;618.0;0;14;0;0.1051020408163265;0.0023809523809523;0.7777777777777778
Quatro Pontes;8;13;Sul;PR;Quatro Pontes;2021-11-21;4015.0;739.0;-1;9;0;0.1840597758405977;0.0022415940224159;0.6153846153846154
Guaratinga;8;12;Nordeste;BA;Guaratinga;2021-11-21;20843.0;1538.0;0;44;0;0.0737897615506405;0.0021110204864942;0.6666666666666666
Nova Prata do Iguaçu;18;27;Sul;PR;Nova Prata do Iguaçu;2021-11-21;10548.0;1285.0;0;23;0;0.1218240424725066;0.0021805081532043;0.6666666666666666
Ubaí;21;29;Sudeste;MG;Ubaí;2021-11-21;12533.0;640.0;0;1;0;0.0510651879039336;1.0;0.7241379310344828
Tapauá;25;51;Norte;AM;Tapauá;2021-11-21;17156.0;1973.0;0;24;0;0.1150034973187223;0.0013989274889251;0.49019607843137253
São José do Campestre;12;18;Nordeste;RN;São José do Campestre;2021-11-21;12856.0;1106.0;0;28;0;0.0860298693217174;0.0021779713752333;0.6666666666666666
Ilha Comprida;8;22;Sudeste;SP;Ilha Comprida;2021-11-21;11166.0;1399.0;0;46;0;0.1252910621529643;0.0041196489342647;0.36363636363636365
Mar Vermelho;8;9;Nordeste;AL;Mar Vermelho;2021-11-21;3514.0;167.0;0;3;0;0.0475241889584519;0.0008537279453614;0.8888888888888888
Santana da Boa Vista;9;12;Sul;RS;Santana da Boa Vista;2021-11-21;8098.0;361.0;0;11;0;0.0445789083724376;0.0013583600889108;0.75
Monte Horebe;1;4;Nordeste;PB;Monte Horebe;2021-11-21;4816.0;574.0;1;7;0;0.1191860465116279;0.001453488372093;0.25
Cordislândia;2;4;Sudeste;MG;Cordislândia;2021-11-21;3538.0;284.0;0;3;0;0.080271339739966;0.000847936687394;0.5
Catuípe;6;7;Sul;RS;Catuípe;2021-11-21;8774.0;1175.0;0;27;0;0.1339183952587189;0.0030772737633918;0.8571428571428571
São Nicolau;9;20;Sul;RS;São Nicolau;2021-11-21;5265.0;79.0;1;7;0;0.0150047483380816;0.0013295346628679;0.45
Arealva;8;21;Sudeste;SP;Arealva;2021-11-21;8560.0;1010.0;0;20;0;0.1179906542056074;0.0023364485981308;0.38095238095238093
Arambaré;0;2;Sul;RS;Arambaré;2021-11-21;3581.0;239.0;0;9;0;0.0667411337615191;0.0025132644512705;0.0
Martins;14;26;Nordeste;RN;Martins;2021-11-21;8725.0;556.0;0;8;0;0.0637249283667621;0.000916905444126;0.5384615384615384
Carinhanha;16;28;Nordeste;BA;Carinhanha;2021-11-21;29018.0;1415.0;0;33;0;0.04876283685988;0.0011372251705837;0.5714285714285714
Indianópolis;11;19;Sudeste;MG;Indianópolis;2021-11-21;6891.0;750.0;0;7;0;0.108837614279495;0.0010158177332752;0.5789473684210527
Jordânia;7;13;Sudeste;MG;Jordânia;2021-11-21;10812.0;987.0;0;14;0;0.0912874583795782;0.0012948575656677;0.5384615384615384
Rodeio;10;22;Sul;SC;Rodeio;2021-11-21;11551.0;1641.0;0;32;0;0.1420656220240671;0.0027703229157648;0.45454545454545453
Carmo da Mata;15;29;Sudeste;MG;Carmo da Mata;2021-11-21;11476.0;948.0;0;10;0;0.082607180202161;0.0008713837574067;0.5172413793103449
Bernardino de Campos;6;25;Sudeste;SP;Bernardino de Campos;2021-11-21;11148.0;915.0;0;32;0;0.0820775026910656;0.0028704700394689;0.24
São Sebastião do Umbuzeiro;4;7;Nordeste;PB;São Sebastião do Umbuzeiro;2021-11-21;3489.0;262.0;0;5;0;0.0750931498996847;0.0014330753797649;0.5714285714285714
Água Clara;14;32;Centro-Oeste;MS;Água Clara;2021-11-21;15522.0;2947.0;0;67;0;0.1898595541811622;0.0043164540651977;0.4375
Garuva;24;55;Sul;SC;Garuva;2021-11-21;18145.0;2362.0;0;32;0;0.1301736015431248;0.0017635712317442;0.43636363636363634
Piranguçu;9;15;Sudeste;MG;Piranguçu;2021-11-21;5472.0;507.0;0;15;0;0.0926535087719298;0.0027412280701754;0.6
Fernando Pedroza;1;3;Nordeste;RN;Fernando Pedroza;2021-11-21;3054.0;495.0;0;3;0;0.162082514734774;0.0009823182711198;0.3333333333333333
Igaraçu do Tietê;18;43;Sudeste;SP;Igaraçu do Tietê;2021-11-21;24674.0;3052.0;0;70;0;0.1236929561481721;0.0028369944070681;0.4186046511627907
Jaraguari;7;12;Centro-Oeste;MS;Jaraguari;2021-11-21;7187.0;325.0;0;10;0;0.0452205370808404;0.0013914011409489;0.5833333333333334
Mato Queimado;5;7;Sul;RS;Mato Queimado;2021-11-21;1648.0;95.0;0;4;0;0.0576456310679611;0.0024271844660194;0.7142857142857143
Barão de Melgaço;8;18;Centro-Oeste;MT;Barão de Melgaço;2021-11-21;8564.0;511.0;0;17;0;0.059668379262027;0.0019850537132181;0.4444444444444444
Piratini;23;37;Sul;RS;Piratini;2021-11-21;20663.0;1230.0;2;36;0;0.0595266902192324;0.0017422445917824;0.6216216216216216
Pedrinhas Paulista;8;14;Sudeste;SP;Pedrinhas Paulista;2021-11-21;3093.0;443.0;0;8;0;0.1432266408018105;0.0025864856126737;0.5714285714285714
Laranjal;6;20;Sudeste;MG;Laranjal;2021-11-21;6810.0;792.0;0;28;0;0.1162995594713656;0.0041116005873715;0.3
São José do Inhacorá;4;5;Sul;RS;São José do Inhacorá;2021-11-21;2073.0;455.0;0;2;0;0.2194886637723106;0.0009647853352629;0.8
Marcelândia;17;31;Centro-Oeste;MT;Marcelândia;2021-11-21;10499.0;1732.0;0;43;0;0.164968092199257;0.0040956281550623;0.5483870967741935
Curral de Cima;18;38;Nordeste;PB;Curral de Cima;2021-11-21;5227.0;541.0;1;4;0;0.1035010522288119;0.0007652573177731;0.47368421052631576
Sítio d'Abadia;9;27;Centro-Oeste;GO;Sítio d'Abadia;2021-11-21;2989.0;61.0;0;0;0;0.0204081632653061;0.0;0.3333333333333333
Erval Seco;3;5;Sul;RS;Erval Seco;2021-11-21;6912.0;632.0;0;7;0;0.0914351851851851;0.0010127314814814;0.6
Garruchos;5;9;Sul;RS;Garruchos;2021-11-21;2924.0;139.0;0;5;0;0.0475376196990424;0.0017099863201094;0.5555555555555556
Porto Esperidião;19;43;Centro-Oeste;MT;Porto Esperidião;2021-11-21;12017.0;1557.0;0;57;0;0.129566447532662;0.0047432803528334;0.4418604651162791
São Lourenço do Piauí;15;21;Nordeste;PI;São Lourenço do Piauí;2021-11-21;4573.0;67.0;0;3;0;0.0146512136453094;0.000656024491581;0.7142857142857143
Áurea;8;9;Sul;RS;Áurea;2021-11-21;3554.0;337.0;0;6;0;0.0948227349465391;0.0016882386043894;0.8888888888888888
Timbaúba dos Batistas;3;4;Nordeste;RN;Timbaúba dos Batistas;2021-11-21;2414.0;430.0;0;2;0;0.1781275890637945;0.0008285004142502;0.75
Areias;3;7;Sudeste;SP;Areias;2021-11-21;3886.0;368.0;0;2;0;0.0946989191971178;0.0005146680391147;0.42857142857142855
Desterro do Melo;5;11;Sudeste;MG;Desterro do Melo;2021-11-21;2901.0;172.0;0;0;0;0.0592899000344708;0.0;0.45454545454545453
Bom Lugar;14;27;Nordeste;MA;Bom Lugar;2021-11-21;16294.0;535.0;0;7;0;0.0328341720878851;0.0004296059899349;0.5185185185185185
Rosário da Limeira;10;19;Sudeste;MG;Rosário da Limeira;2021-11-21;4594.0;275.0;0;7;0;0.0598606878537222;0.0015237265999129;0.5263157894736842
Verdejante;12;70;Nordeste;PE;Verdejante;2021-11-21;9534.0;557.0;1;10;0;0.0584224879379064;0.00104887770086;0.17142857142857143
Campos Altos;23;42;Sudeste;MG;Campos Altos;2021-11-21;15461.0;1339.0;0;27;0;0.0866050061444926;0.0017463294741607;0.5476190476190477
Chavantes;6;24;Sudeste;SP;Chavantes;2021-11-21;12418.0;1399.0;0;48;0;0.1126590433242068;0.0038653567402158;0.25
Ascurra;6;16;Sul;SC;Ascurra;2021-11-21;7934.0;1388.0;0;13;0;0.1749432820771363;0.0016385177716158;0.375
Varjão;7;24;Centro-Oeste;GO;Varjão;2021-11-21;3827.0;621.0;0;14;0;0.162268095113666;0.0036582179252678;0.2916666666666667
Aracatu;14;33;Nordeste;BA;Aracatu;2021-11-21;13135.0;914.0;0;18;0;0.0695850780357822;0.001370384468976;0.42424242424242425
Itaoca;6;11;Sudeste;SP;Itaoca;2021-11-21;3328.0;285.0;0;8;0;0.0856370192307692;0.0024038461538461;0.5454545454545454
Desterro;20;54;Nordeste;PB;Desterro;2021-11-21;8297.0;711.0;0;12;0;0.0856936242015186;0.0014463058936965;0.37037037037037035
São João da Lagoa;10;13;Sudeste;MG;São João da Lagoa;2021-11-21;4915.0;301.0;0;4;0;0.0612410986775178;0.0008138351983723;0.7692307692307693
Palmópolis;5;11;Sudeste;MG;Palmópolis;2021-11-21;5507.0;407.0;0;11;0;0.0739059378972217;0.0019974577810059;0.45454545454545453
Riacho dos Cavalos;9;62;Nordeste;PB;Riacho dos Cavalos;2021-11-21;8526.0;968.0;1;17;0;0.1135350692000938;0.0019939010086793;0.14516129032258066
Santa Teresinha;3;10;Nordeste;PB;Santa Teresinha;2021-11-21;4573.0;376.0;2;13;0;0.0822217362781543;0.002842772796851;0.3
Cacequi;7;10;Sul;RS;Cacequi;2021-11-21;12561.0;828.0;0;13;0;0.0659183186052066;0.0010349494467001;0.7
Manoel Ribas;11;27;Sul;PR;Manoel Ribas;2021-11-21;13502.0;1815.0;3;32;0;0.1344245296993038;0.0023700192564064;0.4074074074074074
Bom Progresso;10;19;Sul;RS;Bom Progresso;2021-11-21;1942.0;189.0;0;3;0;0.0973223480947476;0.0015447991761071;0.5263157894736842
Tupi Paulista;21;29;Sudeste;SP;Tupi Paulista;2021-11-21;15495.0;1699.0;0;49;0;0.1096482736366569;0.003162310422717;0.7241379310344828
Várzea Nova;23;27;Nordeste;BA;Várzea Nova;2021-11-21;12697.0;926.0;1;11;0;0.0729306135307552;0.0008663463810348;0.8518518518518519
São Tiago;24;36;Sudeste;MG;São Tiago;2021-11-21;10941.0;978.0;0;17;0;0.0893885385248149;0.001553788501965;0.6666666666666666
Envira;29;166;Norte;AM;Envira;2021-11-21;20033.0;2716.0;0;13;0;0.1355762991064743;0.0006489292667099;0.1746987951807229
Arataca;7;19;Nordeste;BA;Arataca;2021-11-21;11019.0;791.0;0;15;0;0.0717850984662855;0.0013612850530901;0.3684210526315789
Campo Novo de Rondônia;11;32;Norte;RO;Campo Novo de Rondônia;2021-11-21;14139.0;1365.0;0;24;0;0.0965414810099724;0.0016974326331423;0.34375
Vista Serrana;4;12;Nordeste;PB;Vista Serrana;2021-11-21;3798.0;199.0;0;6;0;0.0523959978936282;0.0015797788309636;0.3333333333333333
Gonzaga;2;6;Sudeste;MG;Gonzaga;2021-11-21;6158.0;406.0;0;16;0;0.0659304969145826;0.0025982461838259;0.3333333333333333
Dobrada;6;43;Sudeste;SP;Dobrada;2021-11-21;8929.0;617.0;0;9;0;0.0691006831672079;0.0010079516183223;0.13953488372093023
Junco do Maranhão;7;13;Nordeste;MA;Junco do Maranhão;2021-11-21;3432.0;327.0;0;2;0;0.0952797202797202;0.0005827505827505;0.5384615384615384
Cabo Verde;6;12;Sudeste;MG;Cabo Verde;2021-11-21;14075.0;831.0;0;9;0;0.0590408525754884;0.000639431616341;0.5
Abel Figueiredo;14;22;Norte;PA;Abel Figueiredo;2021-11-21;7434.0;1075.0;0;11;0;0.144605864944848;0.0014796879203658;0.6363636363636364
Cerro Azul;9;23;Sul;PR;Cerro Azul;2021-11-21;17779.0;1488.0;0;54;0;0.083694246020586;0.0030372911862309;0.391304347826087
Itaíba;34;72;Nordeste;PE;Itaíba;2021-11-21;26349.0;1008.0;0;14;0;0.0382557212797449;0.0005313294622186;0.4722222222222222
Cachoeira Grande;3;4;Nordeste;MA;Cachoeira Grande;2021-11-21;9431.0;327.0;0;8;0;0.0346728872866079;0.0008482663556356;0.75
Guarinos;1;20;Centro-Oeste;GO;Guarinos;2021-11-21;1794.0;198.0;0;9;0;0.1103678929765886;0.0050167224080267;0.05
Carutapera;9;29;Nordeste;MA;Carutapera;2021-11-21;23807.0;1105.0;0;38;0;0.046414919981518;0.0015961691939345;0.3103448275862069
Santo Inácio;2;4;Sul;PR;Santo Inácio;2021-11-21;5438.0;584.0;0;18;0;0.1073924236851783;0.00331004045605;0.5
Pacaraima;10;23;Norte;RR;Pacaraima;2021-11-21;17401.0;2426.0;3;49;0;0.1394172748692604;0.0028159301189586;0.43478260869565216
Cordeirópolis;31;86;Sudeste;SP;Cordeirópolis;2021-11-21;24528.0;5915.0;0;102;0;0.2411529680365297;0.0041585127201565;0.36046511627906974
Telha;10;27;Nordeste;SE;Telha;2021-11-21;3227.0;406.0;0;10;0;0.1258134490238611;0.003098853424233;0.37037037037037035
Alto Rio Doce;21;41;Sudeste;MG;Alto Rio Doce;2021-11-21;11000.0;587.0;0;29;0;0.0533636363636363;0.0026363636363636;0.5121951219512195
Candói;13;28;Sul;PR;Candói;2021-11-21;15979.0;1627.0;0;33;0;0.1018211402465736;0.0020652105888979;0.4642857142857143
Santa Maria de Itabira;13;22;Sudeste;MG;Santa Maria de Itabira;2021-11-21;10847.0;1066.0;0;37;0;0.0982760210196367;0.0034110814049967;0.5909090909090909
Bom Jesus da Penha;6;9;Sudeste;MG;Bom Jesus da Penha;2021-11-21;4217.0;746.0;0;19;0;0.1769030116196348;0.0045055726820014;0.6666666666666666
Calumbi;18;55;Nordeste;PE;Calumbi;2021-11-21;5750.0;827.0;0;5;0;0.1438260869565217;0.0008695652173913;0.32727272727272727
Cambará do Sul;3;9;Sul;RS;Cambará do Sul;2021-11-21;6431.0;362.0;0;11;0;0.0562898460581558;0.0017104649354688;0.3333333333333333
Pendências;11;25;Nordeste;RN;Pendências;2021-11-21;15129.0;1358.0;1;39;0;0.0897613854187322;0.0025778306563553;0.44
Santa Fé do Araguaia;9;31;Norte;TO;Santa Fé do Araguaia;2021-11-21;7512.0;848.0;0;13;0;0.1128860489882854;0.0017305644302449;0.2903225806451613
Cruzaltense;7;7;Sul;RS;Cruzaltense;2021-11-21;1833.0;197.0;0;6;0;0.1074740861974904;0.0032733224222585;1.0
Alecrim;13;16;Sul;RS;Alecrim;2021-11-21;5950.0;315.0;0;12;0;0.0529411764705882;0.002016806722689;0.8125
Campo Bonito;3;6;Sul;PR;Campo Bonito;2021-11-21;3833.0;466.0;1;14;0;0.1215757891990607;0.0036524915210018;0.5
Arapeí;2;4;Sudeste;SP;Arapeí;2021-11-21;2469.0;271.0;0;4;0;0.1097610368570271;0.0016200891049007;0.5
Fortaleza dos Valos;10;15;Sul;RS;Fortaleza dos Valos;2021-11-21;4320.0;667.0;0;10;0;0.1543981481481481;0.0023148148148148;0.6666666666666666
Codajás;28;200;Norte;AM;Codajás;2021-11-21;28637.0;2642.0;0;25;0;0.0922582672766002;0.0008729964730942;0.14
Cotegipe;14;28;Nordeste;BA;Cotegipe;2021-11-21;13782.0;806.0;0;23;0;0.0584820780728486;0.0016688434189522;0.5
Pantano Grande;13;21;Sul;RS;Pantano Grande;2021-11-21;9174.0;1212.0;0;28;0;0.132112491824722;0.0030521037715282;0.6190476190476191
Catarina;51;118;Nordeste;CE;Catarina;2021-11-21;20698.0;840.0;0;18;0;0.0405836312687216;0.0008696492414726;0.4322033898305085
Indiana;4;6;Sudeste;SP;Indiana;2021-11-21;4885.0;252.0;0;9;0;0.0515864892528147;0.0018423746161719;0.6666666666666666
Carnaubal;94;242;Nordeste;CE;Carnaubal;2021-11-21;17606.0;2212.0;0;28;0;0.1256389867090764;0.001590366920368;0.3884297520661157
São José do Brejo do Cruz;5;10;Nordeste;PB;São José do Brejo do Cruz;2021-11-21;1801.0;193.0;0;1;0;0.1071626873958911;1.0;0.5
Capetinga;2;6;Sudeste;MG;Capetinga;2021-11-21;6920.0;983.0;0;34;0;0.1420520231213873;0.0049132947976878;0.3333333333333333
